"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",1746,1119,209,260,14,47
"2020-04-03",2009,1260,238,300,17,54
"2020-04-04",2290,1404,267,342,20,60
"2020-04-05",2588,1550,298,387,23,67
"2020-04-06",2901,1696,330,433,27,74
"2020-04-07",3226,1841,362,482,31,80
"2020-04-08",3562,1981,394,533,35,87
"2020-04-09",3906,2116,426,584,40,93
"2020-04-10",4257,2244,457,637,45,100
"2020-04-11",4611,2364,487,690,50,105
"2020-04-12",4967,2474,517,743,55,111
"2020-04-13",5324,2574,544,797,61,116
"2020-04-14",5678,2664,570,850,67,121
"2020-04-15",6029,2741,595,903,73,125
"2020-04-16",6375,2807,617,955,79,129
"2020-04-17",6714,2861,638,1005,85,133
"2020-04-18",7046,2903,656,1055,92,135
"2020-04-19",7369,2933,672,1104,98,138
"2020-04-20",7682,2953,687,1151,105,140
"2020-04-21",7986,2961,699,1196,111,141
"2020-04-22",8278,2959,708,1240,118,142
"2020-04-23",8560,2947,716,1282,125,142
"2020-04-24",8830,2926,722,1323,131,142
"2020-04-25",9088,2896,725,1362,138,142
"2020-04-26",9334,2859,727,1399,144,141
"2020-04-27",9569,2814,727,1434,150,140
"2020-04-28",9792,2764,725,1467,157,138
"2020-04-29",10003,2707,722,1499,163,136
"2020-04-30",10203,2646,717,1529,169,134
"2020-05-01",10392,2581,711,1557,175,132
"2020-05-02",10570,2512,703,1584,180,129
"2020-05-03",10737,2440,694,1609,186,126
"2020-05-04",10894,2366,685,1632,191,123
"2020-05-05",11042,2290,674,1655,196,120
"2020-05-06",11180,2213,662,1675,201,117
"2020-05-07",11309,2135,650,1695,206,113
"2020-05-08",11429,2056,637,1713,211,110
"2020-05-09",11541,1978,623,1730,215,106
"2020-05-10",11646,1900,609,1745,220,103
"2020-05-11",11743,1822,594,1760,224,99
"2020-05-12",11834,1746,579,1773,228,96
"2020-05-13",11918,1671,564,1786,232,92
"2020-05-14",11995,1597,549,1798,235,88
"2020-05-15",12067,1525,534,1808,239,85
"2020-05-16",12134,1455,518,1818,242,81
"2020-05-17",12195,1386,503,1828,245,78
"2020-05-18",12252,1320,487,1836,248,75
"2020-05-19",12304,1256,472,1844,251,71
"2020-05-20",12353,1194,456,1851,254,68
"2020-05-21",12397,1134,441,1858,257,65
"2020-05-22",12438,1076,426,1864,259,62
"2020-05-23",12475,1021,412,1870,261,59
"2020-05-24",12510,967,397,1875,264,56
"2020-05-25",12541,916,383,1880,266,54
"2020-05-26",12570,868,369,1884,268,51
"2020-05-27",12597,821,356,1888,270,48
"2020-05-28",12621,776,342,1891,271,46
"2020-05-29",12643,734,330,1895,273,44
"2020-05-30",12663,693,317,1898,275,41
"2020-05-31",12682,655,305,1901,276,39
"2020-06-01",12699,618,293,1903,278,37
"2020-06-02",12714,584,281,1906,279,35
"2020-06-03",12729,551,270,1908,280,33
"2020-06-04",12741,520,259,1910,281,31
"2020-06-05",12753,490,248,1911,283,30
"2020-06-06",12764,462,238,1913,284,28
"2020-06-07",12773,435,228,1914,285,26
"2020-06-08",12782,410,219,1916,286,25
"2020-06-09",12790,387,210,1917,286,23
"2020-06-10",12797,364,201,1918,287,22
"2020-06-11",12804,343,192,1919,288,21
"2020-06-12",12810,323,184,1920,289,20
"2020-06-13",12815,305,176,1921,289,18
"2020-06-14",12820,287,169,1921,290,17
"2020-06-15",12825,270,161,1922,291,16
"2020-06-16",12829,255,154,1923,291,15
"2020-06-17",12833,240,147,1923,292,14
"2020-06-18",12836,226,141,1924,292,13
"2020-06-19",12839,213,135,1924,293,13
"2020-06-20",12842,201,129,1925,293,12
"2020-06-21",12844,189,123,1925,294,11
"2020-06-22",12846,178,118,1925,294,10
"2020-06-23",12848,168,112,1926,295,10
"2020-06-24",12850,158,107,1926,295,9
"2020-06-25",12852,149,102,1926,295,9
"2020-06-26",12853,141,98,1926,296,8
"2020-06-27",12854,132,93,1927,296,8
"2020-06-28",12856,125,89,1927,296,7
