"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",4265,2789,506,633,95,116
"2020-04-03",4999,3211,587,743,115,134
"2020-04-04",5797,3652,673,863,138,153
"2020-04-05",6655,4107,764,992,164,173
"2020-04-06",7565,4567,858,1128,193,193
"2020-04-07",8521,5026,953,1272,225,213
"2020-04-08",9514,5475,1049,1421,260,234
"2020-04-09",10536,5908,1145,1574,297,253
"2020-04-10",11579,6319,1238,1730,338,273
"2020-04-11",12636,6703,1329,1889,381,291
"2020-04-12",13697,7056,1415,2048,427,308
"2020-04-13",14757,7374,1497,2207,475,324
"2020-04-14",15810,7654,1574,2365,525,338
"2020-04-15",16849,7895,1645,2521,577,351
"2020-04-16",17869,8096,1709,2674,630,362
"2020-04-17",18865,8257,1767,2823,685,371
"2020-04-18",19835,8378,1817,2969,740,379
"2020-04-19",20775,8460,1861,3110,796,385
"2020-04-20",21682,8505,1898,3246,853,390
"2020-04-21",22555,8514,1928,3377,909,393
"2020-04-22",23391,8489,1950,3502,966,394
"2020-04-23",24191,8434,1967,3622,1022,394
"2020-04-24",24953,8349,1977,3736,1078,393
"2020-04-25",25676,8239,1981,3845,1133,390
"2020-04-26",26363,8105,1979,3948,1188,387
"2020-04-27",27011,7950,1972,4045,1241,382
"2020-04-28",27623,7777,1960,4137,1293,376
"2020-04-29",28200,7587,1943,4223,1345,369
"2020-04-30",28741,7385,1922,4305,1394,362
"2020-05-01",29248,7171,1897,4381,1443,354
"2020-05-02",29723,6948,1869,4452,1490,345
"2020-05-03",30167,6718,1837,4518,1535,336
"2020-05-04",30580,6484,1803,4580,1579,326
"2020-05-05",30966,6245,1767,4638,1622,316
"2020-05-06",31324,6005,1728,4692,1662,306
"2020-05-07",31656,5765,1688,4742,1702,296
"2020-05-08",31964,5526,1646,4788,1739,285
"2020-05-09",32250,5288,1603,4831,1775,274
"2020-05-10",32514,5054,1559,4870,1810,264
"2020-05-11",32757,4823,1514,4907,1842,253
"2020-05-12",32982,4597,1469,4941,1874,243
"2020-05-13",33189,4377,1423,4972,1904,233
"2020-05-14",33380,4162,1378,5000,1932,223
"2020-05-15",33555,3954,1333,5027,1959,213
"2020-05-16",33716,3752,1288,5051,1985,203
"2020-05-17",33864,3557,1243,5073,2009,193
"2020-05-18",34000,3369,1199,5093,2032,184
"2020-05-19",34124,3188,1155,5112,2054,175
"2020-05-20",34237,3014,1112,5129,2074,166
"2020-05-21",34341,2848,1070,5145,2094,158
"2020-05-22",34436,2689,1029,5159,2112,150
"2020-05-23",34523,2537,988,5172,2130,142
"2020-05-24",34602,2392,949,5184,2146,134
"2020-05-25",34674,2254,911,5194,2162,127
"2020-05-26",34739,2123,873,5204,2176,120
"2020-05-27",34799,1998,837,5213,2190,114
"2020-05-28",34853,1880,802,5221,2203,107
"2020-05-29",34903,1768,768,5229,2215,101
"2020-05-30",34948,1662,735,5236,2226,95
"2020-05-31",34988,1561,703,5242,2237,90
"2020-06-01",35025,1467,672,5247,2247,85
"2020-06-02",35059,1377,643,5252,2257,80
"2020-06-03",35089,1293,614,5257,2265,75
"2020-06-04",35117,1213,586,5261,2274,70
"2020-06-05",35142,1138,560,5265,2282,66
"2020-06-06",35164,1068,534,5268,2289,62
"2020-06-07",35185,1001,510,5271,2296,58
"2020-06-08",35203,939,486,5274,2302,55
"2020-06-09",35220,880,464,5276,2308,51
"2020-06-10",35235,825,442,5279,2314,48
"2020-06-11",35249,774,421,5281,2319,45
"2020-06-12",35261,725,401,5283,2324,42
"2020-06-13",35272,680,382,5284,2329,40
"2020-06-14",35282,637,364,5286,2333,37
"2020-06-15",35291,597,347,5287,2338,35
"2020-06-16",35299,559,330,5288,2341,32
"2020-06-17",35306,524,314,5289,2345,30
"2020-06-18",35313,491,299,5290,2348,28
"2020-06-19",35319,461,284,5291,2352,26
"2020-06-20",35324,432,270,5292,2354,25
"2020-06-21",35329,405,257,5293,2357,23
"2020-06-22",35333,380,245,5293,2360,22
"2020-06-23",35337,356,233,5294,2362,20
"2020-06-24",35341,334,221,5294,2365,19
"2020-06-25",35344,313,210,5295,2367,18
"2020-06-26",35346,294,200,5295,2369,16
