"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",864,599,107,130,11,25
"2020-04-03",1066,732,131,160,14,30
"2020-04-04",1304,886,160,196,18,37
"2020-04-05",1581,1062,192,237,22,44
"2020-04-06",1899,1260,229,285,27,53
"2020-04-07",2260,1479,271,339,33,62
"2020-04-08",2663,1716,316,399,40,72
"2020-04-09",3107,1970,366,466,48,83
"2020-04-10",3592,2237,419,539,57,95
"2020-04-11",4114,2514,475,617,68,107
"2020-04-12",4671,2797,533,701,80,119
"2020-04-13",5258,3081,592,789,92,132
"2020-04-14",5873,3364,653,881,107,145
"2020-04-15",6510,3641,714,977,122,158
"2020-04-16",7166,3909,775,1075,139,170
"2020-04-17",7835,4164,834,1175,156,182
"2020-04-18",8514,4404,892,1277,175,194
"2020-04-19",9199,4627,949,1380,195,205
"2020-04-20",9885,4830,1002,1483,216,215
"2020-04-21",10569,5012,1053,1585,237,225
"2020-04-22",11248,5172,1100,1687,260,233
"2020-04-23",11917,5308,1144,1788,283,241
"2020-04-24",12575,5422,1183,1886,306,247
"2020-04-25",13219,5512,1219,1983,331,253
"2020-04-26",13847,5580,1251,2077,355,258
"2020-04-27",14458,5625,1278,2169,380,262
"2020-04-28",15048,5648,1302,2257,404,264
"2020-04-29",15619,5650,1321,2343,429,266
"2020-04-30",16167,5633,1336,2425,454,267
"2020-05-01",16694,5598,1347,2504,479,267
"2020-05-02",17198,5546,1354,2580,503,266
"2020-05-03",17679,5478,1358,2652,527,265
"2020-05-04",18137,5396,1358,2721,551,263
"2020-05-05",18572,5301,1354,2786,575,260
"2020-05-06",18985,5195,1348,2848,598,256
"2020-05-07",19375,5080,1339,2906,620,252
"2020-05-08",19744,4955,1326,2962,643,247
"2020-05-09",20092,4824,1312,3014,664,242
"2020-05-10",20419,4686,1295,3063,685,237
"2020-05-11",20726,4543,1276,3109,705,231
"2020-05-12",21014,4397,1255,3152,725,225
"2020-05-13",21284,4248,1233,3193,744,219
"2020-05-14",21536,4098,1209,3230,762,213
"2020-05-15",21772,3946,1183,3266,780,206
"2020-05-16",21991,3795,1157,3299,797,199
"2020-05-17",22196,3644,1130,3329,813,192
"2020-05-18",22386,3494,1102,3358,829,186
"2020-05-19",22562,3346,1073,3384,844,179
"2020-05-20",22726,3200,1044,3409,858,172
"2020-05-21",22878,3058,1015,3432,872,165
"2020-05-22",23018,2918,986,3453,885,159
"2020-05-23",23148,2782,956,3472,898,152
"2020-05-24",23268,2649,926,3490,910,146
"2020-05-25",23379,2521,897,3507,921,139
"2020-05-26",23481,2396,867,3522,932,133
"2020-05-27",23576,2276,838,3536,942,127
"2020-05-28",23662,2160,810,3549,952,121
"2020-05-29",23742,2048,781,3561,961,115
"2020-05-30",23815,1941,754,3572,970,110
"2020-05-31",23882,1838,726,3582,978,104
"2020-06-01",23944,1739,699,3592,986,99
"2020-06-02",24000,1645,673,3600,994,94
"2020-06-03",24052,1555,647,3608,1001,89
"2020-06-04",24100,1469,622,3615,1007,85
"2020-06-05",24143,1387,598,3621,1013,80
"2020-06-06",24183,1309,574,3627,1019,76
"2020-06-07",24219,1235,551,3633,1025,72
"2020-06-08",24252,1164,529,3638,1030,68
"2020-06-09",24282,1097,507,3642,1035,64
"2020-06-10",24310,1034,486,3646,1040,61
"2020-06-11",24335,974,466,3650,1044,57
"2020-06-12",24357,917,446,3654,1048,54
"2020-06-13",24378,864,427,3657,1052,51
"2020-06-14",24397,813,409,3660,1056,48
"2020-06-15",24414,765,391,3662,1060,45
"2020-06-16",24430,720,374,3664,1063,43
"2020-06-17",24444,677,358,3667,1066,40
"2020-06-18",24457,637,342,3669,1069,38
"2020-06-19",24469,599,327,3670,1071,35
"2020-06-20",24479,563,312,3672,1074,33
"2020-06-21",24489,529,298,3673,1076,31
"2020-06-22",24498,498,285,3675,1079,29
"2020-06-23",24505,468,272,3676,1081,28
"2020-06-24",24513,440,260,3677,1083,26
"2020-06-25",24519,414,248,3678,1085,24
"2020-06-26",24525,389,236,3679,1086,23
"2020-06-27",24530,365,225,3680,1088,21
"2020-06-28",24535,344,215,3680,1090,20
"2020-06-29",24539,323,205,3681,1091,19
"2020-06-30",24543,304,196,3681,1092,18
