"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",414,262,49,60,6,11
"2020-04-03",462,282,53,68,7,12
"2020-04-04",510,300,58,75,8,13
"2020-04-05",558,316,62,82,9,14
"2020-04-06",604,329,66,89,10,14
"2020-04-07",649,340,69,96,11,15
"2020-04-08",693,349,72,102,12,16
"2020-04-09",736,356,75,109,14,16
"2020-04-10",777,360,77,115,15,16
"2020-04-11",816,363,79,121,16,17
"2020-04-12",853,363,81,126,17,17
"2020-04-13",889,362,82,132,19,17
"2020-04-14",923,360,83,137,20,17
"2020-04-15",955,356,84,142,21,17
"2020-04-16",985,351,84,146,23,17
"2020-04-17",1013,345,84,150,24,17
"2020-04-18",1040,338,84,154,25,16
"2020-04-19",1065,330,84,158,26,16
"2020-04-20",1089,321,83,162,27,16
"2020-04-21",1111,312,82,165,28,16
"2020-04-22",1131,302,81,168,30,15
"2020-04-23",1150,292,80,171,31,15
"2020-04-24",1168,282,79,174,32,14
"2020-04-25",1184,271,77,176,33,14
"2020-04-26",1199,261,76,178,34,14
"2020-04-27",1213,250,74,180,34,13
"2020-04-28",1226,240,72,182,35,13
"2020-04-29",1238,229,71,184,36,12
"2020-04-30",1249,219,69,186,37,12
"2020-05-01",1259,209,67,187,38,11
"2020-05-02",1269,199,65,189,38,11
"2020-05-03",1277,189,63,190,39,10
"2020-05-04",1285,180,61,191,40,10
"2020-05-05",1292,171,59,192,40,10
"2020-05-06",1299,162,57,193,41,9
"2020-05-07",1305,154,56,194,41,9
"2020-05-08",1310,145,54,195,42,8
"2020-05-09",1315,138,52,196,43,8
"2020-05-10",1320,130,50,196,43,7
"2020-05-11",1324,123,48,197,43,7
"2020-05-12",1328,116,46,198,44,7
"2020-05-13",1331,109,45,198,44,6
"2020-05-14",1335,103,43,199,45,6
"2020-05-15",1337,97,41,199,45,6
"2020-05-16",1340,92,40,199,45,5
"2020-05-17",1342,86,38,200,46,5
"2020-05-18",1345,81,37,200,46,5
"2020-05-19",1346,76,35,200,46,5
"2020-05-20",1348,72,34,201,46,4
"2020-05-21",1350,67,32,201,47,4
"2020-05-22",1351,63,31,201,47,4
"2020-05-23",1353,60,30,201,47,4
"2020-05-24",1354,56,28,201,47,3
"2020-05-25",1355,53,27,202,48,3
"2020-05-26",1356,49,26,202,48,3
"2020-05-27",1357,46,25,202,48,3
"2020-05-28",1357,44,24,202,48,3
"2020-05-29",1358,41,23,202,48,2
"2020-05-30",1359,38,22,202,48,2
"2020-05-31",1359,36,21,202,48,2
"2020-06-01",1360,34,20,202,49,2
"2020-06-02",1360,32,19,202,49,2
"2020-06-03",1361,30,18,202,49,2
"2020-06-04",1361,28,17,202,49,2
"2020-06-05",1361,26,16,203,49,2
"2020-06-06",1362,25,16,203,49,1
"2020-06-07",1362,23,15,203,49,1
"2020-06-08",1362,22,14,203,49,1
"2020-06-09",1362,21,14,203,49,1
"2020-06-10",1363,19,13,203,49,1
"2020-06-11",1363,18,12,203,50,1
"2020-06-12",1363,17,12,203,50,1
"2020-06-13",1363,16,11,203,50,1
"2020-06-14",1363,15,11,203,50,1
"2020-06-15",1363,14,10,203,50,1
"2020-06-16",1363,13,10,203,50,1
"2020-06-17",1363,13,9,203,50,1
"2020-06-18",1364,12,9,203,50,1
"2020-06-19",1364,11,8,203,50,1
"2020-06-20",1364,11,8,203,50,1
"2020-06-21",1364,10,8,203,50,1
"2020-06-22",1364,9,7,203,50,1
"2020-06-23",1364,9,7,203,50,0
"2020-06-24",1364,8,7,203,50,0
"2020-06-25",1364,8,6,203,50,0
"2020-06-26",1364,7,6,203,50,0
"2020-06-27",1364,7,6,203,50,0
"2020-06-28",1364,7,5,203,50,0
"2020-06-29",1364,6,5,203,50,0
"2020-06-30",1364,6,5,203,50,0
"2020-07-01",1364,6,5,203,50,0
"2020-07-02",1364,5,4,203,50,0
