"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",1722,1088,203,255,22,46
"2020-04-03",2000,1246,234,297,25,53
"2020-04-04",2311,1419,268,343,30,60
"2020-04-05",2655,1608,305,395,35,69
"2020-04-06",3034,1811,346,452,40,78
"2020-04-07",3450,2030,390,514,47,87
"2020-04-08",3904,2263,438,582,54,97
"2020-04-09",4397,2510,489,656,62,108
"2020-04-10",4928,2771,543,736,71,120
"2020-04-11",5499,3044,600,822,80,132
"2020-04-12",6109,3328,661,913,91,145
"2020-04-13",6759,3622,724,1011,102,158
"2020-04-14",7447,3924,789,1114,115,172
"2020-04-15",8172,4232,857,1222,128,186
"2020-04-16",8934,4546,928,1337,143,201
"2020-04-17",9731,4863,999,1456,158,216
"2020-04-18",10560,5181,1073,1581,175,231
"2020-04-19",11422,5499,1147,1710,193,246
"2020-04-20",12312,5814,1222,1844,211,261
"2020-04-21",13230,6125,1297,1981,231,276
"2020-04-22",14172,6430,1372,2122,252,290
"2020-04-23",15136,6727,1447,2267,274,305
"2020-04-24",16119,7014,1521,2415,297,319
"2020-04-25",17119,7290,1594,2565,320,333
"2020-04-26",18133,7554,1665,2717,345,346
"2020-04-27",19157,7804,1735,2870,370,359
"2020-04-28",20190,8038,1802,3025,396,371
"2020-04-29",21229,8256,1867,3181,423,383
"2020-04-30",22270,8458,1929,3337,451,394
"2020-05-01",23312,8641,1988,3493,479,404
"2020-05-02",24351,8805,2044,3649,508,413
"2020-05-03",25386,8951,2097,3805,538,422
"2020-05-04",26414,9077,2146,3959,568,429
"2020-05-05",27432,9184,2192,4112,598,436
"2020-05-06",28439,9271,2233,4263,628,442
"2020-05-07",29433,9338,2271,4412,659,447
"2020-05-08",30412,9386,2304,4559,690,451
"2020-05-09",31374,9416,2334,4703,721,454
"2020-05-10",32319,9426,2359,4844,753,457
"2020-05-11",33243,9418,2380,4983,784,458
"2020-05-12",34147,9393,2398,5119,815,459
"2020-05-13",35029,9351,2411,5251,846,458
"2020-05-14",35889,9293,2420,5380,877,457
"2020-05-15",36725,9220,2426,5505,908,456
"2020-05-16",37537,9132,2427,5627,938,453
"2020-05-17",38324,9030,2425,5745,968,450
"2020-05-18",39087,8916,2420,5860,998,446
"2020-05-19",39824,8790,2411,5970,1027,441
"2020-05-20",40536,8653,2398,6077,1056,436
"2020-05-21",41223,8506,2383,6180,1084,430
"2020-05-22",41884,8350,2364,6279,1112,424
"2020-05-23",42519,8186,2343,6375,1140,417
"2020-05-24",43130,8014,2319,6466,1166,410
"2020-05-25",43716,7837,2293,6554,1193,403
"2020-05-26",44277,7653,2264,6638,1218,395
"2020-05-27",44814,7466,2233,6719,1243,387
"2020-05-28",45327,7274,2201,6796,1268,378
"2020-05-29",45818,7079,2166,6869,1292,369
"2020-05-30",46285,6882,2130,6939,1315,360
"2020-05-31",46731,6684,2092,7006,1337,351
"2020-06-01",47155,6484,2053,7070,1359,342
"2020-06-02",47558,6284,2013,7130,1380,333
"2020-06-03",47942,6084,1972,7188,1401,323
"2020-06-04",48305,5885,1930,7242,1420,314
"2020-06-05",48650,5688,1887,7294,1440,304
"2020-06-06",48977,5492,1844,7343,1458,295
"2020-06-07",49286,5298,1800,7390,1476,285
"2020-06-08",49578,5107,1756,7433,1493,276
"2020-06-09",49854,4918,1711,7475,1510,266
"2020-06-10",50115,4733,1667,7514,1526,257
"2020-06-11",50361,4551,1622,7551,1541,248
"2020-06-12",50593,4373,1578,7586,1556,239
"2020-06-13",50811,4199,1533,7618,1570,230
"2020-06-14",51016,4029,1489,7649,1584,222
"2020-06-15",51209,3863,1446,7678,1597,213
"2020-06-16",51391,3701,1402,7705,1609,205
"2020-06-17",51561,3544,1359,7731,1621,196
"2020-06-18",51721,3392,1317,7755,1633,188
"2020-06-19",51871,3244,1275,7777,1644,181
"2020-06-20",52011,3101,1234,7798,1654,173
"2020-06-21",52143,2962,1194,7818,1664,166
"2020-06-22",52266,2828,1154,7837,1674,159
"2020-06-23",52381,2699,1115,7854,1683,152
"2020-06-24",52488,2574,1077,7870,1692,145
"2020-06-25",52589,2454,1040,7885,1700,138
"2020-06-26",52682,2338,1003,7899,1708,132
"2020-06-27",52770,2227,968,7912,1716,126
