Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3,Rate of Detection,Rate of Hospitalization
Asia,Afghanistan,None,2021-01-01,,2.3158349668783687,-152.79624058797657,0.7869389351084012,0.16768315249863516,0.047008772553641845,-0.09424317782839797,0.0,1.3088707916658682,0.1953243296400611,88.39736045672943,20.29524605685223,0.0364175382461185,0.20358474862433207,0.031343737599292654
Europe,Albania,None,2021-01-01,,0.7726163312605641,-11.074253533026717,0.37962759423405157,0.09381559079577718,0.013763755183253526,-0.2,0.007274535884084699,2.0628587411666044,0.10978510117705714,86.89629937396545,5.820988276249941,0.07318102654258292,0.19802273281393964,0.029870057946725717
Africa,Algeria,None,2021-01-01,,0.31587919745410886,6.134121844193487,0.0,0.020000000000000004,0.014428382391808783,-0.2,0.149023246410968,0.0545485926123528,0.35175802941429807,-26.775711148728263,16.44103828657399,0.25694081239406635,0.20290563108975118,0.02947573749679311
Europe,Andorra,None,2021-01-01,,0.804994920630454,3.141807754229282,0.27223732978843085,0.12493555765802307,0.00982057458019682,0.15035615090839496,1.769522525403116,0.0080178628308533,1.7321112692997687,79.90951891905243,18.481124564088347,0.4107469938438703,0.20753665183959796,0.030122446549799065
Africa,Angola,None,2021-01-01,,0.24889207725704549,0.7987562775955332,0.0,0.020000000000000004,0.08382549425042415,2.4008667464152533,1.1618714589363797,0.0,1.0966281376199098,83.41187135004131,20.47043047994001,0.6201895966175774,0.20028147761811657,0.02998731680721614
North America,Antigua and Barbuda,None,2021-01-01,,1.707466560650973,-20.67191998068581,1.0903126491300017,0.42102408358353044,0.01969825522806931,-0.1979097881810073,0.7880926012339452,5.203830255145675,0.9087403092423543,-40.30711421401126,37.95920013696333,0.0014779771483105,0.20263443694459674,0.029955233016880384
South America,Argentina,None,2021-01-01,,0.35736411871170937,47.62175089220532,0.019360035189044722,0.04675215322380162,0.017651277245488456,0.01175467986499405,0.6379707812948446,0.1990757793597191,1.0047756949550286,87.91836160466424,19.324090117051124,0.3182662996310226,0.20419418672693368,0.030277456928011273
Asia,Armenia,None,2021-01-01,,0.27738554799962695,18.26362225770635,0.0,0.09726451389638004,0.017371340190390078,-0.15830502554153542,0.2710081609079464,0.13237671941120666,1.6749421232515693,61.20655016761099,20.530218743516286,0.2093290245290102,0.20060246762439568,0.030059548097063432
Oceania,Australia,Australian Capital Territory,2021-01-01,,0.0,-0.8940616976210204,9.274332900934452,0.020000000000000004,0.0010000000000000009,0.2509538528545413,0.0,0.0,0.6906934846819339,54.803570581825134,1.0,0.0,0.2,0.03
Oceania,Australia,New South Wales,2021-01-01,,0.16329724016259947,-15.48611272706873,0.0,0.020000000000000004,0.0010000000000000009,0.5065047797874462,0.0,5.0956174542171775,1.464329989880233,103.11737258026862,75.3043344964608,0.05777849111911576,0.20012349717455435,0.030000179866668586
Oceania,Australia,Queensland,2021-01-01,,0.27129148051762353,-100.65346056630854,0.6810388159434866,0.020095193810900663,0.003586264829156166,-0.2,15.981239206257673,13.484825877080398,2.281674047897753,53.845938130021004,20.56114620996693,0.0459246517297608,0.2000430325368718,0.029941943685274613
