"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",1628,991,188,239,24,42
"2020-04-03",1810,1067,205,266,27,46
"2020-04-04",1992,1136,222,294,31,49
"2020-04-05",2175,1199,238,321,35,52
"2020-04-06",2357,1255,253,349,40,55
"2020-04-07",2536,1304,267,375,44,58
"2020-04-08",2712,1344,280,402,49,60
"2020-04-09",2883,1377,291,428,54,62
"2020-04-10",3050,1402,301,452,59,64
"2020-04-11",3210,1420,310,477,64,65
"2020-04-12",3365,1431,318,500,69,66
"2020-04-13",3513,1435,324,522,74,67
"2020-04-14",3655,1432,329,543,79,67
"2020-04-15",3790,1424,333,564,84,67
"2020-04-16",3918,1410,335,583,89,67
"2020-04-17",4039,1391,337,601,94,67
"2020-04-18",4153,1368,337,618,99,66
"2020-04-19",4261,1342,337,634,104,66
"2020-04-20",4362,1311,335,649,108,65
"2020-04-21",4457,1278,333,664,113,64
"2020-04-22",4545,1243,329,677,117,62
"2020-04-23",4628,1206,326,689,122,61
"2020-04-24",4705,1167,321,701,126,59
"2020-04-25",4776,1127,316,711,130,58
"2020-04-26",4843,1086,310,721,134,56
"2020-04-27",4904,1045,304,731,138,54
"2020-04-28",4961,1003,298,739,141,53
"2020-04-29",5014,962,291,747,145,51
"2020-04-30",5062,920,284,754,148,49
"2020-05-01",5107,880,277,761,151,47
"2020-05-02",5148,839,269,767,154,45
"2020-05-03",5186,800,262,773,157,44
"2020-05-04",5221,762,254,778,160,42
"2020-05-05",5253,724,247,783,163,40
"2020-05-06",5282,688,239,787,165,38
"2020-05-07",5308,653,231,791,168,37
"2020-05-08",5333,618,223,795,170,35
"2020-05-09",5355,586,216,798,172,33
"2020-05-10",5376,554,208,801,174,32
"2020-05-11",5394,524,201,804,176,30
"2020-05-12",5411,495,194,807,178,29
"2020-05-13",5426,467,187,809,179,27
"2020-05-14",5440,441,180,811,181,26
"2020-05-15",5453,416,173,813,183,24
"2020-05-16",5465,392,166,815,184,23
"2020-05-17",5475,369,159,816,185,22
"2020-05-18",5485,347,153,818,187,21
"2020-05-19",5493,327,147,819,188,19
"2020-05-20",5501,308,141,820,189,18
"2020-05-21",5508,289,135,821,190,17
"2020-05-22",5515,272,130,822,191,16
"2020-05-23",5520,256,124,823,192,15
"2020-05-24",5526,240,119,824,193,15
"2020-05-25",5530,226,114,825,194,14
"2020-05-26",5535,212,109,825,194,13
"2020-05-27",5538,199,104,826,195,12
"2020-05-28",5542,187,100,826,196,11
"2020-05-29",5545,176,95,827,196,11
"2020-05-30",5548,165,91,827,197,10
"2020-05-31",5550,155,87,828,198,9
"2020-06-01",5553,145,83,828,198,9
"2020-06-02",5555,136,79,828,199,8
"2020-06-03",5556,128,76,829,199,8
"2020-06-04",5558,120,72,829,200,7
"2020-06-05",5560,113,69,829,200,7
"2020-06-06",5561,106,66,829,200,6
"2020-06-07",5562,100,63,829,201,6
"2020-06-08",5563,94,60,830,201,6
"2020-06-09",5564,88,57,830,201,5
"2020-06-10",5565,83,55,830,202,5
"2020-06-11",5566,78,52,830,202,5
"2020-06-12",5567,73,50,830,202,4
"2020-06-13",5567,69,47,830,202,4
"2020-06-14",5568,65,45,830,203,4
"2020-06-15",5568,61,43,830,203,4
"2020-06-16",5569,57,41,830,203,3
"2020-06-17",5569,54,39,830,203,3
"2020-06-18",5569,51,37,830,204,3
"2020-06-19",5570,48,35,831,204,3
"2020-06-20",5570,45,34,831,204,2
"2020-06-21",5570,42,32,831,204,2
"2020-06-22",5571,40,31,831,204,2
"2020-06-23",5571,37,29,831,204,2
"2020-06-24",5571,35,28,831,204,2
"2020-06-25",5571,33,26,831,205,2
"2020-06-26",5571,31,25,831,205,2
"2020-06-27",5571,30,24,831,205,2
"2020-06-28",5571,28,23,831,205,1
"2020-06-29",5572,26,22,831,205,1
