"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",25357,15913,2977,3795,368,673
"2020-04-03",29130,17940,3383,4361,436,762
"2020-04-04",33189,20040,3811,4970,512,855
"2020-04-05",37509,22185,4257,5618,597,951
"2020-04-06",42066,24346,4715,6302,690,1049
"2020-04-07",46827,26494,5181,7016,792,1147
"2020-04-08",51761,28599,5649,7756,903,1244
"2020-04-09",56835,30634,6114,8517,1022,1340
"2020-04-10",62012,32574,6573,9294,1148,1432
"2020-04-11",67260,34396,7018,10081,1283,1521
"2020-04-12",72546,36082,7448,10874,1424,1604
"2020-04-13",77838,37616,7857,11667,1572,1682
"2020-04-14",83107,38984,8243,12458,1726,1754
"2020-04-15",88326,40179,8603,13241,1885,1818
"2020-04-16",93471,41194,8934,14012,2048,1876
"2020-04-17",98519,42028,9235,14770,2215,1926
"2020-04-18",103453,42679,9504,15510,2385,1968
"2020-04-19",108255,43150,9741,16230,2557,2002
"2020-04-20",112913,43447,9945,16929,2731,2029
"2020-04-21",117414,43575,10117,17604,2906,2048
"2020-04-22",121750,43543,10255,18254,3081,2060
"2020-04-23",125914,43359,10362,18879,3255,2065
"2020-04-24",129901,43034,10438,19477,3428,2063
"2020-04-25",133709,42579,10483,20048,3600,2055
"2020-04-26",137336,42004,10500,20592,3770,2041
"2020-04-27",140782,41322,10490,21109,3937,2021
"2020-04-28",144050,40544,10454,21599,4101,1996
"2020-04-29",147141,39681,10394,22063,4262,1967
"2020-04-30",150058,38744,10312,22500,4420,1933
"2020-05-01",152807,37744,10209,22913,4573,1896
"2020-05-02",155392,36692,10087,23301,4722,1855
"2020-05-03",157818,35596,9948,23664,4868,1812
"2020-05-04",160092,34467,9793,24006,5008,1766
"2020-05-05",162219,33313,9624,24325,5144,1718
"2020-05-06",164206,32142,9443,24623,5275,1668
"2020-05-07",166059,30960,9252,24901,5402,1617
"2020-05-08",167785,29775,9051,25159,5524,1565
"2020-05-09",169390,28594,8843,25400,5641,1513
"2020-05-10",170881,27420,8628,25624,5753,1460
"2020-05-11",172264,26259,8407,25831,5861,1406
"2020-05-12",173546,25115,8183,26024,5964,1353
"2020-05-13",174732,23992,7956,26202,6063,1300
"2020-05-14",175828,22892,7726,26366,6157,1248
"2020-05-15",176841,21819,7496,26518,6246,1197
"2020-05-16",177775,20775,7265,26658,6332,1146
"2020-05-17",178636,19762,7035,26787,6413,1096
"2020-05-18",179428,18780,6807,26906,6490,1047
"2020-05-19",180157,17832,6580,27015,6564,999
"2020-05-20",180827,16917,6355,27116,6634,953
"2020-05-21",181442,16037,6134,27208,6700,908
"2020-05-22",182007,15191,5916,27293,6762,864
"2020-05-23",182524,14380,5702,27370,6822,822
"2020-05-24",182998,13603,5492,27441,6878,781
"2020-05-25",183431,12861,5286,27506,6931,741
"2020-05-26",183828,12151,5086,27566,6981,703
"2020-05-27",184190,11475,4889,27620,7028,666
"2020-05-28",184521,10831,4698,27670,7073,631
"2020-05-29",184823,10218,4512,27715,7115,598
"2020-05-30",185099,9636,4332,27757,7155,565
"2020-05-31",185350,9083,4156,27794,7193,534
"2020-06-01",185578,8559,3986,27828,7228,505
"2020-06-02",185786,8062,3821,27860,7261,477
"2020-06-03",185976,7592,3662,27888,7293,450
"2020-06-04",186148,7147,3508,27914,7322,424
"2020-06-05",186304,6726,3359,27937,7350,400
"2020-06-06",186447,6329,3215,27959,7376,377
"2020-06-07",186575,5954,3076,27978,7401,355
"2020-06-08",186693,5600,2943,27996,7424,334
"2020-06-09",186799,5267,2814,28012,7446,314
"2020-06-10",186895,4953,2690,28026,7466,295
"2020-06-11",186982,4657,2571,28039,7486,278
"2020-06-12",187061,4378,2457,28051,7504,261
"2020-06-13",187132,4116,2347,28062,7521,245
"2020-06-14",187197,3869,2241,28071,7537,230
"2020-06-15",187255,3637,2140,28080,7552,216
"2020-06-16",187308,3419,2043,28088,7566,203
"2020-06-17",187356,3214,1950,28095,7579,190
"2020-06-18",187399,3022,1861,28102,7592,178
"2020-06-19",187438,2841,1775,28107,7604,167
"2020-06-20",187473,2671,1694,28113,7615,156
"2020-06-21",187505,2511,1615,28117,7625,146
"2020-06-22",187533,2361,1540,28122,7635,137
"2020-06-23",187559,2221,1469,28126,7644,128
