"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",10163,5642,1102,1496,237,244
"2020-04-03",11105,5986,1185,1638,268,260
"2020-04-04",12051,6300,1264,1780,301,276
"2020-04-05",12995,6584,1338,1921,335,290
"2020-04-06",13932,6833,1408,2062,370,303
"2020-04-07",14857,7048,1473,2200,407,315
"2020-04-08",15764,7227,1531,2337,444,325
"2020-04-09",16651,7370,1584,2470,483,334
"2020-04-10",17515,7478,1631,2599,522,341
"2020-04-11",18351,7552,1671,2725,562,347
"2020-04-12",19159,7593,1706,2846,602,351
"2020-04-13",19937,7603,1734,2963,642,354
"2020-04-14",20683,7583,1756,3074,682,355
"2020-04-15",21396,7536,1772,3181,722,355
"2020-04-16",22076,7463,1782,3283,762,354
"2020-04-17",22723,7367,1787,3380,801,352
"2020-04-18",23337,7251,1787,3472,839,349
"2020-04-19",23917,7116,1783,3560,877,345
"2020-04-20",24465,6964,1773,3642,915,340
"2020-04-21",24982,6799,1760,3719,951,334
"2020-04-22",25467,6621,1742,3792,986,328
"2020-04-23",25923,6433,1721,3860,1021,321
"2020-04-24",26350,6238,1697,3924,1054,313
"2020-04-25",26749,6035,1671,3984,1087,305
"2020-04-26",27121,5829,1641,4040,1118,296
"2020-04-27",27468,5619,1610,4092,1148,288
"2020-04-28",27791,5407,1576,4141,1177,279
"2020-04-29",28091,5194,1541,4186,1205,269
"2020-04-30",28370,4982,1504,4227,1232,260
"2020-05-01",28628,4772,1466,4266,1258,251
"2020-05-02",28867,4564,1428,4302,1283,241
"2020-05-03",29087,4360,1388,4335,1306,232
"2020-05-04",29291,4159,1348,4366,1329,223
"2020-05-05",29479,3963,1308,4394,1350,213
"2020-05-06",29653,3772,1268,4420,1371,204
"2020-05-07",29812,3587,1228,4444,1390,195
"2020-05-08",29959,3407,1187,4466,1408,187
"2020-05-09",30093,3233,1147,4486,1426,178
"2020-05-10",30217,3065,1108,4504,1443,170
"2020-05-11",30330,2903,1069,4521,1458,162
"2020-05-12",30434,2748,1030,4537,1473,154
"2020-05-13",30529,2598,993,4551,1487,146
"2020-05-14",30615,2456,955,4564,1501,139
"2020-05-15",30695,2319,919,4576,1513,132
"2020-05-16",30767,2189,884,4587,1525,125
"2020-05-17",30833,2065,849,4597,1536,118
"2020-05-18",30893,1947,815,4606,1547,112
"2020-05-19",30948,1834,782,4614,1557,106
"2020-05-20",30998,1728,750,4622,1566,100
"2020-05-21",31044,1627,719,4628,1575,95
"2020-05-22",31085,1531,689,4635,1584,89
"2020-05-23",31122,1440,660,4640,1591,84
"2020-05-24",31157,1354,632,4645,1599,79
"2020-05-25",31187,1273,605,4650,1606,75
"2020-05-26",31216,1196,578,4654,1612,70
"2020-05-27",31241,1124,553,4658,1618,66
"2020-05-28",31264,1056,529,4662,1624,62
"2020-05-29",31285,992,505,4665,1630,59
"2020-05-30",31304,931,483,4668,1635,55
"2020-05-31",31321,874,461,4670,1639,52
"2020-06-01",31336,821,440,4672,1644,49
"2020-06-02",31350,770,420,4675,1648,46
"2020-06-03",31363,723,401,4676,1652,43
"2020-06-04",31375,678,382,4678,1656,40
"2020-06-05",31385,637,365,4680,1659,38
"2020-06-06",31394,597,348,4681,1662,35
"2020-06-07",31402,561,331,4682,1665,33
"2020-06-08",31410,526,316,4683,1668,31
"2020-06-09",31417,494,301,4684,1671,29
"2020-06-10",31423,464,287,4685,1674,27
"2020-06-11",31428,435,273,4686,1676,25
"2020-06-12",31433,409,260,4687,1678,24
"2020-06-13",31438,384,248,4688,1680,22
"2020-06-14",31442,360,236,4688,1682,21
"2020-06-15",31445,338,225,4689,1684,19
