"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",1532,847,171,230,13,37
"2020-04-03",1651,878,180,248,14,39
"2020-04-04",1767,904,189,265,16,41
"2020-04-05",1880,924,196,282,18,42
"2020-04-06",1990,940,203,298,19,43
"2020-04-07",2095,950,209,314,21,44
"2020-04-08",2197,956,214,330,23,45
"2020-04-09",2295,958,218,344,25,45
"2020-04-10",2388,955,222,358,27,45
"2020-04-11",2477,949,224,372,28,45
"2020-04-12",2562,940,226,384,30,45
"2020-04-13",2642,928,227,396,32,45
"2020-04-14",2718,912,228,408,34,45
"2020-04-15",2789,895,228,418,35,44
"2020-04-16",2857,876,227,429,37,44
"2020-04-17",2920,854,225,438,39,43
"2020-04-18",2980,832,224,447,40,42
"2020-04-19",3036,808,221,455,42,41
"2020-04-20",3088,783,219,463,43,40
"2020-04-21",3137,757,215,471,45,39
"2020-04-22",3182,731,212,477,46,38
"2020-04-23",3224,705,208,484,48,37
"2020-04-24",3264,678,204,490,49,36
"2020-04-25",3300,651,200,495,50,35
"2020-04-26",3334,625,195,500,51,34
"2020-04-27",3365,598,191,505,53,33
"2020-04-28",3394,572,186,509,54,31
"2020-04-29",3420,547,181,513,55,30
"2020-04-30",3445,521,176,517,56,29
"2020-05-01",3468,497,171,520,57,28
"2020-05-02",3488,473,166,523,58,27
"2020-05-03",3508,450,161,526,58,26
"2020-05-04",3525,428,156,529,59,24
"2020-05-05",3541,406,151,531,60,23
"2020-05-06",3556,385,146,533,61,22
"2020-05-07",3570,365,142,535,62,21
"2020-05-08",3582,346,137,537,62,20
"2020-05-09",3593,327,132,539,63,19
"2020-05-10",3604,310,127,541,63,18
"2020-05-11",3613,293,123,542,64,17
"2020-05-12",3622,277,118,543,65,16
"2020-05-13",3630,261,114,544,65,16
"2020-05-14",3637,247,109,546,66,15
"2020-05-15",3643,233,105,546,66,14
"2020-05-16",3649,219,101,547,66,13
"2020-05-17",3655,207,97,548,67,13
"2020-05-18",3659,195,93,549,67,12
"2020-05-19",3664,184,90,550,68,11
"2020-05-20",3668,173,86,550,68,11
"2020-05-21",3672,163,83,551,68,10
"2020-05-22",3675,154,79,551,69,9
"2020-05-23",3678,145,76,552,69,9
"2020-05-24",3681,136,73,552,69,8
"2020-05-25",3683,128,70,552,69,8
"2020-05-26",3685,121,67,553,70,7
"2020-05-27",3687,113,64,553,70,7
"2020-05-28",3689,107,61,553,70,7
"2020-05-29",3691,101,58,554,70,6
"2020-05-30",3692,95,56,554,70,6
"2020-05-31",3694,89,54,554,71,5
"2020-06-01",3695,84,51,554,71,5
"2020-06-02",3696,79,49,554,71,5
"2020-06-03",3697,74,47,555,71,5
"2020-06-04",3698,70,45,555,71,4
"2020-06-05",3699,66,43,555,71,4
"2020-06-06",3699,62,41,555,71,4
"2020-06-07",3700,58,39,555,72,4
"2020-06-08",3701,55,37,555,72,3
"2020-06-09",3701,52,36,555,72,3
"2020-06-10",3702,49,34,555,72,3
"2020-06-11",3702,46,32,555,72,3
"2020-06-12",3702,43,31,555,72,3
"2020-06-13",3703,41,30,555,72,2
"2020-06-14",3703,39,28,555,72,2
"2020-06-15",3703,36,27,555,72,2
"2020-06-16",3704,34,26,556,72,2
"2020-06-17",3704,32,25,556,72,2
"2020-06-18",3704,31,23,556,72,2
"2020-06-19",3704,29,22,556,72,2
"2020-06-20",3704,27,21,556,73,1
"2020-06-21",3704,26,20,556,73,1
"2020-06-22",3705,24,19,556,73,1
"2020-06-23",3705,23,19,556,73,1
"2020-06-24",3705,22,18,556,73,1
"2020-06-25",3705,21,17,556,73,1
"2020-06-26",3705,19,16,556,73,1
