Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Vaccinated,Fully Vaccinated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
Africa,Algeria,None,2021-03-12,114861,2482,128,962,3028,18,0.0,0.0,,,114861,3028,114861,3028
Africa,Algeria,None,2021-03-13,114955,2415,125,965,3031,18,0.0,0.0,,,114861,3028,115223,3061
Africa,Algeria,None,2021-03-14,115045,2347,122,967,3034,17,0.0,0.0,,,114861,3028,115424,3076
Africa,Algeria,None,2021-03-15,115130,2280,119,970,3037,17,0.0,0.0,,,114861,3028,115594,3088
Africa,Algeria,None,2021-03-16,115211,2214,116,972,3039,16,0.0,0.0,,,114861,3028,115746,3098
Africa,Algeria,None,2021-03-17,115288,2147,113,975,3042,16,0.0,0.0,,,114861,3028,115887,3108
Africa,Algeria,None,2021-03-18,115362,2081,110,977,3045,15,0.0,0.0,,,114861,3028,116018,3117
Africa,Algeria,None,2021-03-19,115432,2017,108,979,3047,15,0.0,0.0,,,114861,3028,116140,3125
Africa,Algeria,None,2021-03-20,115498,1953,105,981,3050,14,0.0,0.0,,,114861,3028,116255,3133
Africa,Algeria,None,2021-03-21,115561,1890,102,983,3053,14,0.0,0.0,,,114861,3028,116364,3142
Africa,Algeria,None,2021-03-22,115621,1828,99,985,3055,13,0.0,0.0,,,114861,3028,116468,3148
Africa,Algeria,None,2021-03-23,115677,1766,96,986,3058,13,0.0,0.0,,,114861,3028,116565,3156
Africa,Algeria,None,2021-03-24,115730,1706,94,988,3060,12,0.0,0.0,,,114861,3028,116658,3162
Africa,Algeria,None,2021-03-25,115780,1646,91,989,3062,12,0.0,0.0,,,114861,3028,116745,3168
Africa,Algeria,None,2021-03-26,115827,1588,88,991,3065,12,0.0,0.0,,,114861,3028,116829,3175
Africa,Algeria,None,2021-03-27,115872,1531,86,992,3067,11,0.0,0.0,,,114861,3028,116909,3181
Africa,Algeria,None,2021-03-28,115914,1475,83,993,3069,11,0.0,0.0,,,114861,3028,116985,3187
Africa,Algeria,None,2021-03-29,115953,1420,81,995,3072,10,0.0,0.0,,,114861,3028,117057,3194
Africa,Algeria,None,2021-03-30,115990,1366,78,996,3074,10,0.0,0.0,,,114861,3028,117126,3199
Africa,Algeria,None,2021-03-31,116025,1314,76,997,3076,10,0.0,0.0,,,114861,3028,117192,3205
Africa,Algeria,None,2021-04-01,116058,1263,73,998,3078,9,0.0,0.0,,,114861,3028,117255,3210
Africa,Algeria,None,2021-04-02,116088,1213,71,999,3080,9,0.0,0.0,,,114861,3028,117315,3215
Africa,Algeria,None,2021-04-03,116117,1165,69,999,3082,8,0.0,0.0,,,114861,3028,117373,3220
Africa,Algeria,None,2021-04-04,116144,1118,66,1000,3084,8,0.0,0.0,,,114861,3028,117428,3225
Africa,Algeria,None,2021-04-05,116169,1072,64,1001,3086,8,0.0,0.0,,,114861,3028,117481,3231
Africa,Algeria,None,2021-04-06,116192,1028,62,1002,3088,7,0.0,0.0,,,114861,3028,117531,3236
Africa,Algeria,None,2021-04-07,116214,985,60,1002,3090,7,0.0,0.0,,,114861,3028,117579,3240
Africa,Algeria,None,2021-04-08,116234,943,58,1003,3092,7,0.0,0.0,,,114861,3028,117625,3245
Africa,Algeria,None,2021-04-09,116253,902,56,1003,3094,7,0.0,0.0,,,114861,3028,117670,3250
Africa,Algeria,None,2021-04-10,116271,863,54,1004,3096,6,0.0,0.0,,,114861,3028,117713,3255
Africa,Algeria,None,2021-04-11,116287,826,52,1005,3097,6,0.0,0.0,,,114861,3028,117754,3259
Africa,Algeria,None,2021-04-12,116302,789,50,1005,3099,6,0.0,0.0,,,114861,3028,117793,3263
Africa,Algeria,None,2021-04-13,116316,754,48,1005,3101,5,0.0,0.0,,,114861,3028,117831,3268
Africa,Algeria,None,2021-04-14,116329,720,46,1006,3103,5,0.0,0.0,,,114861,3028,117867,3272
Africa,Algeria,None,2021-04-15,116341,688,45,1006,3104,5,0.0,0.0,,,114861,3028,117902,3276
Africa,Algeria,None,2021-04-16,116353,656,43,1006,3106,5,0.0,0.0,,,114861,3028,117937,3281
Africa,Algeria,None,2021-04-17,116363,626,42,1007,3107,5,0.0,0.0,,,114861,3028,117969,3284
Africa,Algeria,None,2021-04-18,116373,597,40,1007,3109,4,0.0,0.0,,,114861,3028,118002,3288
Africa,Algeria,None,2021-04-19,116382,569,38,1007,3110,4,0.0,0.0,,,114861,3028,118032,3292
Africa,Algeria,None,2021-04-20,116390,542,37,1008,3112,4,0.0,0.0,,,114861,3028,118062,3296
Africa,Algeria,None,2021-04-21,116397,517,36,1008,3113,4,0.0,0.0,,,114861,3028,118090,3300
Africa,Algeria,None,2021-04-22,116404,492,34,1008,3115,4,0.0,0.0,,,114861,3028,118118,3304
Africa,Algeria,None,2021-04-23,116411,469,33,1008,3116,3,0.0,0.0,,,114861,3028,118146,3307
Africa,Algeria,None,2021-04-24,116417,446,32,1008,3117,3,0.0,0.0,,,114861,3028,118173,3310
Africa,Algeria,None,2021-04-25,116422,424,30,1009,3118,3,0.0,0.0,,,114861,3028,118198,3314
Africa,Algeria,None,2021-04-26,116427,404,29,1009,3120,3,0.0,0.0,,,114861,3028,118223,3318
Africa,Algeria,None,2021-04-27,116432,384,28,1009,3121,3,0.0,0.0,,,114861,3028,118248,3321
Africa,Algeria,None,2021-04-28,116436,365,27,1009,3122,3,0.0,0.0,,,114861,3028,118272,3324
Africa,Algeria,None,2021-04-29,116440,347,26,1009,3123,2,0.0,0.0,,,114861,3028,118295,3327
Africa,Algeria,None,2021-04-30,116444,330,25,1009,3125,2,0.0,0.0,,,114861,3028,118318,3332
Africa,Algeria,None,2021-05-01,116447,314,24,1009,3126,2,0.0,0.0,,,114861,3028,118340,3335
Africa,Algeria,None,2021-05-02,116450,298,23,1009,3127,2,0.0,0.0,,,114861,3028,118362,3338
Africa,Algeria,None,2021-05-03,116453,283,22,1009,3128,2,0.0,0.0,,,114861,3028,118384,3341
Africa,Algeria,None,2021-05-04,116456,269,21,1010,3129,2,0.0,0.0,,,114861,3028,118405,3344
Africa,Algeria,None,2021-05-05,116458,256,20,1010,3130,2,0.0,0.0,,,114861,3028,118426,3347
Africa,Algeria,None,2021-05-06,116460,243,19,1010,3131,2,0.0,0.0,,,114861,3028,118446,3350
Africa,Algeria,None,2021-05-07,116462,231,19,1010,3132,2,0.0,0.0,,,114861,3028,118466,3353
Africa,Algeria,None,2021-05-08,116464,219,18,1010,3133,2,0.0,0.0,,,114861,3028,118485,3356
Africa,Algeria,None,2021-05-09,116465,208,17,1010,3134,1,0.0,0.0,,,114861,3028,118504,3359
Africa,Algeria,None,2021-05-10,116467,198,16,1010,3135,1,0.0,0.0,,,114861,3028,118524,3362
Africa,Algeria,None,2021-05-11,116468,188,16,1010,3136,1,0.0,0.0,,,114861,3028,118542,3365
Africa,Algeria,None,2021-05-12,116470,178,15,1010,3137,1,0.0,0.0,,,114861,3028,118561,3367
Africa,Algeria,None,2021-05-13,116471,169,14,1010,3137,1,0.0,0.0,,,114861,3028,118579,3369
Africa,Algeria,None,2021-05-14,116472,161,14,1010,3138,1,0.0,0.0,,,114861,3028,118597,3372
Africa,Algeria,None,2021-05-15,116473,153,13,1010,3139,1,0.0,0.0,,,114861,3028,118615,3375
Africa,Angola,None,2021-03-12,21223,515,24,126,518,4,0.0,0.0,,,21223,518,21223,518
Africa,Angola,None,2021-03-13,21241,499,24,127,519,4,0.0,0.0,,,21223,518,21357,528
Africa,Angola,None,2021-03-14,21258,483,23,127,520,4,0.0,0.0,,,21223,518,21423,533
Africa,Angola,None,2021-03-15,21273,467,23,128,520,3,0.0,0.0,,,21223,518,21475,536
Africa,Angola,None,2021-03-16,21288,451,22,128,521,3,0.0,0.0,,,21223,518,21521,540
Africa,Angola,None,2021-03-17,21301,435,21,128,522,3,0.0,0.0,,,21223,518,21561,543
Africa,Angola,None,2021-03-18,21313,418,21,129,522,3,0.0,0.0,,,21223,518,21598,545
Africa,Angola,None,2021-03-19,21324,402,20,129,523,3,0.0,0.0,,,21223,518,21632,548
Africa,Angola,None,2021-03-20,21334,386,20,129,524,3,0.0,0.0,,,21223,518,21663,550
Africa,Angola,None,2021-03-21,21343,370,19,130,524,3,0.0,0.0,,,21223,518,21692,552
Africa,Angola,None,2021-03-22,21352,355,18,130,525,3,0.0,0.0,,,21223,518,21720,555
Africa,Angola,None,2021-03-23,21360,339,18,130,525,2,0.0,0.0,,,21223,518,21746,556
Africa,Angola,None,2021-03-24,21367,325,17,130,526,2,0.0,0.0,,,21223,518,21771,558
Africa,Angola,None,2021-03-25,21374,310,17,131,526,2,0.0,0.0,,,21223,518,21794,560
Africa,Angola,None,2021-03-26,21380,296,16,131,527,2,0.0,0.0,,,21223,518,21816,562
Africa,Angola,None,2021-03-27,21385,282,15,131,527,2,0.0,0.0,,,21223,518,21836,563
Africa,Angola,None,2021-03-28,21390,269,15,131,528,2,0.0,0.0,,,21223,518,21856,565
Africa,Angola,None,2021-03-29,21395,256,14,131,528,2,0.0,0.0,,,21223,518,21875,567
Africa,Angola,None,2021-03-30,21399,244,14,131,529,2,0.0,0.0,,,21223,518,21893,569
Africa,Angola,None,2021-03-31,21403,232,13,132,529,2,0.0,0.0,,,21223,518,21911,570
Africa,Angola,None,2021-04-01,21406,221,13,132,529,2,0.0,0.0,,,21223,518,21927,571
Africa,Angola,None,2021-04-02,21410,210,12,132,530,2,0.0,0.0,,,21223,518,21944,573
Africa,Angola,None,2021-04-03,21413,199,12,132,530,1,0.0,0.0,,,21223,518,21959,574
Africa,Angola,None,2021-04-04,21415,189,11,132,531,1,0.0,0.0,,,21223,518,21974,576
Africa,Angola,None,2021-04-05,21418,179,11,132,531,1,0.0,0.0,,,21223,518,21989,577
Africa,Angola,None,2021-04-06,21420,170,11,132,531,1,0.0,0.0,,,21223,518,22002,578
Africa,Angola,None,2021-04-07,21422,161,10,132,532,1,0.0,0.0,,,21223,518,22016,580
Africa,Angola,None,2021-04-08,21424,153,10,132,532,1,0.0,0.0,,,21223,518,22029,581
Africa,Angola,None,2021-04-09,21425,145,9,132,532,1,0.0,0.0,,,21223,518,22041,581
Africa,Angola,None,2021-04-10,21427,137,9,132,533,1,0.0,0.0,,,21223,518,22054,583
Africa,Angola,None,2021-04-11,21428,130,9,132,533,1,0.0,0.0,,,21223,518,22066,584
Africa,Angola,None,2021-04-12,21429,123,8,132,533,1,0.0,0.0,,,21223,518,22078,585
Africa,Angola,None,2021-04-13,21431,116,8,132,533,1,0.0,0.0,,,21223,518,22090,586
Africa,Angola,None,2021-04-14,21432,110,8,132,534,1,0.0,0.0,,,21223,518,22101,588
Africa,Angola,None,2021-04-15,21432,104,7,132,534,1,0.0,0.0,,,21223,518,22111,588
Africa,Angola,None,2021-04-16,21433,98,7,132,534,1,0.0,0.0,,,21223,518,22122,589
Africa,Angola,None,2021-04-17,21434,92,7,132,534,1,0.0,0.0,,,21223,518,22133,590
Africa,Angola,None,2021-04-18,21435,87,6,133,535,1,0.0,0.0,,,21223,518,22144,592
Africa,Angola,None,2021-04-19,21435,82,6,133,535,1,0.0,0.0,,,21223,518,22153,593
Africa,Angola,None,2021-04-20,21436,78,6,133,535,1,0.0,0.0,,,21223,518,22164,593
Africa,Angola,None,2021-04-21,21437,73,6,133,535,1,0.0,0.0,,,21223,518,22174,594
Africa,Angola,None,2021-04-22,21437,69,5,133,536,0,0.0,0.0,,,21223,518,22183,596
Africa,Angola,None,2021-04-23,21437,65,5,133,536,0,0.0,0.0,,,21223,518,22192,597
Africa,Angola,None,2021-04-24,21438,62,5,133,536,0,0.0,0.0,,,21223,518,22202,597
Africa,Angola,None,2021-04-25,21438,58,5,133,536,0,0.0,0.0,,,21223,518,22211,598
Africa,Angola,None,2021-04-26,21438,55,5,133,536,0,0.0,0.0,,,21223,518,22219,599
Africa,Angola,None,2021-04-27,21439,52,4,133,537,0,0.0,0.0,,,21223,518,22229,600
Africa,Angola,None,2021-04-28,21439,49,4,133,537,0,0.0,0.0,,,21223,518,22238,601
Africa,Angola,None,2021-04-29,21439,46,4,133,537,0,0.0,0.0,,,21223,518,22246,602
Africa,Angola,None,2021-04-30,21439,43,4,133,537,0,0.0,0.0,,,21223,518,22254,602
Africa,Angola,None,2021-05-01,21440,41,4,133,537,0,0.0,0.0,,,21223,518,22264,603
