"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",1440,876,164,211,30,37
"2020-04-03",1641,981,185,241,35,42
"2020-04-04",1858,1090,207,274,41,46
"2020-04-05",2088,1202,231,308,47,51
"2020-04-06",2330,1315,255,345,54,56
"2020-04-07",2584,1427,279,383,61,62
"2020-04-08",2848,1538,303,422,69,67
"2020-04-09",3119,1645,328,463,77,72
"2020-04-10",3396,1748,352,504,87,77
"2020-04-11",3677,1845,375,547,96,81
"2020-04-12",3961,1935,398,589,106,86
"2020-04-13",4246,2017,419,632,117,90
"2020-04-14",4529,2091,440,674,128,94
"2020-04-15",4810,2156,459,717,139,97
"2020-04-16",5088,2211,476,758,151,100
"2020-04-17",5360,2256,492,799,163,103
"2020-04-18",5627,2292,506,839,175,105
"2020-04-19",5886,2318,519,878,187,107
"2020-04-20",6138,2334,530,916,200,108
"2020-04-21",6382,2342,539,952,212,109
"2020-04-22",6616,2341,546,988,225,110
"2020-04-23",6842,2331,551,1021,237,110
"2020-04-24",7058,2314,555,1054,250,110
"2020-04-25",7264,2290,558,1085,262,109
"2020-04-26",7461,2259,558,1114,274,109
"2020-04-27",7647,2223,557,1142,286,108
"2020-04-28",7824,2181,555,1169,298,106
"2020-04-29",7992,2135,552,1194,309,105
"2020-04-30",8150,2084,547,1218,321,103
"2020-05-01",8299,2030,542,1240,332,101
"2020-05-02",8439,1973,535,1261,342,99
"2020-05-03",8570,1914,527,1281,353,96
"2020-05-04",8693,1853,519,1299,363,94
"2020-05-05",8808,1791,509,1316,373,91
"2020-05-06",8916,1727,500,1332,382,89
"2020-05-07",9016,1663,489,1347,391,86
"2020-05-08",9109,1599,478,1361,400,83
"2020-05-09",9196,1535,467,1374,408,80
"2020-05-10",9277,1471,455,1387,416,77
"2020-05-11",9351,1408,443,1398,424,74
"2020-05-12",9420,1346,431,1408,431,72
"2020-05-13",9484,1285,419,1418,438,69
"2020-05-14",9543,1226,406,1427,445,66
"2020-05-15",9598,1168,394,1435,452,63
"2020-05-16",9648,1111,381,1442,458,60
"2020-05-17",9694,1056,369,1449,463,58
"2020-05-18",9737,1003,357,1456,469,55
"2020-05-19",9776,952,344,1461,474,53
"2020-05-20",9812,902,332,1467,479,50
"2020-05-21",9845,855,321,1472,484,48
"2020-05-22",9875,809,309,1476,488,45
"2020-05-23",9903,765,297,1481,492,43
"2020-05-24",9928,723,286,1484,496,41
"2020-05-25",9952,683,275,1488,500,39
"2020-05-26",9973,645,264,1491,504,37
"2020-05-27",9992,608,254,1494,507,35
"2020-05-28",10010,574,244,1497,510,33
"2020-05-29",10026,541,234,1499,513,31
"2020-05-30",10041,509,224,1501,516,29
"2020-05-31",10054,480,215,1503,519,28
"2020-06-01",10066,452,206,1505,521,26
"2020-06-02",10077,425,197,1507,524,25
"2020-06-03",10087,400,189,1508,526,23
"2020-06-04",10096,376,181,1509,528,22
"2020-06-05",10105,353,173,1511,530,21
"2020-06-06",10112,332,165,1512,532,19
"2020-06-07",10119,312,158,1513,533,18
"2020-06-08",10125,293,151,1514,535,17
"2020-06-09",10131,275,144,1515,536,16
"2020-06-10",10136,259,138,1515,538,15
"2020-06-11",10140,243,131,1516,539,14
"2020-06-12",10145,228,125,1517,540,13
"2020-06-13",10148,214,120,1517,542,13
"2020-06-14",10152,201,114,1518,543,12
"2020-06-15",10155,189,109,1518,544,11
"2020-06-16",10158,177,104,1519,545,10
"2020-06-17",10160,166,99,1519,546,10
"2020-06-18",10162,156,94,1519,547,9
"2020-06-19",10164,147,90,1520,547,9
"2020-06-20",10166,138,86,1520,548,8
"2020-06-21",10168,129,81,1520,549,7
"2020-06-22",10169,121,78,1520,550,7
"2020-06-23",10171,114,74,1521,550,7
"2020-06-24",10172,107,70,1521,551,6
"2020-06-25",10173,100,67,1521,551,6
"2020-06-26",10174,94,64,1521,552,5
"2020-06-27",10175,89,61,1521,552,5
