Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3
Asia,Afghanistan,None,2021-12-15,0.2694425200559265,0.8358994215202045,9.444474059161234,14.915504964049529,0.057244803907195704,0.09209185205348161,1.2758549774834023,2.551816443276635,12.39481154725775,2.491810397642709,-34.369918310386716,44.86779779441193,8.690562025570614e-07
Europe,Albania,None,2021-12-15,1.1562767886492105,5.923495148793355,0.870298781794892,4.379335458736549,0.07381872456348201,0.0028673527900372753,-0.758873606056047,0.0003495149394861369,0.00649069436800194,0.3983009600178588,112.94796878768956,3.100450177395885,2.0850233150408144
Africa,Algeria,None,2021-12-15,0.16606470709889373,1.2763012169939982,2.3699879114034514,4.300387691593038,0.05807602243440613,0.11085293179815033,4.058485137859108,1.3032202775941348,0.6366545307443985,1.4034156470104584,31.257368892941713,2.8744746357970374,0.009445871737125952
Europe,Andorra,None,2021-12-15,22.95265410754242,3.659225533411619,0.0061310008551463,1.9646931524091271,0.04249030568715681,0.0421214226930801,4.160199038670053,0.00024330966921200237,0.0005032601972678047,7.090963833622628,-22.62788808532281,65.27065517131344,4.877790179942665e-05
Africa,Angola,None,2021-12-15,0.9825563041347897,9.232166023702968,2.3481672980683843,44.53634743799421,0.1792399394652737,0.0039046739703714334,-1.0,2.7412081906691914,3.0079969181336255,0.3497487825336159,113.70713057369716,14.583704671524337,0.04981606667145487
North America,Antigua and Barbuda,None,2021-12-15,1.3259338176674609,0.16452834321699158,3.969854409139106,3.717643250780404,0.16133562630698367,0.004306897397966802,-0.5467522422513782,4.846891517662449,0.5835097916532563,4.2102265141487205,10.406772445813205,23.84702106438078,0.007470659613606365
South America,Argentina,None,2021-12-15,0.5835305131733207,5.4101200507483815,1.8160224193838976,1.0939111633113583,0.045112361474825,0.002494325785634105,-0.9322085844066978,5.676912750886124,3.696068428717172,2.596783608111833,103.7421299615988,23.665052302521,0.001977168665123999
Asia,Armenia,None,2021-12-15,0.3315418359714374,1.9390470803935689,3.916530382899292,6.634578644781909,0.04216084506413101,0.007215423834477,-0.3199588751184531,9.87907091003215e-06,1.0397147767737813e-08,2.589478422264792,20.415288984884608,14.935031017471548,0.3577663767785462
Oceania,Australia,Australian Capital Territory,2021-12-15,12.958064184785353,5.222642414166181,6.468831939772172,8.102378064209317,0.020000000000000004,0.0010000000000000009,27.03472102070124,2.9539705800657754,2.4598616202166528,0.256215968366486,73.88933749218548,11.18502708700163,0.0009084489313204436
Oceania,Australia,New South Wales,2021-12-15,2.8164790497101704,6.469406464214709,6.348204329767903,6.4370144780338325,0.0667974950500022,0.0012755103161211923,0.4198886650880106,0.023048215661814503,0.0018067674827241809,2.1372426322096376,105.20233046741498,19.263128804743125,0.3141713039673221
Oceania,Australia,Queensland,2021-12-15,1.7987374367601618,2.015231429365422,20.53785937677496,9.106837368415315,0.04299254632336122,0.0011977162748918746,-0.9998943462449716,2.443086808516035,3.700920173006246,0.6226558876755148,104.22266710596863,32.1163569904966,0.0031841544446684217
Oceania,Australia,South Australia,2021-12-15,3.1756152311381785,3.859570839033389,3.8228962719475854,4.860135368191166,0.10022712769819302,0.0012122405101751138,-0.8107486282384136,3.6787537357877205,0.2873421841679423,0.31339810510798305,70.1914486940994,7.147937732501592,0.20668005666339745
Oceania,Australia,Tasmania,2021-12-15,25.684670954511397,0.9746931103154344,21.446089837771463,32.203985957351804,0.020000000000000004,0.0010000000000000009,0.7034648955153844,9.676972472522774,1.5418237601654303,1.0953447172408164,87.42433202598149,26.236423963560625,0.6238594973511202
Oceania,Australia,Victoria,2021-12-15,1.3685605362674405,3.8954658079620716,12.531852095868999,6.523248026083795,0.039104559512865095,0.009701184342531796,8.499158985960314,0.7733240019991708,0.5431328059283349,0.6926550542055312,83.95967623704455,17.67347187767215,0.0002767273958343003
Oceania,Australia,Western Australia,2021-12-15,8.812381472188509,3.000548806880352,1.839792447519506,1.9056879979016133,0.0201667030669897,0.0010000000000000009,2.070496230727368,20.793525728006045,5.542023755837969,0.4776009894868105,27.00250100827671,41.63557103975151,1.0973092295918363e-09
Europe,Austria,None,2021-12-15,22.15509005033884,2.9048224698436105,2.217834922745569,0.2664690178133759,0.989593651909904,0.00877736984562312,1.0954683467706643,2.8894512049354004,2.402991958650651,12.309190436216921,80.25773930861696,3.011379069847245,0.00015636696785503723
Asia,Azerbaijan,None,2021-12-15,0.10656540643941353,0.3071192548002028,0.4446349922671612,15.414139594801066,0.0565563313611378,0.0674342358158952,2.9751072827745526,0.6707444618708065,1.0959674195953895e-08,4.250721156505455,32.86644548678178,13.345614067921389,0.0326044114746776
Asia,Bahrain,None,2021-12-15,14.530459145963523,3.40924094,2.61386435,0.086823293,0.022959096,0.001090808999999901,1.832105861,6.227446735,2.008792645,2.485174864,-25.60548717,78.61109808,4.1469133682525694e-11
Asia,Bangladesh,None,2021-12-15,0.1341566968652539,3.945917912643903,-18.91719510227504,10.247830056294157,0.11226820060410206,0.0022818231125267263,-0.4149848160566695,0.9882036027264381,1.255242246357935,0.3016863697575804,25.946048155157655,8.642498898416374,0.004972926642752548
North America,Barbados,None,2021-12-15,0.6129264418302018,0.7905573330649612,-0.29464150056569915,2.292311214367105,0.055315609310076064,0.0020609924836316323,-0.37137016705155906,0.3188566455778699,0.0269391175597207,1.4619574219216613,63.61658641011776,64.61982681320106,0.2352789821374018
