"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",2670,1586,307,401,27,69
"2020-04-03",2993,1739,340,449,31,75
"2020-04-04",3337,1896,374,501,36,83
"2020-04-05",3700,2057,409,555,41,90
"2020-04-06",4082,2221,446,612,46,98
"2020-04-07",4483,2387,483,672,52,105
"2020-04-08",4901,2553,521,735,58,113
"2020-04-09",5335,2719,560,800,65,121
"2020-04-10",5785,2883,599,868,72,129
"2020-04-11",6248,3045,638,937,80,137
"2020-04-12",6723,3203,678,1008,88,144
"2020-04-13",7209,3357,717,1081,96,152
"2020-04-14",7705,3506,755,1156,105,159
"2020-04-15",8208,3647,793,1231,114,167
"2020-04-16",8718,3782,830,1308,124,173
"2020-04-17",9232,3908,866,1385,134,180
"2020-04-18",9749,4026,900,1462,144,186
"2020-04-19",10268,4134,933,1540,154,192
"2020-04-20",10786,4233,965,1618,165,198
"2020-04-21",11303,4321,994,1696,176,203
"2020-04-22",11818,4399,1022,1773,187,207
"2020-04-23",12327,4466,1048,1849,198,211
"2020-04-24",12832,4522,1072,1925,210,215
"2020-04-25",13330,4567,1094,1999,221,218
"2020-04-26",13820,4601,1114,2073,233,221
"2020-04-27",14302,4625,1131,2145,245,223
"2020-04-28",14774,4638,1147,2216,257,224
"2020-04-29",15236,4641,1160,2285,269,225
"2020-04-30",15687,4634,1170,2353,281,226
"2020-05-01",16126,4617,1179,2419,292,226
"2020-05-02",16553,4591,1185,2483,304,226
"2020-05-03",16968,4556,1190,2545,316,225
"2020-05-04",17369,4514,1192,2605,327,224
"2020-05-05",17758,4463,1192,2664,339,223
"2020-05-06",18133,4405,1190,2720,350,221
"2020-05-07",18495,4341,1186,2774,361,219
"2020-05-08",18843,4271,1181,2826,372,216
"2020-05-09",19177,4195,1174,2877,383,213
"2020-05-10",19498,4114,1165,2925,394,210
"2020-05-11",19806,4028,1154,2971,404,207
"2020-05-12",20100,3939,1142,3015,415,203
"2020-05-13",20381,3846,1129,3057,424,199
"2020-05-14",20649,3751,1115,3097,434,195
"2020-05-15",20905,3653,1099,3136,444,191
"2020-05-16",21148,3553,1082,3172,453,186
"2020-05-17",21380,3451,1065,3207,462,182
"2020-05-18",21599,3349,1046,3240,471,177
"2020-05-19",21808,3245,1027,3271,479,172
"2020-05-20",22005,3142,1007,3301,487,168
"2020-05-21",22192,3038,986,3329,495,163
"2020-05-22",22369,2935,965,3355,503,158
"2020-05-23",22536,2832,944,3380,510,153
"2020-05-24",22693,2731,922,3404,517,148
"2020-05-25",22841,2630,900,3426,524,143
"2020-05-26",22981,2531,877,3447,531,138
"2020-05-27",23113,2434,855,3467,537,133
"2020-05-28",23236,2338,832,3485,543,129
"2020-05-29",23352,2244,810,3503,549,124
"2020-05-30",23461,2152,787,3519,555,119
"2020-05-31",23563,2063,764,3534,560,115
"2020-06-01",23658,1975,742,3549,565,110
"2020-06-02",23748,1890,720,3562,570,106
"2020-06-03",23832,1808,698,3575,575,101
"2020-06-04",23910,1727,676,3586,579,97
"2020-06-05",23983,1650,655,3597,584,93
"2020-06-06",24051,1575,633,3608,588,89
"2020-06-07",24114,1502,612,3617,592,85
"2020-06-08",24173,1432,592,3626,595,81
"2020-06-09",24228,1364,572,3634,599,78
"2020-06-10",24279,1299,552,3642,602,74
"2020-06-11",24327,1236,533,3649,606,71
"2020-06-12",24371,1176,514,3656,609,68
"2020-06-13",24412,1118,495,3662,612,64
"2020-06-14",24450,1063,477,3668,614,61
"2020-06-15",24486,1010,460,3673,617,58
"2020-06-16",24519,959,443,3678,620,55
"2020-06-17",24549,911,426,3682,622,53
"2020-06-18",24577,864,410,3687,624,50
"2020-06-19",24603,820,394,3690,626,47
"2020-06-20",24627,777,379,3694,628,45
"2020-06-21",24649,737,364,3697,630,43
"2020-06-22",24670,698,350,3700,632,41
"2020-06-23",24689,662,336,3703,634,38
"2020-06-24",24706,627,323,3706,636,36
"2020-06-25",24722,593,310,3708,637,34
"2020-06-26",24737,562,297,3711,639,33
