Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay
Asia,Afghanistan,None,2020-03-27,17.750997578342364,2.527612032,-13.08331963,1.085998458,0.544824923,0.021695234,0.0,0.37935745200000004,0.020724373,0.0,87.80646525,0.992133389
Europe,Albania,None,2020-03-23,10.508575844865339,0.5211124049664264,-916.6200616457028,0.011340554768022933,2.8400315242555108,0.02719718333407921,0.05091174014976001,0.079630499428531,1.5440676437356466,2.4085845857954786,81.54101505878582,2.3198164689707856
Africa,Algeria,None,2020-03-21,18.325947303515346,0.5262068763988841,-8.091168897553004,0.18021876676679993,7.957439998749905,0.18036482058513284,0.9246053859996209,0.5879339034813127,8.523751201996854,1.9177919473547116,98.38630389666024,3.217576211181254
Europe,Andorra,None,2020-03-22,8.777910108292126,1.0347950176116745,-75.93433967543518,0.5538460371281281,0.10007395920219657,0.07281237190207195,0.4115029879079355,0.04859157342727614,2.0719094151903357,0.447987282336,63.3451727731915,2.569284478695317
Africa,Angola,None,2020-06-10,6.119351119958419,1.14768382,-7.264238102999999,0.875680383,0.077866604,0.07674562900000001,0.07071938400000001,0.094286673,0.17331823499999927,0.033926035,12.89412456,1.008799037
South America,Argentina,None,2020-03-20,25.868029429840846,0.47499207101810004,-0.5708400455211993,0.008017612790545556,1.5874646664197454,0.06451166363720502,0.8959616354304001,0.06789425547118377,4.496409946517141,0.8328374119894082,74.01047337699674,2.262323359412741
Asia,Armenia,None,2020-03-19,15.564646072202262,1.009328744,-82.02919267,0.149082835,0.032766256,0.039673739,0.06643995,0.29930141,0.44888305700000003,0.0,93.82144514,0.9529235770000001
Oceania,Australia,Australian Capital Territory,2020-04-09,1.2255745488143166,1.710335375,-25.80856387,2.7857274480000003,0.2933805839999998,0.010470704,0.156958005,0.019039844,0.002069854,1.769293579,52.54557205,1.808550193
Oceania,Australia,New South Wales,2020-03-14,6.647808016339551,45.178661210576124,-0.009427440472154588,291.75883093685826,0.052324444189087285,0.015517938905237533,0.1650989208,9.034180597016752,0.02702666736983495,1.0553061539649276,102.27734219754998,1.0768729458896638
Oceania,Australia,Queensland,2020-03-19,3.1917181386414994,0.14245510226934688,-86.21857832736926,0.41504266079383706,0.16098630515420465,0.0057003907637032435,0.017759513162293246,5.3656933513800675,0.24484752762377132,0.11130590301606644,97.71555165619814,0.9996657537915545
Oceania,Australia,South Australia,2020-03-22,2.863923941488244,0.0012046296069251742,-370.07135421123513,77.76268875497233,0.10193789474281481,0.009098281065898935,0.27816729609100893,1.275991998010351,1.0173306489035623,0.09761142015518354,90.89808939216498,0.9996296432684841
Oceania,Australia,Tasmania,2020-04-09,1.9012448068598005,0.0014898188007050057,-279.0161183790291,46.73945502478202,0.13755489749307379,0.0498425460306628,0.33733590862537516,0.9922893865048962,0.26747105588389014,0.11810303469428149,73.45717742498128,1.0193088791615903
Oceania,Australia,Victoria,2020-03-18,10.623162865149395,0.3618927185381163,-304.21989340429536,0.03329797163797623,0.11648791572480002,0.010448880051199065,0.17014800902399999,1.8871713726534545,2.408531897424299,5.923187667693394,101.36119742548252,5.1335766062214025
Oceania,Australia,Western Australia,2020-03-22,7.279599410610396,0.4234680715657804,-141.12972091347302,0.1426663500601112,0.1164014626977557,0.013857032299701456,0.22782547485057816,0.1512532688,1.6843492592321536,0.3725869344,67.82904195461015,1.2193804310908247
Europe,Austria,None,2020-03-08,30.29248510275313,9.821963916250866,-0.24226831813410163,26.30496249174372,0.06562579477047605,0.0466291384592782,0.21173828651409526,11.407327477043742,0.35361282062883276,3.274423334185378,104.06554740226625,1.0031872884683626
Asia,Azerbaijan,None,2020-03-26,8.859530249923166,0.493414009,-27.56909937,0.016797293,0.114694644,0.015830143,0.0,0.068912298,1.86146316,0.0,88.13267675,0.990364802
Asia,Bahrain,None,2020-03-10,20.93873999929623,0.61945693,-0.041674447999999996,0.11304407400000001,0.147119077,0.0024056439999999998,0.051234453,0.025603993,0.686106722,0.0,107.3408524,0.6027748829999999
Asia,Bangladesh,None,2020-04-06,10.476398348074959,0.7044229040000001,-0.45736148,0.22400939399999997,3.386211325,0.015676777,0.355762385,0.192147105,15.15613858,0.0,77.09337989,0.9658396440000001
North America,Barbados,None,2020-07-11,3.82935609689294,0.75,-10.0,3.0,0.05,0.01,0.20014522962916192,0.1,0.1,0.0,3.0088883576995187,0.9894568345885504
Europe,Belarus,None,2020-03-30,12.762932114634417,0.617608378,0.098866805,0.332510029,0.950627275,0.0049521159999999995,0.153405159,15.28977717,0.041221102999999995,0.0,84.46140912,0.9340459720000001
Europe,Belgium,None,2020-03-06,46.3161690648254,2.3735171671495956,5.386579509356929,3.4180591926477986,0.15406861078076428,0.24296917493704623,0.32017016251100733,1.5631519930168039,0.03285934885948219,0.9087816269128787,94.83898158117165,1.9312118429154685
Africa,Benin,None,2020-05-07,26.18506503485542,0.7831735714483651,-14.434211881295239,2.7691037635383555,0.002145014966309313,0.3102725748100848,0.019083961901084627,0.008456078615102999,0.5844739407835988,4.19182429187252,33.26469945357379,3.5407983550711255
South America,Bolivia,None,2020-03-31,7.61839534180403,1.1359931979784719,-49.61019241452035,0.22521231507216422,0.835287185103516,0.03747784080935125,0.00484291842048,0.2349231014507071,0.7917986776459375,0.1589475557965253,100.27900988871578,1.8879227495723259
Europe,Bosnia and Herzegovina,None,2020-03-22,9.916343965189984,0.3564523730806948,-6.806337824100987,0.0428252557810526,0.042591506151330144,0.11490538496557293,0.6590085161408963,0.8431479415618319,2.1474072326188027,4.923984420742013,91.83562868824768,2.5973069323285447
Africa,Botswana,None,2020-06-29,3.68361415518919,0.67445957615187,-9.485507028152293,2.436413941945955,0.005712747724800001,0.0011425495449600004,0.0545971795197747,0.034974891611998044,0.577856993232125,2.0001022533689716,8.680745122161163,1.7007936659793756
South America,Brazil,None,2020-03-13,113.66839794808854,0.7594171950778063,9.470752701889404,0.22264860162445252,12.105401087667554,0.1874952159895009,0.8857136990892192,10.8309505678904,0.1717582424882429,0.2816822705931348,100.7078154159841,1.137315232991267
Europe,Bulgaria,None,2020-03-20,12.58675638028016,1.9737530818826818,-34.619648266257684,0.8313026306522235,0.03921075347214528,0.13342396495332576,0.4780537221437699,0.5819163138796004,0.12420682134106976,1.7572640956904002,95.39597912031172,1.6857752185019304
Africa,Burkina Faso,None,2020-03-24,4.661499907713083,0.9854357070573717,-980.2159467433007,0.046044677350412615,0.3522177334886401,0.08147742486314664,0.7076626945208886,1.9040713115433476,0.627263085403762,1.7001857213325298,89.32346720057375,1.6191730155117996
Africa,Burundi,None,2020-06-16,10.953986897503995,0.61846849,3.151384887,3.073906105,0.015305518999999997,0.003061103,0.0,0.277465774,0.113374845,0.0,5.958985019,0.9859690809999999
Africa,Cabo Verde,None,2020-04-26,9.64954542830133,0.913487807,-39.1935783,0.28176982300000003,0.053368547,0.014560421,0.0,0.12063227900000001,0.202610868,0.9688799159999999,57.77892617,0.9547010020000001
Asia,Cambodia,None,2020-03-29,,1.560261549037414,-65.84210025252031,0.8093373662560923,0.00023182777793873843,2.0209828566103687e-05,0.21989614264152224,0.023697192121982867,0.03429199015500428,4.456881594135259,91.56240568259895,2.0954646834765347
Africa,Cameroon,None,2020-03-29,17.483203632620125,1.270521497,-131.15565949999998,0.18814087,1.874064736,0.031979477,0.172749524,0.11509720300000001,1.874542226,0.0,85.40911386,0.9915256709999999
North America,Canada,Alberta,2020-03-19,10.166900323923617,16.865475619691413,-0.10567499267159039,22.46563981792123,0.18653463447143806,0.027210658707186863,0.4658935688936576,0.27981410652730115,0.006840974096624867,0.3171688859800392,96.04478682920204,1.6923058352591964
North America,Canada,British Columbia,2020-03-16,5.780083279315118,0.4572982029467631,-60.842767774762876,0.14666362911669362,0.06520286185883292,0.07642517420368379,0.20478441562959587,2.1815734075449895,4.1996498421057495,2.7905259701485923,100.45438457826378,2.8151975301197414
North America,Canada,Manitoba,2020-03-31,3.2533568402069943,0.7599967658648606,-525.4493276307347,0.10152217500360962,0.12150318064731254,0.022384016079494237,1.0024243156829191,0.0007239160312832726,1.0344303368602923,3.80132664389327,71.90343594259568,2.343895706055396
North America,Canada,New Brunswick,2020-04-06,29.28860566309347,3.233232079,-1391.296431,0.0727908,0.050565102,0.0048907970000000005,0.599999937,0.000277137,0.034074722,0.0,77.37904094,1.004583279
North America,Canada,Newfoundland and Labrador,2020-03-27,3.658299581164664,0.0016094823853411125,-209.81645034439424,57.536983915753204,0.19943653326539817,0.011696630721667276,0.7098452814446906,1.0340678064310325,0.5260615636117831,0.051864754306446145,87.5500961990392,0.9912538307799804
North America,Canada,Nova Scotia,2020-03-28,25.405141778606346,84.11298231,-0.006386888,292.7981118,0.054704027,0.062046030999999995,2.12e-05,0.9640547079999999,0.00034191699999999996,0.0,86.26394332,0.9972416479999999
North America,Canada,Ontario,2020-03-15,90.97953451170515,0.551522737,0.119727001,0.297575358,0.4841082559999903,0.08628959900000001,0.079700933,17.50244821,0.00365482,1.333530985,93.28320203,0.9546525840000001
North America,Canada,Quebec,2020-03-19,38.36508397003724,0.936241614,-4.068223071,0.764009759,0.079867585,0.11069799,0.047578148,0.141282675,10.34152325,0.0,94.11686672,1.011006872
North America,Canada,Saskatchewan,2020-03-28,9.94402494772632,0.47726406549768335,-10.025766023392913,0.24944477652370492,0.04379779152986566,0.02211065784473529,0.14953610872127063,0.004543021471645019,0.42999970656803155,3.0797106181859863,97.31519524286972,3.301708148181107
Africa,Central African Republic,None,2020-05-08,31.132196833640027,1.065151055,6.589856898,3.663716703,0.031886698,0.006377676,0.5,0.804142402,0.070674974,2.666352034,35.19548585,1.109866601
Africa,Chad,None,2020-05-02,3.744285085459958,0.6580993270000001,4.950867956000001,4.573707606,12.46568181,0.09483480000000001,0.433446354,0.855311004,1.243389858,0.0,43.06529507,0.8534041090000001
South America,Chile,None,2020-03-16,24.354828965120817,0.883789941,-7.45222265,0.221358069,0.015250595,0.06799561,0.0,1.9014950290000001,0.10936440300000001,0.0,98.74493993,0.9991974029999999
South America,Colombia,None,2020-03-19,21.190748137742236,0.509555265,-12.23578182,0.008810783,1.5324562380000002,0.035597549,0.0,5.605636832999999,1.003865284,0.023017528,95.49520111,0.925415025
Africa,Comoros,None,2020-05-30,16.84366604262477,1.12038006,-7.790609995,1.448143566,0.09710307,0.019420398000000002,0.0,0.14880674,0.168344887,0.013691537,24.07619659,1.018110722
Africa,Congo (Brazzaville),None,2020-04-15,7.060478199328603,0.6554228879999999,-57.22529701,0.15250950300000002,0.044614502,0.041467943,0.0,0.02307684,0.521438283,2.83884284,71.8302518,1.6621871869999998
Africa,Congo (Kinshasa),None,2020-04-01,13.01029043617635,1.4138119407561138,-16.671189422901804,0.5805559723025846,5.038064918964396,0.02265973988964499,0.010059837603840004,0.4162607020445096,0.080974814155311,0.033037518159360006,52.79788862588898,2.083534077350081
North America,Costa Rica,None,2020-03-21,20.029284787055868,0.656466914,-777.6350632,0.01377253,0.11151476800000001,0.006583388000000001,0.0,0.016944824,0.426071656,2.904319681,90.63221475,1.15865649
Africa,Cote d'Ivoire,None,2020-03-27,19.961147817431833,0.469751049,-28.91493889,0.008531616,3.8039228589999996,0.007220466,0.0,0.043213652000000005,1.369056729,0.0,87.3494314,0.990001705
Europe,Croatia,None,2020-03-19,13.146694590789602,3.8967081711519187,-23.17914005772459,5.498278391885386,0.04463657268197658,0.06360498756393759,0.5602630320502637,7.516216075731148,0.20480231460149473,2.4216399449390615,96.45877859953367,2.3171756949364237
North America,Cuba,None,2020-03-28,12.010984449287626,0.9245827163221856,-37.35891037733441,0.6618248371025571,1.4187946180204651,0.04633488297343419,0.3568386614403227,4.607245515675209,0.03666717844584454,0.3474892516200331,65.70353167513042,4.870590497140548
Europe,Cyprus,None,2020-03-23,4.3125938858135155,2.5697746219999997,-495.4332551,0.352805924,0.39646181,0.017595301,0.0,3.71107122,0.001413213,0.531888555,65.28166531,1.418312725
Europe,Czechia,None,2020-03-13,45.49278555015092,0.3752058121509624,-64.08342502078438,0.09669476312246622,0.07150611583005055,0.0513696562721235,0.6212937364718092,13.312718117399458,2.714042302744095,3.1071470413514057,95.01325726030493,3.893360977834923
Europe,Denmark,None,2020-03-10,32.13431639705313,0.7012714883790458,0.01420154811811986,0.7302430036317039,0.17464785819559553,0.07126093254198544,0.3901626615965947,1.6847574708376505,1.0414127616537778,1.8180158036062024,91.0963759723836,2.4919310667748142
Africa,Djibouti,None,2020-04-08,30.054463448658083,1.448802022,-35.15158785,0.64338209,0.0073036859999999985,0.046990708,0.0,1.6334490480000001,0.018191332,0.0,75.22298439,0.9680585999999999
North America,Dominican Republic,None,2020-03-21,27.094291839094176,0.6350159415273416,-378.0839831154773,0.029990910425201286,8.096303692363175,0.05898298636191481,1.0030526822129522,2.8264897498288675,8.385323711251358,0.9602985872539256,96.95258158200724,1.6328041058333973
South America,Ecuador,None,2020-03-18,10.833653360322263,0.9585619340175875,0.6746644798373789,0.7937075610841113,0.060864563206225096,0.1472842199306979,0.29371235036504395,8.8332047869837,0.5796077943350232,2.4014391737562906,93.29873274974065,2.3200854796202828
Africa,Egypt,None,2020-03-14,16.94960002060469,0.610725015,-34.97382902,0.07263994,2.76340105,0.041081582,0.0,4.060274736,0.18966380100000002,0.0,97.97989353,0.9654867140000001
North America,El Salvador,None,2020-04-09,10.675463943368836,0.6102092029999999,-15.51731156,0.15313453800000001,0.027646737,0.051901712,0.0,1.635143119,0.34298863700000004,0.926595174,73.04198128,1.772177976
Africa,Equatorial Guinea,None,2020-04-24,16.80841654403358,1.977432232538905,-7.2550784247993185,2.4013188152614626,0.0066041499985886945,0.09174793780459123,0.11710150784676944,0.09314412208237752,0.22842896373167776,1.3251984053076902,55.351835974060464,1.888229635995092
Europe,Estonia,None,2020-03-14,23.175860284192794,1.2078618066686106,-70.01294665526336,0.6259963041078362,0.07778558429043284,0.039006716098049975,0.13727068649291735,4.463958230543179,0.00017004522477893997,0.5811847660577718,97.50284839588923,1.2631727004
Africa,Ethiopia,None,2020-04-18,21.373718641993705,4.43353966,-2.77137304,2.3459086630000003,0.082466709,0.0261986,0.05059517400000002,0.004924048,0.002098581,0.0,65.81080584,0.965017625
Europe,Finland,None,2020-03-13,38.47683846724431,2.7472782388426045,-14.535842663602175,2.310289678708244,0.13398067368798425,0.054430180936792374,0.15651338426285671,2.5631271440586443,0.000571349575184303,0.7417487320697445,102.17423077237191,0.8401172049787811
Europe,France,None,2020-02-29,20.15577622909843,0.722145808334363,24.97939206411476,2.894318338090131,0.1705323979711556,0.1966242341389258,0.18106595825199123,5.363320940793598,0.8521431807894522,3.893979418115452,92.55706517677923,2.5098629600638733
