Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Vaccinated,Fully Vaccinated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
Africa,Algeria,None,2021-04-27,120592,1750,81,999,3186,13,0.0,0.0,,,120592,3186,120592,3186
Africa,Algeria,None,2021-04-28,120687,1733,80,1002,3189,13,0.0,0.0,,,120592,3186,121457,3209
Africa,Algeria,None,2021-04-29,120781,1716,79,1005,3192,12,0.0,0.0,,,120592,3186,121870,3221
Africa,Algeria,None,2021-04-30,120874,1700,78,1008,3195,12,0.0,0.0,,,120592,3186,122208,3230
Africa,Algeria,None,2021-05-01,120966,1684,78,1010,3198,12,0.0,0.0,,,120592,3186,122506,3238
Africa,Algeria,None,2021-05-02,121058,1668,77,1013,3200,12,0.0,0.0,,,120592,3186,122780,3245
Africa,Algeria,None,2021-05-03,121148,1651,76,1016,3203,12,0.0,0.0,,,120592,3186,123034,3253
Africa,Algeria,None,2021-05-04,121238,1635,75,1018,3206,12,0.0,0.0,,,120592,3186,123276,3260
Africa,Algeria,None,2021-05-05,121326,1620,75,1021,3209,12,0.0,0.0,,,120592,3186,123504,3266
Africa,Algeria,None,2021-05-06,121414,1604,74,1024,3211,12,0.0,0.0,,,120592,3186,123724,3272
Africa,Algeria,None,2021-05-07,121501,1589,73,1026,3214,12,0.0,0.0,,,120592,3186,123936,3278
Africa,Algeria,None,2021-05-08,121587,1574,72,1029,3217,11,0.0,0.0,,,120592,3186,124141,3284
Africa,Algeria,None,2021-05-09,121673,1559,72,1031,3220,11,0.0,0.0,,,120592,3186,124341,3290
Africa,Algeria,None,2021-05-10,121757,1544,71,1034,3222,11,0.0,0.0,,,120592,3186,124534,3295
Africa,Algeria,None,2021-05-11,121841,1529,70,1036,3225,11,0.0,0.0,,,120592,3186,124723,3301
Africa,Algeria,None,2021-05-12,121923,1514,70,1039,3228,11,0.0,0.0,,,120592,3186,124906,3306
Africa,Algeria,None,2021-05-13,122005,1500,69,1041,3230,11,0.0,0.0,,,120592,3186,125085,3311
Africa,Algeria,None,2021-05-14,122086,1486,68,1043,3233,11,0.0,0.0,,,120592,3186,125261,3316
Africa,Algeria,None,2021-05-15,122167,1471,68,1046,3235,11,0.0,0.0,,,120592,3186,125434,3321
Africa,Angola,None,2021-04-27,26008,1929,76,281,567,14,16103.510144927532,0.0,,,26008,567,26008,567
Africa,Angola,None,2021-04-28,26167,1956,77,285,568,15,16429.21050724637,0.0,,,26008,567,26680,580
Africa,Angola,None,2021-04-29,26324,1981,78,290,568,15,16754.910869565214,0.0,,,26008,567,27050,585
