"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",782,435,86,117,16,19
"2020-04-03",840,448,90,126,18,20
"2020-04-04",895,457,94,134,21,20
"2020-04-05",948,463,97,142,23,21
"2020-04-06",999,466,100,150,25,21
"2020-04-07",1046,466,102,157,27,21
"2020-04-08",1092,464,103,164,30,21
"2020-04-09",1134,460,104,170,32,21
"2020-04-10",1174,454,105,176,34,21
"2020-04-11",1211,446,105,182,36,21
"2020-04-12",1246,437,105,187,38,21
"2020-04-13",1279,426,105,192,41,21
"2020-04-14",1309,415,104,196,43,20
"2020-04-15",1337,402,103,201,45,20
"2020-04-16",1363,389,101,205,46,19
"2020-04-17",1388,376,100,208,48,19
"2020-04-18",1410,362,98,211,50,18
"2020-04-19",1430,348,96,215,52,18
"2020-04-20",1449,333,94,217,54,17
"2020-04-21",1467,319,92,220,55,17
"2020-04-22",1483,305,90,222,57,16
"2020-04-23",1497,291,88,225,58,15
"2020-04-24",1511,277,85,227,59,15
"2020-04-25",1523,263,83,228,61,14
"2020-04-26",1534,250,80,230,62,13
"2020-04-27",1544,237,78,232,63,13
"2020-04-28",1554,225,75,233,64,12
"2020-04-29",1562,213,73,234,65,12
"2020-04-30",1570,201,70,235,66,11
"2020-05-01",1577,190,68,237,67,11
"2020-05-02",1583,179,65,237,68,10
"2020-05-03",1589,169,63,238,69,10
"2020-05-04",1594,159,61,239,70,9
"2020-05-05",1599,150,58,240,71,9
"2020-05-06",1603,141,56,241,71,8
"2020-05-07",1607,133,54,241,72,8
"2020-05-08",1611,125,52,242,73,7
"2020-05-09",1614,117,49,242,73,7
"2020-05-10",1617,110,47,243,74,6
"2020-05-11",1619,103,45,243,74,6
"2020-05-12",1622,97,44,243,75,6
"2020-05-13",1624,91,42,244,75,5
"2020-05-14",1626,85,40,244,76,5
"2020-05-15",1627,80,38,244,76,5
"2020-05-16",1629,75,36,244,76,5
"2020-05-17",1630,70,35,245,77,4
"2020-05-18",1632,66,33,245,77,4
"2020-05-19",1633,62,32,245,77,4
"2020-05-20",1634,58,30,245,78,4
"2020-05-21",1635,54,29,245,78,3
"2020-05-22",1635,51,28,245,78,3
"2020-05-23",1636,48,26,245,78,3
"2020-05-24",1637,45,25,246,79,3
"2020-05-25",1637,42,24,246,79,3
"2020-05-26",1638,39,23,246,79,2
"2020-05-27",1638,37,22,246,79,2
"2020-05-28",1639,34,21,246,79,2
"2020-05-29",1639,32,20,246,80,2
"2020-05-30",1640,30,19,246,80,2
"2020-05-31",1640,28,18,246,80,2
"2020-06-01",1640,27,17,246,80,2
"2020-06-02",1640,25,16,246,80,1
"2020-06-03",1641,23,16,246,80,1
"2020-06-04",1641,22,15,246,80,1
"2020-06-05",1641,21,14,246,81,1
"2020-06-06",1641,19,13,246,81,1
"2020-06-07",1641,18,13,246,81,1
"2020-06-08",1641,17,12,246,81,1
"2020-06-09",1641,16,12,246,81,1
"2020-06-10",1642,15,11,246,81,1
"2020-06-11",1642,14,10,246,81,1
"2020-06-12",1642,13,10,246,81,1
"2020-06-13",1642,12,9,246,81,1
"2020-06-14",1642,12,9,246,81,1
"2020-06-15",1642,11,9,246,81,1
"2020-06-16",1642,10,8,246,81,1
"2020-06-17",1642,10,8,246,81,1
"2020-06-18",1642,9,7,246,81,0
"2020-06-19",1642,9,7,246,81,0
"2020-06-20",1642,8,7,246,81,0
"2020-06-21",1642,8,6,246,82,0
"2020-06-22",1642,7,6,246,82,0
"2020-06-23",1642,7,6,246,82,0
"2020-06-24",1642,6,5,246,82,0
"2020-06-25",1642,6,5,246,82,0
"2020-06-26",1642,6,5,246,82,0
"2020-06-27",1642,5,5,246,82,0
"2020-06-28",1642,5,4,246,82,0
