"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",453,268,52,66,4,12
"2020-04-03",497,284,56,73,5,12
"2020-04-04",541,298,60,79,5,13
"2020-04-05",584,310,63,86,6,14
"2020-04-06",627,320,66,92,7,14
"2020-04-07",668,329,69,99,7,15
"2020-04-08",708,336,72,105,8,15
"2020-04-09",747,341,74,110,9,16
"2020-04-10",785,344,76,116,9,16
"2020-04-11",822,346,78,122,10,16
"2020-04-12",856,346,79,127,11,16
"2020-04-13",890,345,81,132,11,16
"2020-04-14",922,342,82,137,12,16
"2020-04-15",952,339,82,141,13,16
"2020-04-16",981,334,82,145,13,16
"2020-04-17",1008,329,83,150,14,16
"2020-04-18",1034,323,82,153,15,16
"2020-04-19",1058,316,82,157,15,16
"2020-04-20",1081,308,82,161,16,16
"2020-04-21",1103,300,81,164,16,15
"2020-04-22",1123,291,80,167,17,15
"2020-04-23",1142,282,79,170,18,15
"2020-04-24",1159,273,78,172,18,14
"2020-04-25",1176,264,77,175,19,14
"2020-04-26",1191,255,75,177,19,13
"2020-04-27",1206,245,74,179,20,13
"2020-04-28",1219,235,72,181,20,13
"2020-04-29",1231,226,71,183,21,12
"2020-04-30",1243,217,69,185,21,12
"2020-05-01",1253,207,67,186,21,11
"2020-05-02",1263,198,66,188,22,11
"2020-05-03",1272,189,64,189,22,10
"2020-05-04",1281,180,62,190,23,10
"2020-05-05",1288,172,60,192,23,10
"2020-05-06",1295,164,59,193,23,9
"2020-05-07",1302,156,57,194,24,9
"2020-05-08",1308,148,55,195,24,8
"2020-05-09",1313,140,53,195,24,8
"2020-05-10",1318,133,51,196,24,8
"2020-05-11",1323,126,50,197,25,7
"2020-05-12",1327,120,48,197,25,7
"2020-05-13",1331,113,46,198,25,7
"2020-05-14",1335,107,45,199,25,6
"2020-05-15",1338,101,43,199,26,6
"2020-05-16",1341,96,41,199,26,6
"2020-05-17",1344,90,40,200,26,5
"2020-05-18",1346,85,38,200,26,5
"2020-05-19",1348,80,37,201,26,5
"2020-05-20",1350,76,35,201,26,5
"2020-05-21",1352,72,34,201,27,4
"2020-05-22",1354,68,33,201,27,4
"2020-05-23",1355,64,31,202,27,4
"2020-05-24",1357,60,30,202,27,4
"2020-05-25",1358,56,29,202,27,3
"2020-05-26",1359,53,28,202,27,3
"2020-05-27",1360,50,27,202,27,3
"2020-05-28",1361,47,25,203,27,3
"2020-05-29",1362,44,24,203,27,3
"2020-05-30",1363,42,23,203,28,3
"2020-05-31",1364,39,22,203,28,2
"2020-06-01",1364,37,21,203,28,2
"2020-06-02",1365,35,20,203,28,2
"2020-06-03",1365,33,20,203,28,2
"2020-06-04",1366,31,19,203,28,2
"2020-06-05",1366,29,18,203,28,2
"2020-06-06",1367,27,17,203,28,2
"2020-06-07",1367,26,16,203,28,2
"2020-06-08",1367,24,16,203,28,1
"2020-06-09",1368,23,15,203,28,1
"2020-06-10",1368,22,14,204,28,1
"2020-06-11",1368,20,14,204,28,1
"2020-06-12",1368,19,13,204,28,1
"2020-06-13",1368,18,12,204,28,1
"2020-06-14",1369,17,12,204,28,1
"2020-06-15",1369,16,11,204,28,1
"2020-06-16",1369,15,11,204,28,1
"2020-06-17",1369,14,10,204,28,1
"2020-06-18",1369,13,10,204,28,1
"2020-06-19",1369,13,9,204,29,1
"2020-06-20",1369,12,9,204,29,1
"2020-06-21",1369,11,9,204,29,1
"2020-06-22",1369,11,8,204,29,1
"2020-06-23",1369,10,8,204,29,1
"2020-06-24",1370,9,7,204,29,1
"2020-06-25",1370,9,7,204,29,0
"2020-06-26",1370,8,7,204,29,0
"2020-06-27",1370,8,6,204,29,0
"2020-06-28",1370,8,6,204,29,0
"2020-06-29",1370,7,6,204,29,0
"2020-06-30",1370,7,6,204,29,0
