"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",9457,6125,1130,1418,133,257
"2020-04-03",10939,6932,1292,1641,160,293
"2020-04-04",12516,7750,1459,1877,191,329
"2020-04-05",14172,8565,1630,2126,225,366
"2020-04-06",15894,9362,1802,2384,262,402
"2020-04-07",17666,10131,1972,2650,303,438
"2020-04-08",19474,10860,2140,2921,346,472
"2020-04-09",21304,11540,2303,3196,393,505
"2020-04-10",23142,12164,2458,3471,442,535
"2020-04-11",24978,12726,2606,3747,494,564
"2020-04-12",26798,13221,2744,4020,548,590
"2020-04-13",28593,13647,2872,4289,604,613
"2020-04-14",30356,14003,2989,4553,661,633
"2020-04-15",32077,14287,3094,4811,720,651
"2020-04-16",33750,14502,3187,5062,780,665
"2020-04-17",35371,14648,3267,5306,841,676
"2020-04-18",36934,14729,3335,5540,902,685
"2020-04-19",38437,14748,3391,5766,963,691
"2020-04-20",39877,14709,3435,5982,1024,694
"2020-04-21",41253,14615,3468,6188,1085,695
"2020-04-22",42564,14472,3489,6385,1146,693
"2020-04-23",43809,14283,3500,6571,1206,689
"2020-04-24",44988,14054,3500,6748,1264,682
"2020-04-25",46103,13788,3492,6915,1322,674
"2020-04-26",47154,13490,3474,7073,1379,665
"2020-04-27",48143,13165,3448,7222,1434,653
"2020-04-28",49072,12817,3414,7361,1488,641
"2020-04-29",49943,12449,3374,7491,1541,627
"2020-04-30",50758,12066,3327,7614,1592,612
"2020-05-01",51519,11671,3275,7728,1641,596
"2020-05-02",52229,11267,3218,7834,1689,579
"2020-05-03",52889,10857,3157,7933,1735,562
"2020-05-04",53503,10445,3091,8025,1779,545
"2020-05-05",54073,10031,3023,8111,1822,527
"2020-05-06",54602,9619,2952,8190,1863,508
"2020-05-07",55091,9211,2878,8264,1902,490
"2020-05-08",55543,8807,2803,8331,1939,472
"2020-05-09",55961,8410,2726,8394,1975,453
"2020-05-10",56346,8022,2649,8452,2009,435
"2020-05-11",56701,7642,2571,8505,2042,417
"2020-05-12",57027,7272,2492,8554,2073,399
"2020-05-13",57327,6913,2414,8599,2102,382
"2020-05-14",57603,6565,2335,8640,2130,365
"2020-05-15",57856,6229,2258,8678,2157,348
"2020-05-16",58088,5905,2181,8713,2182,332
"2020-05-17",58301,5593,2105,8745,2206,316
"2020-05-18",58495,5293,2030,8774,2229,301
"2020-05-19",58673,5006,1956,8801,2250,286
"2020-05-20",58836,4731,1884,8825,2270,271
"2020-05-21",58984,4469,1813,8848,2289,258
"2020-05-22",59119,4218,1744,8868,2307,244
"2020-05-23",59243,3980,1676,8886,2324,231
"2020-05-24",59355,3753,1610,8903,2340,219
"2020-05-25",59457,3537,1546,8919,2356,207
"2020-05-26",59550,3332,1484,8933,2370,196
"2020-05-27",59635,3137,1423,8945,2383,185
"2020-05-28",59712,2953,1364,8957,2396,175
"2020-05-29",59782,2779,1308,8967,2408,165
"2020-05-30",59845,2615,1253,8977,2419,156
"2020-05-31",59902,2459,1200,8985,2430,147
"2020-06-01",59954,2312,1148,8993,2440,138
"2020-06-02",60002,2173,1099,9000,2449,130
"2020-06-03",60044,2043,1051,9007,2458,122
"2020-06-04",60083,1919,1005,9012,2466,115
"2020-06-05",60118,1803,961,9018,2474,108
"2020-06-06",60150,1694,918,9022,2481,102
"2020-06-07",60178,1592,877,9027,2488,95
"2020-06-08",60204,1495,838,9031,2494,90
"2020-06-09",60227,1404,800,9034,2500,84
"2020-06-10",60248,1319,764,9037,2506,79
"2020-06-11",60267,1239,729,9040,2511,74
"2020-06-12",60284,1164,696,9043,2516,69
"2020-06-13",60300,1093,664,9045,2521,65
"2020-06-14",60314,1027,633,9047,2525,61
"2020-06-15",60326,965,604,9049,2529,57
"2020-06-16",60337,906,576,9051,2533,53
"2020-06-17",60348,852,549,9052,2537,50
"2020-06-18",60357,800,524,9054,2540,47
"2020-06-19",60365,752,499,9055,2544,44
