"State","Date","Shortage","Supply","Demand","Param1","Param2","Param3"
"Oregon",2020-04-17,-249,277,28,1000,1000,1000
"Pennsylvania",2020-04-17,-702.5,1518.5,816,1000,1000,1000
"Rhode Island",2020-04-17,-61.5,98.5,37,1000,1000,1000
"South Carolina",2020-04-17,-414,528,114,1000,1000,1000
"South Dakota",2020-04-17,-68,81,13,1000,1000,1000
"Tennessee",2020-04-17,-675,816,141,1000,1000,1000
"Texas",2020-04-17,-2773.5,3124.5,351,1000,1000,1000
"Utah",2020-04-17,-233.5,291.5,58,1000,1000,1000
"Vermont",2020-04-17,-34,45,11,1000,1000,1000
"Virginia",2020-04-17,-584.5,711.5,127,1000,1000,1000
"Washington",2020-04-17,-346.5,473.5,127,1000,1000,1000
"West Virginia",2020-04-17,-251,266,15,1000,1000,1000
"Wisconsin",2020-04-17,-378.5,442.5,64,1000,1000,1000
"Wyoming",2020-04-17,-55,60,5,1000,1000,1000
"Alabama",2020-04-18,-418,472,54,1000,1000,1000
"Alaska",2020-04-18,-49.5,53.5,4,1000,1000,1000
"Arizona",2020-04-18,-673.5,745.5,72,1000,1000,1000
"Arkansas",2020-04-18,-314.5,327.5,13,1000,1000,1000
"California",2020-04-18,-2918,3494,576,1000,1000,1000
"Colorado",2020-04-18,-390.5,522.5,132,1000,1000,1000
"Connecticut",2020-04-18,-19,343,324,1000,1000,1000
"Delaware",2020-04-18,-77.5,108.5,31,1000,1000,1000
"Florida",2020-04-18,-1875,2460,585,1000,1000,1000
"Georgia",2020-04-18,-859,1147,288,1000,1000,1000
"Hawaii",2020-04-18,-116.5,125.5,9,1000,1000,1000
"Idaho",2020-04-18,-46.5,103.5,57,1000,1000,1000
"Illinois",2020-04-18,-712,1141,429,1000,1000,1000
"Indiana",2020-04-18,-519,764,245,1000,1000,1000
"Iowa",2020-04-18,-253.5,280.5,27,1000,1000,1000
"Kansas",2020-04-18,-243.5,262.5,19,1000,1000,1000
"Kentucky",2020-04-18,-461.5,488.5,27,1000,1000,1000
"Louisiana",2020-04-18,198.5,568.5,767,1000,1000,1000
"Maine",2020-04-18,-95.5,108.5,13,1000,1000,1000
"Maryland",2020-04-18,-319,499,180,1000,1000,1000
"Massachusetts",2020-04-18,-297,741,444,1000,1000,1000
"Michigan",2020-04-18,-237,933,696,1000,1000,1000
"Minnesota",2020-04-18,-415,431,16,1000,1000,1000
"Mississippi",2020-04-18,-326.5,385.5,59,1000,1000,1000
"Missouri",2020-04-18,-600.5,736.5,136,1000,1000,1000
"Montana",2020-04-18,-77.5,85.5,8,1000,1000,1000
"Nebraska",2020-04-18,-235,247,12,1000,1000,1000
"Nevada",2020-04-18,-379.5,429.5,50,1000,1000,1000
"New Hampshire",2020-04-18,-84,107,23,1000,1000,1000
"New Jersey",2020-04-18,1160,751,1911,1000,1000,1000
"New Mexico",2020-04-18,-169.5,186.5,17,1000,1000,1000
"New York",2020-04-18,1464,2262,3726,1000,1000,1000
"North Carolina",2020-04-18,-870,980,110,1000,1000,1000
"North Dakota",2020-04-18,-88,102,14,1000,1000,1000
"Ohio",2020-04-18,-1240.5,1382.5,142,1000,1000,1000
"Oklahoma",2020-04-18,-341.5,390.5,49,1000,1000,1000
"Oregon",2020-04-18,-250,277,27,1000,1000,1000
"Pennsylvania",2020-04-18,-668.5,1518.5,850,1000,1000,1000
"Rhode Island",2020-04-18,-61.5,98.5,37,1000,1000,1000
"South Carolina",2020-04-18,-410,528,118,1000,1000,1000
"South Dakota",2020-04-18,-68,81,13,1000,1000,1000
"Tennessee",2020-04-18,-672,816,144,1000,1000,1000
"Texas",2020-04-18,-2763.5,3124.5,361,1000,1000,1000
"Utah",2020-04-18,-232.5,291.5,59,1000,1000,1000
"Vermont",2020-04-18,-35,45,10,1000,1000,1000
"Virginia",2020-04-18,-581.5,711.5,130,1000,1000,1000
"Washington",2020-04-18,-349.5,473.5,124,1000,1000,1000
"West Virginia",2020-04-18,-251,266,15,1000,1000,1000
"Wisconsin",2020-04-18,-378.5,442.5,64,1000,1000,1000
"Wyoming",2020-04-18,-55,60,5,1000,1000,1000
"Alabama",2020-04-19,-418,472,54,1000,1000,1000
"Alaska",2020-04-19,-49.5,53.5,4,1000,1000,1000
"Arizona",2020-04-19,-673.5,745.5,72,1000,1000,1000
"Arkansas",2020-04-19,-314.5,327.5,13,1000,1000,1000
"California",2020-04-19,-2914,3494,580,1000,1000,1000
"Colorado",2020-04-19,-392.5,522.5,130,1000,1000,1000
"Connecticut",2020-04-19,-14,343,329,1000,1000,1000
"Delaware",2020-04-19,-77.5,108.5,31,1000,1000,1000
"Florida",2020-04-19,-1867,2460,593,1000,1000,1000
"Georgia",2020-04-19,-859,1147,288,1000,1000,1000
"Hawaii",2020-04-19,-116.5,125.5,9,1000,1000,1000
"Idaho",2020-04-19,-45.5,103.5,58,1000,1000,1000
"Illinois",2020-04-19,-712,1141,429,1000,1000,1000
"Indiana",2020-04-19,-516,764,248,1000,1000,1000
"Iowa",2020-04-19,-253.5,280.5,27,1000,1000,1000
"Kansas",2020-04-19,-244.5,262.5,18,1000,1000,1000
"Kentucky",2020-04-19,-461.5,488.5,27,1000,1000,1000
"Louisiana",2020-04-19,211.5,568.5,780,1000,1000,1000
"Maine",2020-04-19,-95.5,108.5,13,1000,1000,1000
"Maryland",2020-04-19,-316,499,183,1000,1000,1000
"Massachusetts",2020-04-19,-300,741,441,1000,1000,1000
"Michigan",2020-04-19,-234,933,699,1000,1000,1000
"Minnesota",2020-04-19,-415,431,16,1000,1000,1000
"Mississippi",2020-04-19,-326.5,385.5,59,1000,1000,1000
"Missouri",2020-04-19,-596.5,736.5,140,1000,1000,1000
"Montana",2020-04-19,-77.5,85.5,8,1000,1000,1000
"Nebraska",2020-04-19,-235,247,12,1000,1000,1000
"Nevada",2020-04-19,-380.5,429.5,49,1000,1000,1000
"New Hampshire",2020-04-19,-84,107,23,1000,1000,1000
"New Jersey",2020-04-19,1197,751,1948,1000,1000,1000
"New Mexico",2020-04-19,-169.5,186.5,17,1000,1000,1000
"New York",2020-04-19,1447,2262,3709,1000,1000,1000
"North Carolina",2020-04-19,-870,980,110,1000,1000,1000
"North Dakota",2020-04-19,-87,102,15,1000,1000,1000
"Ohio",2020-04-19,-1240.5,1382.5,142,1000,1000,1000
"Oklahoma",2020-04-19,-341.5,390.5,49,1000,1000,1000
"Oregon",2020-04-19,-250,277,27,1000,1000,1000
"Pennsylvania",2020-04-19,-637.5,1518.5,881,1000,1000,1000
"Rhode Island",2020-04-19,-61.5,98.5,37,1000,1000,1000
"South Carolina",2020-04-19,-405,528,123,1000,1000,1000
"South Dakota",2020-04-19,-68,81,13,1000,1000,1000
"Tennessee",2020-04-19,-669,816,147,1000,1000,1000
"Texas",2020-04-19,-2753.5,3124.5,371,1000,1000,1000
"Utah",2020-04-19,-231.5,291.5,60,1000,1000,1000
"Vermont",2020-04-19,-35,45,10,1000,1000,1000
"Virginia",2020-04-19,-578.5,711.5,133,1000,1000,1000
"Washington",2020-04-19,-353.5,473.5,120,1000,1000,1000
"West Virginia",2020-04-19,-251,266,15,1000,1000,1000
"Wisconsin",2020-04-19,-379.5,442.5,63,1000,1000,1000
"Wyoming",2020-04-19,-55,60,5,1000,1000,1000
"Alabama",2020-04-20,-419,472,53,1000,1000,1000
"Alaska",2020-04-20,-49.5,53.5,4,1000,1000,1000
"Arizona",2020-04-20,-674.5,745.5,71,1000,1000,1000
"Arkansas",2020-04-20,-315.5,327.5,12,1000,1000,1000
"California",2020-04-20,-2912,3494,582,1000,1000,1000
"Colorado",2020-04-20,-394.5,522.5,128,1000,1000,1000
"Connecticut",2020-04-20,-10,343,333,1000,1000,1000
"Delaware",2020-04-20,-77.5,108.5,31,1000,1000,1000
"Florida",2020-04-20,-1861,2460,599,1000,1000,1000
"Georgia",2020-04-20,-859,1147,288,1000,1000,1000
"Hawaii",2020-04-20,-116.5,125.5,9,1000,1000,1000
"Idaho",2020-04-20,-45.5,103.5,58,1000,1000,1000
"Illinois",2020-04-20,-713,1141,428,1000,1000,1000
"Indiana",2020-04-20,-514,764,250,1000,1000,1000
"Iowa",2020-04-20,-253.5,280.5,27,1000,1000,1000
"Kansas",2020-04-20,-244.5,262.5,18,1000,1000,1000
"Kentucky",2020-04-20,-462.5,488.5,26,1000,1000,1000
"Louisiana",2020-04-20,221.5,568.5,790,1000,1000,1000
"Maine",2020-04-20,-95.5,108.5,13,1000,1000,1000
"Maryland",2020-04-20,-314,499,185,1000,1000,1000
"Massachusetts",2020-04-20,-306,741,435,1000,1000,1000
"Michigan",2020-04-20,-233,933,700,1000,1000,1000
"Minnesota",2020-04-20,-416,431,15,1000,1000,1000
"Mississippi",2020-04-20,-325.5,385.5,60,1000,1000,1000
"Missouri",2020-04-20,-593.5,736.5,143,1000,1000,1000
"Montana",2020-04-20,-77.5,85.5,8,1000,1000,1000
"Nebraska",2020-04-20,-235,247,12,1000,1000,1000
"Nevada",2020-04-20,-381.5,429.5,48,1000,1000,1000
"New Hampshire",2020-04-20,-84,107,23,1000,1000,1000
"New Jersey",2020-04-20,1227,751,1978,1000,1000,1000
"New Mexico",2020-04-20,-169.5,186.5,17,1000,1000,1000
"New York",2020-04-20,1420,2262,3682,1000,1000,1000
"North Carolina",2020-04-20,-869,980,111,1000,1000,1000
"North Dakota",2020-04-20,-86,102,16,1000,1000,1000
"Ohio",2020-04-20,-1241.5,1382.5,141,1000,1000,1000
"Oklahoma",2020-04-20,-341.5,390.5,49,1000,1000,1000
"Oregon",2020-04-20,-250,277,27,1000,1000,1000
"Pennsylvania",2020-04-20,-609.5,1518.5,909,1000,1000,1000
"Rhode Island",2020-04-20,-62.5,98.5,36,1000,1000,1000
"South Carolina",2020-04-20,-401,528,127,1000,1000,1000
"South Dakota",2020-04-20,-68,81,13,1000,1000,1000
"Tennessee",2020-04-20,-667,816,149,1000,1000,1000
"Texas",2020-04-20,-2745.5,3124.5,379,1000,1000,1000
"Utah",2020-04-20,-230.5,291.5,61,1000,1000,1000
"Vermont",2020-04-20,-35,45,10,1000,1000,1000
"Virginia",2020-04-20,-576.5,711.5,135,1000,1000,1000
"Washington",2020-04-20,-357.5,473.5,116,1000,1000,1000
"West Virginia",2020-04-20,-251,266,15,1000,1000,1000
"Wisconsin",2020-04-20,-379.5,442.5,63,1000,1000,1000
"Wyoming",2020-04-20,-55,60,5,1000,1000,1000
"Alabama",2020-04-21,-419,472,53,1000,1000,1000
"Alaska",2020-04-21,-49.5,53.5,4,1000,1000,1000
"Arizona",2020-04-21,-675.5,745.5,70,1000,1000,1000
"Arkansas",2020-04-21,-315.5,327.5,12,1000,1000,1000
"California",2020-04-21,-2912,3494,582,1000,1000,1000
"Colorado",2020-04-21,-397.5,522.5,125,1000,1000,1000
"Connecticut",2020-04-21,-8,343,335,1000,1000,1000
"Delaware",2020-04-21,-76.5,108.5,32,1000,1000,1000
"Florida",2020-04-21,-1858,2460,602,1000,1000,1000
"Georgia",2020-04-21,-861,1147,286,1000,1000,1000
"Hawaii",2020-04-21,-116.5,125.5,9,1000,1000,1000
"Idaho",2020-04-21,-45.5,103.5,58,1000,1000,1000
"Illinois",2020-04-21,-716,1141,425,1000,1000,1000
"Indiana",2020-04-21,-512,764,252,1000,1000,1000
"Iowa",2020-04-21,-253.5,280.5,27,1000,1000,1000
"Kansas",2020-04-21,-245.5,262.5,17,1000,1000,1000
"Kentucky",2020-04-21,-462.5,488.5,26,1000,1000,1000
"Louisiana",2020-04-21,228.5,568.5,797,1000,1000,1000
"Maine",2020-04-21,-95.5,108.5,13,1000,1000,1000
"Maryland",2020-04-21,-312,499,187,1000,1000,1000
"Massachusetts",2020-04-21,-312,741,429,1000,1000,1000
"Michigan",2020-04-21,-236,933,697,1000,1000,1000
"Minnesota",2020-04-21,-417,431,14,1000,1000,1000
"Mississippi",2020-04-21,-325.5,385.5,60,1000,1000,1000
"Missouri",2020-04-21,-590.5,736.5,146,1000,1000,1000
"Montana",2020-04-21,-77.5,85.5,8,1000,1000,1000
"Nebraska",2020-04-21,-236,247,11,1000,1000,1000
"Nevada",2020-04-21,-382.5,429.5,47,1000,1000,1000
"New Hampshire",2020-04-21,-84,107,23,1000,1000,1000
"New Jersey",2020-04-21,1249,751,2000,1000,1000,1000
"New Mexico",2020-04-21,-170.5,186.5,16,1000,1000,1000
"New York",2020-04-21,1383,2262,3645,1000,1000,1000
"North Carolina",2020-04-21,-869,980,111,1000,1000,1000
"North Dakota",2020-04-21,-85,102,17,1000,1000,1000
"Ohio",2020-04-21,-1243.5,1382.5,139,1000,1000,1000
"Oklahoma",2020-04-21,-342.5,390.5,48,1000,1000,1000
"Oregon",2020-04-21,-251,277,26,1000,1000,1000
"Pennsylvania",2020-04-21,-584.5,1518.5,934,1000,1000,1000
"Rhode Island",2020-04-21,-62.5,98.5,36,1000,1000,1000
"South Carolina",2020-04-21,-397,528,131,1000,1000,1000
"South Dakota",2020-04-21,-68,81,13,1000,1000,1000
"Tennessee",2020-04-21,-665,816,151,1000,1000,1000
"Texas",2020-04-21,-2738.5,3124.5,386,1000,1000,1000
"Utah",2020-04-21,-230.5,291.5,61,1000,1000,1000
"Vermont",2020-04-21,-36,45,9,1000,1000,1000
"Virginia",2020-04-21,-575.5,711.5,136,1000,1000,1000
"Washington",2020-04-21,-361.5,473.5,112,1000,1000,1000
"West Virginia",2020-04-21,-251,266,15,1000,1000,1000
"Wisconsin",2020-04-21,-380.5,442.5,62,1000,1000,1000
"Wyoming",2020-04-21,-55,60,5,1000,1000,1000
"Alabama",2020-04-22,-420,472,52,1000,1000,1000
"Alaska",2020-04-22,-49.5,53.5,4,1000,1000,1000
"Arizona",2020-04-22,-676.5,745.5,69,1000,1000,1000
"Arkansas",2020-04-22,-316.5,327.5,11,1000,1000,1000
"California",2020-04-22,-2913,3494,581,1000,1000,1000
"Colorado",2020-04-22,-400.5,522.5,122,1000,1000,1000
"Connecticut",2020-04-22,-7,343,336,1000,1000,1000
"Delaware",2020-04-22,-76.5,108.5,32,1000,1000,1000
"Florida",2020-04-22,-1856,2460,604,1000,1000,1000
"Georgia",2020-04-22,-863,1147,284,1000,1000,1000
"Hawaii",2020-04-22,-117.5,125.5,8,1000,1000,1000
"Idaho",2020-04-22,-45.5,103.5,58,1000,1000,1000
"Illinois",2020-04-22,-721,1141,420,1000,1000,1000
"Indiana",2020-04-22,-512,764,252,1000,1000,1000
"Iowa",2020-04-22,-254.5,280.5,26,1000,1000,1000
"Kansas",2020-04-22,-245.5,262.5,17,1000,1000,1000
"Kentucky",2020-04-22,-463.5,488.5,25,1000,1000,1000
"Louisiana",2020-04-22,232.5,568.5,801,1000,1000,1000
"Maine",2020-04-22,-96.5,108.5,12,1000,1000,1000
"Maryland",2020-04-22,-311,499,188,1000,1000,1000
"Massachusetts",2020-04-22,-320,741,421,1000,1000,1000
"Michigan",2020-04-22,-240,933,693,1000,1000,1000
"Minnesota",2020-04-22,-417,431,14,1000,1000,1000
"Mississippi",2020-04-22,-324.5,385.5,61,1000,1000,1000
"Missouri",2020-04-22,-588.5,736.5,148,1000,1000,1000
"Montana",2020-04-22,-78.5,85.5,7,1000,1000,1000
"Nebraska",2020-04-22,-236,247,11,1000,1000,1000
"Nevada",2020-04-22,-383.5,429.5,46,1000,1000,1000
"New Hampshire",2020-04-22,-84,107,23,1000,1000,1000
"New Jersey",2020-04-22,1264,751,2015,1000,1000,1000
"New Mexico",2020-04-22,-170.5,186.5,16,1000,1000,1000
"New York",2020-04-22,1336,2262,3598,1000,1000,1000
"North Carolina",2020-04-22,-869,980,111,1000,1000,1000
"North Dakota",2020-04-22,-85,102,17,1000,1000,1000
"Ohio",2020-04-22,-1245.5,1382.5,137,1000,1000,1000
"Oklahoma",2020-04-22,-342.5,390.5,48,1000,1000,1000
"Oregon",2020-04-22,-251,277,26,1000,1000,1000
"Pennsylvania",2020-04-22,-563.5,1518.5,955,1000,1000,1000
"Rhode Island",2020-04-22,-63.5,98.5,35,1000,1000,1000
"South Carolina",2020-04-22,-393,528,135,1000,1000,1000
"South Dakota",2020-04-22,-68,81,13,1000,1000,1000
"Tennessee",2020-04-22,-663,816,153,1000,1000,1000
"Texas",2020-04-22,-2732.5,3124.5,392,1000,1000,1000
"Utah",2020-04-22,-230.5,291.5,61,1000,1000,1000
"Vermont",2020-04-22,-36,45,9,1000,1000,1000
"Virginia",2020-04-22,-574.5,711.5,137,1000,1000,1000
"Washington",2020-04-22,-365.5,473.5,108,1000,1000,1000
"West Virginia",2020-04-22,-251,266,15,1000,1000,1000
"Wisconsin",2020-04-22,-381.5,442.5,61,1000,1000,1000
"Wyoming",2020-04-22,-55,60,5,1000,1000,1000
"Alabama",2020-04-23,-421,472,51,1000,1000,1000
"Alaska",2020-04-23,-49.5,53.5,4,1000,1000,1000
"Arizona",2020-04-23,-677.5,745.5,68,1000,1000,1000
"Arkansas",2020-04-23,-316.5,327.5,11,1000,1000,1000
"California",2020-04-23,-2917,3494,577,1000,1000,1000
"Colorado",2020-04-23,-403.5,522.5,119,1000,1000,1000
"Connecticut",2020-04-23,-7,343,336,1000,1000,1000
"Delaware",2020-04-23,-76.5,108.5,32,1000,1000,1000
"Florida",2020-04-23,-1857,2460,603,1000,1000,1000
"Georgia",2020-04-23,-867,1147,280,1000,1000,1000
"Hawaii",2020-04-23,-117.5,125.5,8,1000,1000,1000
"Idaho",2020-04-23,-45.5,103.5,58,1000,1000,1000
"Illinois",2020-04-23,-726,1141,415,1000,1000,1000
"Indiana",2020-04-23,-513,764,251,1000,1000,1000
"Iowa",2020-04-23,-254.5,280.5,26,1000,1000,1000
"Kansas",2020-04-23,-246.5,262.5,16,1000,1000,1000
"Kentucky",2020-04-23,-463.5,488.5,25,1000,1000,1000
"Louisiana",2020-04-23,232.5,568.5,801,1000,1000,1000
"Maine",2020-04-23,-96.5,108.5,12,1000,1000,1000
"Maryland",2020-04-23,-311,499,188,1000,1000,1000
"Massachusetts",2020-04-23,-329,741,412,1000,1000,1000
"Michigan",2020-04-23,-247,933,686,1000,1000,1000
"Minnesota",2020-04-23,-418,431,13,1000,1000,1000
"Mississippi",2020-04-23,-324.5,385.5,61,1000,1000,1000
"Missouri",2020-04-23,-586.5,736.5,150,1000,1000,1000
"Montana",2020-04-23,-78.5,85.5,7,1000,1000,1000
"Nebraska",2020-04-23,-236,247,11,1000,1000,1000
"Nevada",2020-04-23,-384.5,429.5,45,1000,1000,1000
"New Hampshire",2020-04-23,-84,107,23,1000,1000,1000
"New Jersey",2020-04-23,1273,751,2024,1000,1000,1000
"New Mexico",2020-04-23,-170.5,186.5,16,1000,1000,1000
"New York",2020-04-23,1282,2262,3544,1000,1000,1000
"North Carolina",2020-04-23,-869,980,111,1000,1000,1000
"North Dakota",2020-04-23,-84,102,18,1000,1000,1000
"Ohio",2020-04-23,-1247.5,1382.5,135,1000,1000,1000
"Oklahoma",2020-04-23,-343.5,390.5,47,1000,1000,1000
"Oregon",2020-04-23,-252,277,25,1000,1000,1000
"Pennsylvania",2020-04-23,-546.5,1518.5,972,1000,1000,1000
"Rhode Island",2020-04-23,-63.5,98.5,35,1000,1000,1000
"South Carolina",2020-04-23,-389,528,139,1000,1000,1000
"South Dakota",2020-04-23,-68,81,13,1000,1000,1000
"Tennessee",2020-04-23,-662,816,154,1000,1000,1000
"Texas",2020-04-23,-2728.5,3124.5,396,1000,1000,1000
"Utah",2020-04-23,-229.5,291.5,62,1000,1000,1000
"Vermont",2020-04-23,-36,45,9,1000,1000,1000
"Virginia",2020-04-23,-573.5,711.5,138,1000,1000,1000
"Washington",2020-04-23,-369.5,473.5,104,1000,1000,1000
"West Virginia",2020-04-23,-251,266,15,1000,1000,1000
"Wisconsin",2020-04-23,-382.5,442.5,60,1000,1000,1000
"Wyoming",2020-04-23,-55,60,5,1000,1000,1000
"Alabama",2020-04-24,-422,472,50,1000,1000,1000
"Alaska",2020-04-24,-49.5,53.5,4,1000,1000,1000
"Arizona",2020-04-24,-679.5,745.5,66,1000,1000,1000
"Arkansas",2020-04-24,-317.5,327.5,10,1000,1000,1000
"California",2020-04-24,-2921,3494,573,1000,1000,1000
"Colorado",2020-04-24,-406.5,522.5,116,1000,1000,1000
"Connecticut",2020-04-24,-8,343,335,1000,1000,1000
"Delaware",2020-04-24,-76.5,108.5,32,1000,1000,1000
"Florida",2020-04-24,-1859,2460,601,1000,1000,1000
"Georgia",2020-04-24,-871,1147,276,1000,1000,1000
"Hawaii",2020-04-24,-117.5,125.5,8,1000,1000,1000
"Idaho",2020-04-24,-45.5,103.5,58,1000,1000,1000
"Illinois",2020-04-24,-732,1141,409,1000,1000,1000
"Indiana",2020-04-24,-514,764,250,1000,1000,1000
"Iowa",2020-04-24,-255.5,280.5,25,1000,1000,1000
"Kansas",2020-04-24,-247.5,262.5,15,1000,1000,1000
"Kentucky",2020-04-24,-464.5,488.5,24,1000,1000,1000
"Louisiana",2020-04-24,230.5,568.5,799,1000,1000,1000
"Maine",2020-04-24,-96.5,108.5,12,1000,1000,1000
"Maryland",2020-04-24,-311,499,188,1000,1000,1000
"Massachusetts",2020-04-24,-338,741,403,1000,1000,1000
"Michigan",2020-04-24,-257,933,676,1000,1000,1000
"Minnesota",2020-04-24,-418,431,13,1000,1000,1000
"Mississippi",2020-04-24,-324.5,385.5,61,1000,1000,1000
"Missouri",2020-04-24,-584.5,736.5,152,1000,1000,1000
"Montana",2020-04-24,-78.5,85.5,7,1000,1000,1000
"Nebraska",2020-04-24,-237,247,10,1000,1000,1000
"Nevada",2020-04-24,-385.5,429.5,44,1000,1000,1000
"New Hampshire",2020-04-24,-84,107,23,1000,1000,1000
"New Jersey",2020-04-24,1275,751,2026,1000,1000,1000
"New Mexico",2020-04-24,-171.5,186.5,15,1000,1000,1000
"New York",2020-04-24,1219,2262,3481,1000,1000,1000
"North Carolina",2020-04-24,-870,980,110,1000,1000,1000
"North Dakota",2020-04-24,-83,102,19,1000,1000,1000
"Ohio",2020-04-24,-1249.5,1382.5,133,1000,1000,1000
"Oklahoma",2020-04-24,-344.5,390.5,46,1000,1000,1000
"Oregon",2020-04-24,-252,277,25,1000,1000,1000
"Pennsylvania",2020-04-24,-531.5,1518.5,987,1000,1000,1000
"Rhode Island",2020-04-24,-64.5,98.5,34,1000,1000,1000
"South Carolina",2020-04-24,-386,528,142,1000,1000,1000
"South Dakota",2020-04-24,-68,81,13,1000,1000,1000
"Tennessee",2020-04-24,-661,816,155,1000,1000,1000
"Texas",2020-04-24,-2724.5,3124.5,400,1000,1000,1000
"Utah",2020-04-24,-229.5,291.5,62,1000,1000,1000
"Vermont",2020-04-24,-36,45,9,1000,1000,1000
"Virginia",2020-04-24,-573.5,711.5,138,1000,1000,1000
"Washington",2020-04-24,-373.5,473.5,100,1000,1000,1000
"West Virginia",2020-04-24,-251,266,15,1000,1000,1000
"Wisconsin",2020-04-24,-383.5,442.5,59,1000,1000,1000
"Wyoming",2020-04-24,-56,60,4,1000,1000,1000
"Alabama",2020-04-25,-423,472,49,1000,1000,1000
"Alaska",2020-04-25,-49.5,53.5,4,1000,1000,1000
"Arizona",2020-04-25,-680.5,745.5,65,1000,1000,1000
"Arkansas",2020-04-25,-317.5,327.5,10,1000,1000,1000
"California",2020-04-25,-2927,3494,567,1000,1000,1000
"Colorado",2020-04-25,-410.5,522.5,112,1000,1000,1000
"Connecticut",2020-04-25,-11,343,332,1000,1000,1000
"Delaware",2020-04-25,-76.5,108.5,32,1000,1000,1000
"Florida",2020-04-25,-1863,2460,597,1000,1000,1000
"Georgia",2020-04-25,-875,1147,272,1000,1000,1000
"Hawaii",2020-04-25,-118.5,125.5,7,1000,1000,1000
"Idaho",2020-04-25,-46.5,103.5,57,1000,1000,1000
"Illinois",2020-04-25,-740,1141,401,1000,1000,1000
"Indiana",2020-04-25,-517,764,247,1000,1000,1000
"Iowa",2020-04-25,-255.5,280.5,25,1000,1000,1000
"Kansas",2020-04-25,-247.5,262.5,15,1000,1000,1000
"Kentucky",2020-04-25,-465.5,488.5,23,1000,1000,1000
"Louisiana",2020-04-25,225.5,568.5,794,1000,1000,1000
"Maine",2020-04-25,-96.5,108.5,12,1000,1000,1000
"Maryland",2020-04-25,-312,499,187,1000,1000,1000
"Massachusetts",2020-04-25,-348,741,393,1000,1000,1000
"Michigan",2020-04-25,-268,933,665,1000,1000,1000
"Minnesota",2020-04-25,-419,431,12,1000,1000,1000
"Mississippi",2020-04-25,-324.5,385.5,61,1000,1000,1000
"Missouri",2020-04-25,-583.5,736.5,153,1000,1000,1000
"Montana",2020-04-25,-78.5,85.5,7,1000,1000,1000
"Nebraska",2020-04-25,-237,247,10,1000,1000,1000
"Nevada",2020-04-25,-387.5,429.5,42,1000,1000,1000
"New Hampshire",2020-04-25,-85,107,22,1000,1000,1000
"New Jersey",2020-04-25,1271,751,2022,1000,1000,1000
"New Mexico",2020-04-25,-171.5,186.5,15,1000,1000,1000
"New York",2020-04-25,1150,2262,3412,1000,1000,1000
"North Carolina",2020-04-25,-871,980,109,1000,1000,1000
"North Dakota",2020-04-25,-82,102,20,1000,1000,1000
"Ohio",2020-04-25,-1252.5,1382.5,130,1000,1000,1000
"Oklahoma",2020-04-25,-344.5,390.5,46,1000,1000,1000
"Oregon",2020-04-25,-253,277,24,1000,1000,1000
"Pennsylvania",2020-04-25,-521.5,1518.5,997,1000,1000,1000
"Rhode Island",2020-04-25,-64.5,98.5,34,1000,1000,1000
"South Carolina",2020-04-25,-384,528,144,1000,1000,1000
"South Dakota",2020-04-25,-68,81,13,1000,1000,1000
"Tennessee",2020-04-25,-661,816,155,1000,1000,1000
"Texas",2020-04-25,-2721.5,3124.5,403,1000,1000,1000
"Utah",2020-04-25,-229.5,291.5,62,1000,1000,1000
"Vermont",2020-04-25,-37,45,8,1000,1000,1000
"Virginia",2020-04-25,-573.5,711.5,138,1000,1000,1000
"Washington",2020-04-25,-377.5,473.5,96,1000,1000,1000
"West Virginia",2020-04-25,-251,266,15,1000,1000,1000
"Wisconsin",2020-04-25,-384.5,442.5,58,1000,1000,1000
"Wyoming",2020-04-25,-56,60,4,1000,1000,1000
"Alabama",2020-04-26,-424,472,48,1000,1000,1000
"Alaska",2020-04-26,-49.5,53.5,4,1000,1000,1000
"Arizona",2020-04-26,-682.5,745.5,63,1000,1000,1000
"Arkansas",2020-04-26,-318.5,327.5,9,1000,1000,1000
"California",2020-04-26,-2935,3494,559,1000,1000,1000
"Colorado",2020-04-26,-413.5,522.5,109,1000,1000,1000
"Connecticut",2020-04-26,-14,343,329,1000,1000,1000
"Delaware",2020-04-26,-76.5,108.5,32,1000,1000,1000
"Florida",2020-04-26,-1868,2460,592,1000,1000,1000
"Georgia",2020-04-26,-881,1147,266,1000,1000,1000
"Hawaii",2020-04-26,-118.5,125.5,7,1000,1000,1000
"Idaho",2020-04-26,-47.5,103.5,56,1000,1000,1000
"Illinois",2020-04-26,-748,1141,393,1000,1000,1000
"Indiana",2020-04-26,-520,764,244,1000,1000,1000
"Iowa",2020-04-26,-256.5,280.5,24,1000,1000,1000
"Kansas",2020-04-26,-248.5,262.5,14,1000,1000,1000
"Kentucky",2020-04-26,-465.5,488.5,23,1000,1000,1000
"Louisiana",2020-04-26,218.5,568.5,787,1000,1000,1000
"Maine",2020-04-26,-97.5,108.5,11,1000,1000,1000
"Maryland",2020-04-26,-313,499,186,1000,1000,1000
"Massachusetts",2020-04-26,-359,741,382,1000,1000,1000
"Michigan",2020-04-26,-280,933,653,1000,1000,1000
"Minnesota",2020-04-26,-419,431,12,1000,1000,1000
"Mississippi",2020-04-26,-325.5,385.5,60,1000,1000,1000
"Missouri",2020-04-26,-582.5,736.5,154,1000,1000,1000
"Montana",2020-04-26,-78.5,85.5,7,1000,1000,1000
