"State","Date","Shortage","Supply","Demand","Param1","Param2","Param3"
"Nebraska",2020-04-26,-237,247,10,1000,1000,1000
"Nevada",2020-04-26,-388.5,429.5,41,1000,1000,1000
"New Hampshire",2020-04-26,-85,107,22,1000,1000,1000
"New Jersey",2020-04-26,1261,751,2012,1000,1000,1000
"New Mexico",2020-04-26,-172.5,186.5,14,1000,1000,1000
"New York",2020-04-26,1076,2262,3338,1000,1000,1000
"North Carolina",2020-04-26,-872,980,108,1000,1000,1000
"North Dakota",2020-04-26,-82,102,20,1000,1000,1000
"Ohio",2020-04-26,-1255.5,1382.5,127,1000,1000,1000
"Oklahoma",2020-04-26,-345.5,390.5,45,1000,1000,1000
"Oregon",2020-04-26,-254,277,23,1000,1000,1000
"Pennsylvania",2020-04-26,-513.5,1518.5,1005,1000,1000,1000
"Rhode Island",2020-04-26,-65.5,98.5,33,1000,1000,1000
"South Carolina",2020-04-26,-381,528,147,1000,1000,1000
"South Dakota",2020-04-26,-68,81,13,1000,1000,1000
"Tennessee",2020-04-26,-660,816,156,1000,1000,1000
"Texas",2020-04-26,-2719.5,3124.5,405,1000,1000,1000
"Utah",2020-04-26,-230.5,291.5,61,1000,1000,1000
"Vermont",2020-04-26,-37,45,8,1000,1000,1000
"Virginia",2020-04-26,-573.5,711.5,138,1000,1000,1000
"Washington",2020-04-26,-381.5,473.5,92,1000,1000,1000
"West Virginia",2020-04-26,-251,266,15,1000,1000,1000
"Wisconsin",2020-04-26,-385.5,442.5,57,1000,1000,1000
"Wyoming",2020-04-26,-56,60,4,1000,1000,1000
"Alabama",2020-04-27,-425,472,47,1000,1000,1000
"Alaska",2020-04-27,-50.5,53.5,3,1000,1000,1000
"Arizona",2020-04-27,-683.5,745.5,62,1000,1000,1000
"Arkansas",2020-04-27,-318.5,327.5,9,1000,1000,1000
"California",2020-04-27,-2943,3494,551,1000,1000,1000
"Colorado",2020-04-27,-417.5,522.5,105,1000,1000,1000
"Connecticut",2020-04-27,-19,343,324,1000,1000,1000
"Delaware",2020-04-27,-77.5,108.5,31,1000,1000,1000
"Florida",2020-04-27,-1875,2460,585,1000,1000,1000
"Georgia",2020-04-27,-887,1147,260,1000,1000,1000
"Hawaii",2020-04-27,-118.5,125.5,7,1000,1000,1000
"Idaho",2020-04-27,-47.5,103.5,56,1000,1000,1000
"Illinois",2020-04-27,-757,1141,384,1000,1000,1000
"Indiana",2020-04-27,-524,764,240,1000,1000,1000
"Iowa",2020-04-27,-256.5,280.5,24,1000,1000,1000
"Kansas",2020-04-27,-248.5,262.5,14,1000,1000,1000
"Kentucky",2020-04-27,-466.5,488.5,22,1000,1000,1000
"Louisiana",2020-04-27,208.5,568.5,777,1000,1000,1000
"Maine",2020-04-27,-97.5,108.5,11,1000,1000,1000
"Maryland",2020-04-27,-315,499,184,1000,1000,1000
"Massachusetts",2020-04-27,-371,741,370,1000,1000,1000
"Michigan",2020-04-27,-294,933,639,1000,1000,1000
"Minnesota",2020-04-27,-420,431,11,1000,1000,1000
"Mississippi",2020-04-27,-325.5,385.5,60,1000,1000,1000
"Missouri",2020-04-27,-582.5,736.5,154,1000,1000,1000
"Montana",2020-04-27,-79.5,85.5,6,1000,1000,1000
"Nebraska",2020-04-27,-238,247,9,1000,1000,1000
"Nevada",2020-04-27,-389.5,429.5,40,1000,1000,1000
"New Hampshire",2020-04-27,-85,107,22,1000,1000,1000
"New Jersey",2020-04-27,1245,751,1996,1000,1000,1000
"New Mexico",2020-04-27,-172.5,186.5,14,1000,1000,1000
"New York",2020-04-27,996,2262,3258,1000,1000,1000
"North Carolina",2020-04-27,-874,980,106,1000,1000,1000
"North Dakota",2020-04-27,-81,102,21,1000,1000,1000
"Ohio",2020-04-27,-1259.5,1382.5,123,1000,1000,1000
"Oklahoma",2020-04-27,-346.5,390.5,44,1000,1000,1000
"Oregon",2020-04-27,-254,277,23,1000,1000,1000
"Pennsylvania",2020-04-27,-509.5,1518.5,1009,1000,1000,1000
"Rhode Island",2020-04-27,-66.5,98.5,32,1000,1000,1000
"South Carolina",2020-04-27,-379,528,149,1000,1000,1000
"South Dakota",2020-04-27,-69,81,12,1000,1000,1000
"Tennessee",2020-04-27,-660,816,156,1000,1000,1000
"Texas",2020-04-27,-2718.5,3124.5,406,1000,1000,1000
"Utah",2020-04-27,-230.5,291.5,61,1000,1000,1000
"Vermont",2020-04-27,-37,45,8,1000,1000,1000
"Virginia",2020-04-27,-574.5,711.5,137,1000,1000,1000
"Washington",2020-04-27,-385.5,473.5,88,1000,1000,1000
"West Virginia",2020-04-27,-251,266,15,1000,1000,1000
"Wisconsin",2020-04-27,-387.5,442.5,55,1000,1000,1000
"Wyoming",2020-04-27,-56,60,4,1000,1000,1000
"Alabama",2020-04-28,-426,472,46,1000,1000,1000
"Alaska",2020-04-28,-50.5,53.5,3,1000,1000,1000
"Arizona",2020-04-28,-685.5,745.5,60,1000,1000,1000
"Arkansas",2020-04-28,-319.5,327.5,8,1000,1000,1000
"California",2020-04-28,-2953,3494,541,1000,1000,1000
"Colorado",2020-04-28,-420.5,522.5,102,1000,1000,1000
"Connecticut",2020-04-28,-24,343,319,1000,1000,1000
"Delaware",2020-04-28,-77.5,108.5,31,1000,1000,1000
"Florida",2020-04-28,-1883,2460,577,1000,1000,1000
"Georgia",2020-04-28,-893,1147,254,1000,1000,1000
"Hawaii",2020-04-28,-118.5,125.5,7,1000,1000,1000
"Idaho",2020-04-28,-48.5,103.5,55,1000,1000,1000
"Illinois",2020-04-28,-767,1141,374,1000,1000,1000
"Indiana",2020-04-28,-528,764,236,1000,1000,1000
"Iowa",2020-04-28,-257.5,280.5,23,1000,1000,1000
"Kansas",2020-04-28,-249.5,262.5,13,1000,1000,1000
"Kentucky",2020-04-28,-467.5,488.5,21,1000,1000,1000
"Louisiana",2020-04-28,197.5,568.5,766,1000,1000,1000
"Maine",2020-04-28,-97.5,108.5,11,1000,1000,1000
"Maryland",2020-04-28,-317,499,182,1000,1000,1000
"Massachusetts",2020-04-28,-382,741,359,1000,1000,1000
"Michigan",2020-04-28,-310,933,623,1000,1000,1000
"Minnesota",2020-04-28,-420,431,11,1000,1000,1000
"Mississippi",2020-04-28,-325.5,385.5,60,1000,1000,1000
"Missouri",2020-04-28,-582.5,736.5,154,1000,1000,1000
"Montana",2020-04-28,-79.5,85.5,6,1000,1000,1000
"Nebraska",2020-04-28,-238,247,9,1000,1000,1000
"Nevada",2020-04-28,-391.5,429.5,38,1000,1000,1000
"New Hampshire",2020-04-28,-86,107,21,1000,1000,1000
"New Jersey",2020-04-28,1225,751,1976,1000,1000,1000
"New Mexico",2020-04-28,-173.5,186.5,13,1000,1000,1000
"New York",2020-04-28,911,2262,3173,1000,1000,1000
"North Carolina",2020-04-28,-876,980,104,1000,1000,1000
"North Dakota",2020-04-28,-80,102,22,1000,1000,1000
"Ohio",2020-04-28,-1262.5,1382.5,120,1000,1000,1000
"Oklahoma",2020-04-28,-347.5,390.5,43,1000,1000,1000
"Oregon",2020-04-28,-255,277,22,1000,1000,1000
"Pennsylvania",2020-04-28,-507.5,1518.5,1011,1000,1000,1000
"Rhode Island",2020-04-28,-67.5,98.5,31,1000,1000,1000
"South Carolina",2020-04-28,-378,528,150,1000,1000,1000
"South Dakota",2020-04-28,-69,81,12,1000,1000,1000
"Tennessee",2020-04-28,-661,816,155,1000,1000,1000
"Texas",2020-04-28,-2719.5,3124.5,405,1000,1000,1000
"Utah",2020-04-28,-231.5,291.5,60,1000,1000,1000
"Vermont",2020-04-28,-38,45,7,1000,1000,1000
"Virginia",2020-04-28,-575.5,711.5,136,1000,1000,1000
"Washington",2020-04-28,-389.5,473.5,84,1000,1000,1000
"West Virginia",2020-04-28,-252,266,14,1000,1000,1000
"Wisconsin",2020-04-28,-388.5,442.5,54,1000,1000,1000
"Wyoming",2020-04-28,-56,60,4,1000,1000,1000
"Alabama",2020-04-29,-427,472,45,1000,1000,1000
"Alaska",2020-04-29,-50.5,53.5,3,1000,1000,1000
"Arizona",2020-04-29,-687.5,745.5,58,1000,1000,1000
"Arkansas",2020-04-29,-319.5,327.5,8,1000,1000,1000
"California",2020-04-29,-2963,3494,531,1000,1000,1000
"Colorado",2020-04-29,-424.5,522.5,98,1000,1000,1000
"Connecticut",2020-04-29,-30,343,313,1000,1000,1000
"Delaware",2020-04-29,-77.5,108.5,31,1000,1000,1000
"Florida",2020-04-29,-1892,2460,568,1000,1000,1000
"Georgia",2020-04-29,-900,1147,247,1000,1000,1000
"Hawaii",2020-04-29,-119.5,125.5,6,1000,1000,1000
"Idaho",2020-04-29,-49.5,103.5,54,1000,1000,1000
"Illinois",2020-04-29,-777,1141,364,1000,1000,1000
"Indiana",2020-04-29,-533,764,231,1000,1000,1000
"Iowa",2020-04-29,-258.5,280.5,22,1000,1000,1000
"Kansas",2020-04-29,-249.5,262.5,13,1000,1000,1000
"Kentucky",2020-04-29,-467.5,488.5,21,1000,1000,1000
"Louisiana",2020-04-29,183.5,568.5,752,1000,1000,1000
"Maine",2020-04-29,-97.5,108.5,11,1000,1000,1000
"Maryland",2020-04-29,-319,499,180,1000,1000,1000
"Massachusetts",2020-04-29,-395,741,346,1000,1000,1000
"Michigan",2020-04-29,-326,933,607,1000,1000,1000
"Minnesota",2020-04-29,-421,431,10,1000,1000,1000
"Mississippi",2020-04-29,-326.5,385.5,59,1000,1000,1000
"Missouri",2020-04-29,-582.5,736.5,154,1000,1000,1000
"Montana",2020-04-29,-79.5,85.5,6,1000,1000,1000
"Nebraska",2020-04-29,-239,247,8,1000,1000,1000
"Nevada",2020-04-29,-392.5,429.5,37,1000,1000,1000
"New Hampshire",2020-04-29,-86,107,21,1000,1000,1000
"New Jersey",2020-04-29,1199,751,1950,1000,1000,1000
"New Mexico",2020-04-29,-173.5,186.5,13,1000,1000,1000
"New York",2020-04-29,824,2262,3086,1000,1000,1000
"North Carolina",2020-04-29,-877,980,103,1000,1000,1000
"North Dakota",2020-04-29,-80,102,22,1000,1000,1000
"Ohio",2020-04-29,-1266.5,1382.5,116,1000,1000,1000
"Oklahoma",2020-04-29,-349.5,390.5,41,1000,1000,1000
"Oregon",2020-04-29,-256,277,21,1000,1000,1000
"Pennsylvania",2020-04-29,-509.5,1518.5,1009,1000,1000,1000
"Rhode Island",2020-04-29,-68.5,98.5,30,1000,1000,1000
"South Carolina",2020-04-29,-376,528,152,1000,1000,1000
"South Dakota",2020-04-29,-69,81,12,1000,1000,1000
"Tennessee",2020-04-29,-662,816,154,1000,1000,1000
"Texas",2020-04-29,-2720.5,3124.5,404,1000,1000,1000
"Utah",2020-04-29,-231.5,291.5,60,1000,1000,1000
"Vermont",2020-04-29,-38,45,7,1000,1000,1000
"Virginia",2020-04-29,-576.5,711.5,135,1000,1000,1000
"Washington",2020-04-29,-393.5,473.5,80,1000,1000,1000
"West Virginia",2020-04-29,-252,266,14,1000,1000,1000
"Wisconsin",2020-04-29,-390.5,442.5,52,1000,1000,1000
"Wyoming",2020-04-29,-56,60,4,1000,1000,1000
"Alabama",2020-04-30,-429,472,43,1000,1000,1000
"Alaska",2020-04-30,-50.5,53.5,3,1000,1000,1000
"Arizona",2020-04-30,-689.5,745.5,56,1000,1000,1000
"Arkansas",2020-04-30,-319.5,327.5,8,1000,1000,1000
"California",2020-04-30,-2975,3494,519,1000,1000,1000
"Colorado",2020-04-30,-428.5,522.5,94,1000,1000,1000
"Connecticut",2020-04-30,-36,343,307,1000,1000,1000
"Delaware",2020-04-30,-78.5,108.5,30,1000,1000,1000
"Florida",2020-04-30,-1903,2460,557,1000,1000,1000
"Georgia",2020-04-30,-907,1147,240,1000,1000,1000
"Hawaii",2020-04-30,-119.5,125.5,6,1000,1000,1000
"Idaho",2020-04-30,-51.5,103.5,52,1000,1000,1000
"Illinois",2020-04-30,-788,1141,353,1000,1000,1000
"Indiana",2020-04-30,-539,764,225,1000,1000,1000
"Iowa",2020-04-30,-258.5,280.5,22,1000,1000,1000
"Kansas",2020-04-30,-250.5,262.5,12,1000,1000,1000
"Kentucky",2020-04-30,-468.5,488.5,20,1000,1000,1000
"Louisiana",2020-04-30,168.5,568.5,737,1000,1000,1000
"Maine",2020-04-30,-98.5,108.5,10,1000,1000,1000
"Maryland",2020-04-30,-322,499,177,1000,1000,1000
"Massachusetts",2020-04-30,-407,741,334,1000,1000,1000
"Michigan",2020-04-30,-344,933,589,1000,1000,1000
"Minnesota",2020-04-30,-421,431,10,1000,1000,1000
"Mississippi",2020-04-30,-327.5,385.5,58,1000,1000,1000
"Missouri",2020-04-30,-583.5,736.5,153,1000,1000,1000
"Montana",2020-04-30,-79.5,85.5,6,1000,1000,1000
"Nebraska",2020-04-30,-239,247,8,1000,1000,1000
"Nevada",2020-04-30,-394.5,429.5,35,1000,1000,1000
"New Hampshire",2020-04-30,-86,107,21,1000,1000,1000
"New Jersey",2020-04-30,1170,751,1921,1000,1000,1000
"New Mexico",2020-04-30,-174.5,186.5,12,1000,1000,1000
"New York",2020-04-30,733,2262,2995,1000,1000,1000
"North Carolina",2020-04-30,-880,980,100,1000,1000,1000
"North Dakota",2020-04-30,-79,102,23,1000,1000,1000
"Ohio",2020-04-30,-1269.5,1382.5,113,1000,1000,1000
"Oklahoma",2020-04-30,-350.5,390.5,40,1000,1000,1000
"Oregon",2020-04-30,-257,277,20,1000,1000,1000
"Pennsylvania",2020-04-30,-514.5,1518.5,1004,1000,1000,1000
"Rhode Island",2020-04-30,-69.5,98.5,29,1000,1000,1000
"South Carolina",2020-04-30,-375,528,153,1000,1000,1000
"South Dakota",2020-04-30,-70,81,11,1000,1000,1000
"Tennessee",2020-04-30,-663,816,153,1000,1000,1000
"Texas",2020-04-30,-2722.5,3124.5,402,1000,1000,1000
"Utah",2020-04-30,-232.5,291.5,59,1000,1000,1000
"Vermont",2020-04-30,-38,45,7,1000,1000,1000
"Virginia",2020-04-30,-578.5,711.5,133,1000,1000,1000
"Washington",2020-04-30,-397.5,473.5,76,1000,1000,1000
"West Virginia",2020-04-30,-252,266,14,1000,1000,1000
"Wisconsin",2020-04-30,-391.5,442.5,51,1000,1000,1000
"Wyoming",2020-04-30,-56,60,4,1000,1000,1000
"Alabama",2020-05-01,-430,472,42,1000,1000,1000
"Alaska",2020-05-01,-50.5,53.5,3,1000,1000,1000
"Arizona",2020-05-01,-691.5,745.5,54,1000,1000,1000
"Arkansas",2020-05-01,-320.5,327.5,7,1000,1000,1000
"California",2020-05-01,-2987,3494,507,1000,1000,1000
"Colorado",2020-05-01,-432.5,522.5,90,1000,1000,1000
"Connecticut",2020-05-01,-43,343,300,1000,1000,1000
"Delaware",2020-05-01,-78.5,108.5,30,1000,1000,1000
"Florida",2020-05-01,-1914,2460,546,1000,1000,1000
"Georgia",2020-05-01,-915,1147,232,1000,1000,1000
"Hawaii",2020-05-01,-119.5,125.5,6,1000,1000,1000
"Idaho",2020-05-01,-52.5,103.5,51,1000,1000,1000
"Illinois",2020-05-01,-799,1141,342,1000,1000,1000
"Indiana",2020-05-01,-544,764,220,1000,1000,1000
"Iowa",2020-05-01,-259.5,280.5,21,1000,1000,1000
"Kansas",2020-05-01,-251.5,262.5,11,1000,1000,1000
"Kentucky",2020-05-01,-469.5,488.5,19,1000,1000,1000
"Louisiana",2020-05-01,152.5,568.5,721,1000,1000,1000
"Maine",2020-05-01,-98.5,108.5,10,1000,1000,1000
"Maryland",2020-05-01,-326,499,173,1000,1000,1000
"Massachusetts",2020-05-01,-419,741,322,1000,1000,1000
"Michigan",2020-05-01,-362,933,571,1000,1000,1000
"Minnesota",2020-05-01,-422,431,9,1000,1000,1000
"Mississippi",2020-05-01,-327.5,385.5,58,1000,1000,1000
"Missouri",2020-05-01,-584.5,736.5,152,1000,1000,1000
"Montana",2020-05-01,-80.5,85.5,5,1000,1000,1000
"Nebraska",2020-05-01,-239,247,8,1000,1000,1000
"Nevada",2020-05-01,-395.5,429.5,34,1000,1000,1000
"New Hampshire",2020-05-01,-87,107,20,1000,1000,1000
"New Jersey",2020-05-01,1136,751,1887,1000,1000,1000
"New Mexico",2020-05-01,-174.5,186.5,12,1000,1000,1000
"New York",2020-05-01,639,2262,2901,1000,1000,1000
"North Carolina",2020-05-01,-882,980,98,1000,1000,1000
"North Dakota",2020-05-01,-79,102,23,1000,1000,1000
"Ohio",2020-05-01,-1273.5,1382.5,109,1000,1000,1000
"Oklahoma",2020-05-01,-351.5,390.5,39,1000,1000,1000
"Oregon",2020-05-01,-257,277,20,1000,1000,1000
"Pennsylvania",2020-05-01,-521.5,1518.5,997,1000,1000,1000
"Rhode Island",2020-05-01,-70.5,98.5,28,1000,1000,1000
"South Carolina",2020-05-01,-375,528,153,1000,1000,1000
"South Dakota",2020-05-01,-70,81,11,1000,1000,1000
"Tennessee",2020-05-01,-664,816,152,1000,1000,1000
"Texas",2020-05-01,-2725.5,3124.5,399,1000,1000,1000
"Utah",2020-05-01,-233.5,291.5,58,1000,1000,1000
"Vermont",2020-05-01,-39,45,6,1000,1000,1000
"Virginia",2020-05-01,-580.5,711.5,131,1000,1000,1000
"Washington",2020-05-01,-401.5,473.5,72,1000,1000,1000
"West Virginia",2020-05-01,-252,266,14,1000,1000,1000
"Wisconsin",2020-05-01,-393.5,442.5,49,1000,1000,1000
"Wyoming",2020-05-01,-57,60,3,1000,1000,1000
"Alabama",2020-05-02,-431,472,41,1000,1000,1000
"Alaska",2020-05-02,-50.5,53.5,3,1000,1000,1000
"Arizona",2020-05-02,-693.5,745.5,52,1000,1000,1000
"Arkansas",2020-05-02,-320.5,327.5,7,1000,1000,1000
"California",2020-05-02,-3000,3494,494,1000,1000,1000
"Colorado",2020-05-02,-435.5,522.5,87,1000,1000,1000
"Connecticut",2020-05-02,-51,343,292,1000,1000,1000
"Delaware",2020-05-02,-79.5,108.5,29,1000,1000,1000
"Florida",2020-05-02,-1926,2460,534,1000,1000,1000
"Georgia",2020-05-02,-922,1147,225,1000,1000,1000
"Hawaii",2020-05-02,-120.5,125.5,5,1000,1000,1000
"Idaho",2020-05-02,-53.5,103.5,50,1000,1000,1000
"Illinois",2020-05-02,-810,1141,331,1000,1000,1000
"Indiana",2020-05-02,-551,764,213,1000,1000,1000
"Iowa",2020-05-02,-260.5,280.5,20,1000,1000,1000
"Kansas",2020-05-02,-251.5,262.5,11,1000,1000,1000
"Kentucky",2020-05-02,-470.5,488.5,18,1000,1000,1000
"Louisiana",2020-05-02,134.5,568.5,703,1000,1000,1000
"Maine",2020-05-02,-98.5,108.5,10,1000,1000,1000
"Maryland",2020-05-02,-329,499,170,1000,1000,1000
"Massachusetts",2020-05-02,-432,741,309,1000,1000,1000
"Michigan",2020-05-02,-381,933,552,1000,1000,1000
"Minnesota",2020-05-02,-422,431,9,1000,1000,1000
"Mississippi",2020-05-02,-328.5,385.5,57,1000,1000,1000
"Missouri",2020-05-02,-586.5,736.5,150,1000,1000,1000
"Montana",2020-05-02,-80.5,85.5,5,1000,1000,1000
"Nebraska",2020-05-02,-240,247,7,1000,1000,1000
"Nevada",2020-05-02,-397.5,429.5,32,1000,1000,1000
"New Hampshire",2020-05-02,-87,107,20,1000,1000,1000
"New Jersey",2020-05-02,1099,751,1850,1000,1000,1000
"New Mexico",2020-05-02,-175.5,186.5,11,1000,1000,1000
"New York",2020-05-02,545,2262,2807,1000,1000,1000
"North Carolina",2020-05-02,-884,980,96,1000,1000,1000
"North Dakota",2020-05-02,-78,102,24,1000,1000,1000
"Ohio",2020-05-02,-1277.5,1382.5,105,1000,1000,1000
"Oklahoma",2020-05-02,-352.5,390.5,38,1000,1000,1000
"Oregon",2020-05-02,-258,277,19,1000,1000,1000
"Pennsylvania",2020-05-02,-530.5,1518.5,988,1000,1000,1000
"Rhode Island",2020-05-02,-71.5,98.5,27,1000,1000,1000
"South Carolina",2020-05-02,-375,528,153,1000,1000,1000
"South Dakota",2020-05-02,-70,81,11,1000,1000,1000
"Tennessee",2020-05-02,-665,816,151,1000,1000,1000
"Texas",2020-05-02,-2728.5,3124.5,396,1000,1000,1000
"Utah",2020-05-02,-234.5,291.5,57,1000,1000,1000
"Vermont",2020-05-02,-39,45,6,1000,1000,1000
"Virginia",2020-05-02,-582.5,711.5,129,1000,1000,1000
"Washington",2020-05-02,-404.5,473.5,69,1000,1000,1000
"West Virginia",2020-05-02,-253,266,13,1000,1000,1000
"Wisconsin",2020-05-02,-394.5,442.5,48,1000,1000,1000
"Wyoming",2020-05-02,-57,60,3,1000,1000,1000
"Alabama",2020-05-03,-433,472,39,1000,1000,1000
"Alaska",2020-05-03,-50.5,53.5,3,1000,1000,1000
"Arizona",2020-05-03,-695.5,745.5,50,1000,1000,1000
"Arkansas",2020-05-03,-321.5,327.5,6,1000,1000,1000
"California",2020-05-03,-3013,3494,481,1000,1000,1000
"Colorado",2020-05-03,-439.5,522.5,83,1000,1000,1000
"Connecticut",2020-05-03,-59,343,284,1000,1000,1000
"Delaware",2020-05-03,-79.5,108.5,29,1000,1000,1000
"Florida",2020-05-03,-1939,2460,521,1000,1000,1000
"Georgia",2020-05-03,-930,1147,217,1000,1000,1000
"Hawaii",2020-05-03,-120.5,125.5,5,1000,1000,1000
"Idaho",2020-05-03,-55.5,103.5,48,1000,1000,1000
"Illinois",2020-05-03,-821,1141,320,1000,1000,1000
"Indiana",2020-05-03,-557,764,207,1000,1000,1000
"Iowa",2020-05-03,-260.5,280.5,20,1000,1000,1000
"Kansas",2020-05-03,-252.5,262.5,10,1000,1000,1000
"Kentucky",2020-05-03,-470.5,488.5,18,1000,1000,1000
"Louisiana",2020-05-03,115.5,568.5,684,1000,1000,1000
"Maine",2020-05-03,-99.5,108.5,9,1000,1000,1000
"Maryland",2020-05-03,-333,499,166,1000,1000,1000
"Massachusetts",2020-05-03,-444,741,297,1000,1000,1000
"Michigan",2020-05-03,-400,933,533,1000,1000,1000
"Minnesota",2020-05-03,-423,431,8,1000,1000,1000
"Mississippi",2020-05-03,-329.5,385.5,56,1000,1000,1000
"Missouri",2020-05-03,-587.5,736.5,149,1000,1000,1000
"Montana",2020-05-03,-80.5,85.5,5,1000,1000,1000
"Nebraska",2020-05-03,-240,247,7,1000,1000,1000
"Nevada",2020-05-03,-398.5,429.5,31,1000,1000,1000
"New Hampshire",2020-05-03,-88,107,19,1000,1000,1000
"New Jersey",2020-05-03,1059,751,1810,1000,1000,1000
"New Mexico",2020-05-03,-175.5,186.5,11,1000,1000,1000
"New York",2020-05-03,448,2262,2710,1000,1000,1000
"North Carolina",2020-05-03,-887,980,93,1000,1000,1000
"North Dakota",2020-05-03,-78,102,24,1000,1000,1000
"Ohio",2020-05-03,-1281.5,1382.5,101,1000,1000,1000
"Oklahoma",2020-05-03,-354.5,390.5,36,1000,1000,1000
"Oregon",2020-05-03,-259,277,18,1000,1000,1000
"Pennsylvania",2020-05-03,-542.5,1518.5,976,1000,1000,1000
"Rhode Island",2020-05-03,-72.5,98.5,26,1000,1000,1000
"South Carolina",2020-05-03,-375,528,153,1000,1000,1000
"South Dakota",2020-05-03,-70,81,11,1000,1000,1000
"Tennessee",2020-05-03,-667,816,149,1000,1000,1000
"Texas",2020-05-03,-2733.5,3124.5,391,1000,1000,1000
"Utah",2020-05-03,-235.5,291.5,56,1000,1000,1000
"Vermont",2020-05-03,-39,45,6,1000,1000,1000
"Virginia",2020-05-03,-584.5,711.5,127,1000,1000,1000
"Washington",2020-05-03,-408.5,473.5,65,1000,1000,1000
"West Virginia",2020-05-03,-253,266,13,1000,1000,1000
"Wisconsin",2020-05-03,-396.5,442.5,46,1000,1000,1000
"Wyoming",2020-05-03,-57,60,3,1000,1000,1000
"Alabama",2020-05-04,-434,472,38,1000,1000,1000
"Alaska",2020-05-04,-50.5,53.5,3,1000,1000,1000
"Arizona",2020-05-04,-697.5,745.5,48,1000,1000,1000
"Arkansas",2020-05-04,-321.5,327.5,6,1000,1000,1000
"California",2020-05-04,-3027,3494,467,1000,1000,1000
"Colorado",2020-05-04,-443.5,522.5,79,1000,1000,1000
"Connecticut",2020-05-04,-67,343,276,1000,1000,1000
"Delaware",2020-05-04,-80.5,108.5,28,1000,1000,1000
"Florida",2020-05-04,-1953,2460,507,1000,1000,1000
"Georgia",2020-05-04,-938,1147,209,1000,1000,1000
"Hawaii",2020-05-04,-120.5,125.5,5,1000,1000,1000
"Idaho",2020-05-04,-56.5,103.5,47,1000,1000,1000
"Illinois",2020-05-04,-833,1141,308,1000,1000,1000
"Indiana",2020-05-04,-564,764,200,1000,1000,1000
"Iowa",2020-05-04,-261.5,280.5,19,1000,1000,1000
"Kansas",2020-05-04,-252.5,262.5,10,1000,1000,1000
"Kentucky",2020-05-04,-471.5,488.5,17,1000,1000,1000
"Louisiana",2020-05-04,96.5,568.5,665,1000,1000,1000
"Maine",2020-05-04,-99.5,108.5,9,1000,1000,1000
"Maryland",2020-05-04,-337,499,162,1000,1000,1000
"Massachusetts",2020-05-04,-457,741,284,1000,1000,1000
"Michigan",2020-05-04,-419,933,514,1000,1000,1000
"Minnesota",2020-05-04,-423,431,8,1000,1000,1000
"Mississippi",2020-05-04,-330.5,385.5,55,1000,1000,1000
"Missouri",2020-05-04,-589.5,736.5,147,1000,1000,1000
"Montana",2020-05-04,-80.5,85.5,5,1000,1000,1000
"Nebraska",2020-05-04,-240,247,7,1000,1000,1000
"Nevada",2020-05-04,-399.5,429.5,30,1000,1000,1000
"New Hampshire",2020-05-04,-88,107,19,1000,1000,1000
"New Jersey",2020-05-04,1017,751,1768,1000,1000,1000
"New Mexico",2020-05-04,-176.5,186.5,10,1000,1000,1000
"New York",2020-05-04,352,2262,2614,1000,1000,1000
"North Carolina",2020-05-04,-889,980,91,1000,1000,1000
"North Dakota",2020-05-04,-77,102,25,1000,1000,1000
"Ohio",2020-05-04,-1285.5,1382.5,97,1000,1000,1000
"Oklahoma",2020-05-04,-355.5,390.5,35,1000,1000,1000
"Oregon",2020-05-04,-259,277,18,1000,1000,1000
"Pennsylvania",2020-05-04,-556.5,1518.5,962,1000,1000,1000
"Rhode Island",2020-05-04,-73.5,98.5,25,1000,1000,1000
"South Carolina",2020-05-04,-375,528,153,1000,1000,1000
"South Dakota",2020-05-04,-71,81,10,1000,1000,1000
"Tennessee",2020-05-04,-669,816,147,1000,1000,1000
"Texas",2020-05-04,-2738.5,3124.5,386,1000,1000,1000
"Utah",2020-05-04,-236.5,291.5,55,1000,1000,1000
"Vermont",2020-05-04,-40,45,5,1000,1000,1000
"Virginia",2020-05-04,-587.5,711.5,124,1000,1000,1000
"Washington",2020-05-04,-411.5,473.5,62,1000,1000,1000
"West Virginia",2020-05-04,-253,266,13,1000,1000,1000
"Wisconsin",2020-05-04,-398.5,442.5,44,1000,1000,1000
"Wyoming",2020-05-04,-57,60,3,1000,1000,1000
"Alabama",2020-05-05,-435,472,37,1000,1000,1000
"Alaska",2020-05-05,-51.5,53.5,2,1000,1000,1000
"Arizona",2020-05-05,-698.5,745.5,47,1000,1000,1000
"Arkansas",2020-05-05,-321.5,327.5,6,1000,1000,1000
"California",2020-05-05,-3041,3494,453,1000,1000,1000
"Colorado",2020-05-05,-446.5,522.5,76,1000,1000,1000
"Connecticut",2020-05-05,-76,343,267,1000,1000,1000
"Delaware",2020-05-05,-81.5,108.5,27,1000,1000,1000
"Florida",2020-05-05,-1967,2460,493,1000,1000,1000
"Georgia",2020-05-05,-946,1147,201,1000,1000,1000
"Hawaii",2020-05-05,-120.5,125.5,5,1000,1000,1000
"Idaho",2020-05-05,-58.5,103.5,45,1000,1000,1000
"Illinois",2020-05-05,-844,1141,297,1000,1000,1000
"Indiana",2020-05-05,-570,764,194,1000,1000,1000
"Iowa",2020-05-05,-262.5,280.5,18,1000,1000,1000
"Kansas",2020-05-05,-253.5,262.5,9,1000,1000,1000
