"State","Date","Shortage","Supply","Demand","Param1","Param2","Param3"
"Massachusetts",2020-04-24,1599,741,2340,1000,1000,1000
"Maryland",2020-04-24,373,499,872,1000,1000,1000
"Maine",2020-04-24,-77.5,108.5,31,1000,1000,1000
"Louisiana",2020-04-24,-558.5,568.5,10,1000,1000,1000
"Kentucky",2020-04-24,-58.5,488.5,430,1000,1000,1000
"Kansas",2020-04-24,-189.5,262.5,73,1000,1000,1000
"Iowa",2020-04-24,-158.5,280.5,122,1000,1000,1000
"Indiana",2020-04-24,-231,764,533,1000,1000,1000
"Illinois",2020-04-24,-141,1141,1000,1000,1000,1000
"Idaho",2020-04-24,-87.5,103.5,16,1000,1000,1000
"Hawaii",2020-04-24,-97.5,125.5,28,1000,1000,1000
"Georgia",2020-04-24,-108,1147,1039,1000,1000,1000
"Florida",2020-04-24,-401,2460,2059,1000,1000,1000
"Delaware",2020-04-24,-104.5,108.5,4,1000,1000,1000
"Connecticut",2020-04-24,1229,343,1572,1000,1000,1000
"Colorado",2020-04-24,-483.5,522.5,39,1000,1000,1000
"California",2020-04-24,-2937,3494,557,1000,1000,1000
"Arkansas",2020-04-24,-241.5,327.5,86,1000,1000,1000
"Arizona",2020-04-24,-595.5,745.5,150,1000,1000,1000
"Alaska",2020-04-24,25.5,53.5,79,1000,1000,1000
"Alabama",2020-04-24,-157,472,315,1000,1000,1000
"Wyoming",2020-04-25,-20,60,40,1000,1000,1000
"Wisconsin",2020-04-25,-267.5,442.5,175,1000,1000,1000
"West Virginia",2020-04-25,-209,266,57,1000,1000,1000
"Washington",2020-04-25,-412.5,473.5,61,1000,1000,1000
"Virginia",2020-04-25,-304.5,711.5,407,1000,1000,1000
"Vermont",2020-04-25,-42,45,3,1000,1000,1000
"Utah",2020-04-25,-235.5,291.5,56,1000,1000,1000
"Texas",2020-04-25,-2541.5,3124.5,583,1000,1000,1000
"Tennessee",2020-04-25,-656,816,160,1000,1000,1000
"South Dakota",2020-04-25,-19,81,62,1000,1000,1000
"South Carolina",2020-04-25,-409,528,119,1000,1000,1000
"Rhode Island",2020-04-25,169.5,98.5,268,1000,1000,1000
"Pennsylvania",2020-04-25,-1336.5,1518.5,182,1000,1000,1000
"Oregon",2020-04-25,-238,277,39,1000,1000,1000
"Oklahoma",2020-04-25,-149.5,390.5,241,1000,1000,1000
"Ohio",2020-04-25,-1322.5,1382.5,60,1000,1000,1000
"North Dakota",2020-04-25,29,102,131,1000,1000,1000
"North Carolina",2020-04-25,-874,980,106,1000,1000,1000
"New York",2020-04-25,-1362,2262,900,1000,1000,1000
"New Mexico",2020-04-25,8.5,186.5,195,1000,1000,1000
"New Jersey",2020-04-25,1309,751,2060,1000,1000,1000
"New Hampshire",2020-04-25,-99,107,8,1000,1000,1000
"Nevada",2020-04-25,-156.5,429.5,273,1000,1000,1000
"Nebraska",2020-04-25,-103,247,144,1000,1000,1000
"Montana",2020-04-25,-81.5,85.5,4,1000,1000,1000
"Missouri",2020-04-25,-647.5,736.5,89,1000,1000,1000
"Mississippi",2020-04-25,-323.5,385.5,62,1000,1000,1000
"Minnesota",2020-04-25,-237,431,194,1000,1000,1000
"Michigan",2020-04-25,-724,933,209,1000,1000,1000
"Massachusetts",2020-04-25,1481,741,2222,1000,1000,1000
"Maryland",2020-04-25,286,499,785,1000,1000,1000
"Maine",2020-04-25,-80.5,108.5,28,1000,1000,1000
"Louisiana",2020-04-25,-560.5,568.5,8,1000,1000,1000
"Kentucky",2020-04-25,-68.5,488.5,420,1000,1000,1000
"Kansas",2020-04-25,-191.5,262.5,71,1000,1000,1000
"Iowa",2020-04-25,-154.5,280.5,126,1000,1000,1000
"Indiana",2020-04-25,-302,764,462,1000,1000,1000
"Illinois",2020-04-25,-286,1141,855,1000,1000,1000
"Idaho",2020-04-25,-89.5,103.5,14,1000,1000,1000
"Hawaii",2020-04-25,-102.5,125.5,23,1000,1000,1000
"Georgia",2020-04-25,-155,1147,992,1000,1000,1000
"Florida",2020-04-25,-461,2460,1999,1000,1000,1000
"Delaware",2020-04-25,-105.5,108.5,3,1000,1000,1000
"Connecticut",2020-04-25,1200,343,1543,1000,1000,1000
"Colorado",2020-04-25,-488.5,522.5,34,1000,1000,1000
"California",2020-04-25,-2968,3494,526,1000,1000,1000
"Arkansas",2020-04-25,-239.5,327.5,88,1000,1000,1000
"Arizona",2020-04-25,-595.5,745.5,150,1000,1000,1000
"Alaska",2020-04-25,18.5,53.5,72,1000,1000,1000
"Alabama",2020-04-25,-173,472,299,1000,1000,1000
"Wyoming",2020-04-26,-19,60,41,1000,1000,1000
"Wisconsin",2020-04-26,-290.5,442.5,152,1000,1000,1000
"West Virginia",2020-04-26,-217,266,49,1000,1000,1000
"Washington",2020-04-26,-420.5,473.5,53,1000,1000,1000
"Virginia",2020-04-26,-329.5,711.5,382,1000,1000,1000
"Vermont",2020-04-26,-43,45,2,1000,1000,1000
"Utah",2020-04-26,-235.5,291.5,56,1000,1000,1000
"Texas",2020-04-26,-2558.5,3124.5,566,1000,1000,1000
"Tennessee",2020-04-26,-669,816,147,1000,1000,1000
"South Dakota",2020-04-26,-18,81,63,1000,1000,1000
"South Carolina",2020-04-26,-409,528,119,1000,1000,1000
"Rhode Island",2020-04-26,173.5,98.5,272,1000,1000,1000
"Pennsylvania",2020-04-26,-1351.5,1518.5,167,1000,1000,1000
"Oregon",2020-04-26,-238,277,39,1000,1000,1000
"Oklahoma",2020-04-26,-152.5,390.5,238,1000,1000,1000
"Ohio",2020-04-26,-1332.5,1382.5,50,1000,1000,1000
"North Dakota",2020-04-26,27,102,129,1000,1000,1000
"North Carolina",2020-04-26,-889,980,91,1000,1000,1000
"New York",2020-04-26,-1541,2262,721,1000,1000,1000
"New Mexico",2020-04-26,0.5,186.5,187,1000,1000,1000
"New Jersey",2020-04-26,1005,751,1756,1000,1000,1000
"New Hampshire",2020-04-26,-100,107,7,1000,1000,1000
"Nevada",2020-04-26,-189.5,429.5,240,1000,1000,1000
"Nebraska",2020-04-26,-103,247,144,1000,1000,1000
"Montana",2020-04-26,-81.5,85.5,4,1000,1000,1000
"Missouri",2020-04-26,-650.5,736.5,86,1000,1000,1000
"Mississippi",2020-04-26,-326.5,385.5,59,1000,1000,1000
"Minnesota",2020-04-26,-238,431,193,1000,1000,1000
"Michigan",2020-04-26,-768,933,165,1000,1000,1000
"Massachusetts",2020-04-26,1350,741,2091,1000,1000,1000
"Maryland",2020-04-26,194,499,693,1000,1000,1000
"Maine",2020-04-26,-84.5,108.5,24,1000,1000,1000
"Louisiana",2020-04-26,-563.5,568.5,5,1000,1000,1000
"Kentucky",2020-04-26,-79.5,488.5,409,1000,1000,1000
"Kansas",2020-04-26,-193.5,262.5,69,1000,1000,1000
"Iowa",2020-04-26,-153.5,280.5,127,1000,1000,1000
"Indiana",2020-04-26,-371,764,393,1000,1000,1000
"Illinois",2020-04-26,-419,1141,722,1000,1000,1000
"Idaho",2020-04-26,-90.5,103.5,13,1000,1000,1000
"Hawaii",2020-04-26,-107.5,125.5,18,1000,1000,1000
"Georgia",2020-04-26,-208,1147,939,1000,1000,1000
"Florida",2020-04-26,-524,2460,1936,1000,1000,1000
"Delaware",2020-04-26,-105.5,108.5,3,1000,1000,1000
"Connecticut",2020-04-26,1174,343,1517,1000,1000,1000
"Colorado",2020-04-26,-492.5,522.5,30,1000,1000,1000
"California",2020-04-26,-3002,3494,492,1000,1000,1000
"Arkansas",2020-04-26,-239.5,327.5,88,1000,1000,1000
"Arizona",2020-04-26,-596.5,745.5,149,1000,1000,1000
"Alaska",2020-04-26,13.5,53.5,67,1000,1000,1000
"Alabama",2020-04-26,-197,472,275,1000,1000,1000
"Wyoming",2020-04-27,-17,60,43,1000,1000,1000
"Wisconsin",2020-04-27,-312.5,442.5,130,1000,1000,1000
"West Virginia",2020-04-27,-223,266,43,1000,1000,1000
"Washington",2020-04-27,-427.5,473.5,46,1000,1000,1000
"Virginia",2020-04-27,-352.5,711.5,359,1000,1000,1000
"Vermont",2020-04-27,-43,45,2,1000,1000,1000
"Utah",2020-04-27,-236.5,291.5,55,1000,1000,1000
"Texas",2020-04-27,-2577.5,3124.5,547,1000,1000,1000
"Tennessee",2020-04-27,-684,816,132,1000,1000,1000
"South Dakota",2020-04-27,-18,81,63,1000,1000,1000
"South Carolina",2020-04-27,-410,528,118,1000,1000,1000
"Rhode Island",2020-04-27,185.5,98.5,284,1000,1000,1000
"Pennsylvania",2020-04-27,-1365.5,1518.5,153,1000,1000,1000
"Oregon",2020-04-27,-239,277,38,1000,1000,1000
"Oklahoma",2020-04-27,-156.5,390.5,234,1000,1000,1000
"Ohio",2020-04-27,-1340.5,1382.5,42,1000,1000,1000
"North Dakota",2020-04-27,26,102,128,1000,1000,1000
"North Carolina",2020-04-27,-902,980,78,1000,1000,1000
"New York",2020-04-27,-1693,2262,569,1000,1000,1000
"New Mexico",2020-04-27,-8.5,186.5,178,1000,1000,1000
"New Jersey",2020-04-27,711,751,1462,1000,1000,1000
"New Hampshire",2020-04-27,-101,107,6,1000,1000,1000
"Nevada",2020-04-27,-225.5,429.5,204,1000,1000,1000
"Nebraska",2020-04-27,-104,247,143,1000,1000,1000
"Montana",2020-04-27,-82.5,85.5,3,1000,1000,1000
"Missouri",2020-04-27,-653.5,736.5,83,1000,1000,1000
"Mississippi",2020-04-27,-328.5,385.5,57,1000,1000,1000
"Minnesota",2020-04-27,-244,431,187,1000,1000,1000
"Michigan",2020-04-27,-806,933,127,1000,1000,1000
"Massachusetts",2020-04-27,1200,741,1941,1000,1000,1000
"Maryland",2020-04-27,105,499,604,1000,1000,1000
"Maine",2020-04-27,-87.5,108.5,21,1000,1000,1000
"Louisiana",2020-04-27,-564.5,568.5,4,1000,1000,1000
"Kentucky",2020-04-27,-88.5,488.5,400,1000,1000,1000
"Kansas",2020-04-27,-196.5,262.5,66,1000,1000,1000
"Iowa",2020-04-27,-154.5,280.5,126,1000,1000,1000
"Indiana",2020-04-27,-440,764,324,1000,1000,1000
"Illinois",2020-04-27,-536,1141,605,1000,1000,1000
"Idaho",2020-04-27,-92.5,103.5,11,1000,1000,1000
"Hawaii",2020-04-27,-111.5,125.5,14,1000,1000,1000
"Georgia",2020-04-27,-263,1147,884,1000,1000,1000
"Florida",2020-04-27,-591,2460,1869,1000,1000,1000
"Delaware",2020-04-27,-106.5,108.5,2,1000,1000,1000
"Connecticut",2020-04-27,1140,343,1483,1000,1000,1000
"Colorado",2020-04-27,-496.5,522.5,26,1000,1000,1000
"California",2020-04-27,-3035,3494,459,1000,1000,1000
"Arkansas",2020-04-27,-241.5,327.5,86,1000,1000,1000
"Arizona",2020-04-27,-598.5,745.5,147,1000,1000,1000
"Alaska",2020-04-27,6.5,53.5,60,1000,1000,1000
"Alabama",2020-04-27,-216,472,256,1000,1000,1000
"Wyoming",2020-04-28,-17,60,43,1000,1000,1000
"Wisconsin",2020-04-28,-331.5,442.5,111,1000,1000,1000
"West Virginia",2020-04-28,-231,266,35,1000,1000,1000
"Washington",2020-04-28,-433.5,473.5,40,1000,1000,1000
"Virginia",2020-04-28,-377.5,711.5,334,1000,1000,1000
"Vermont",2020-04-28,-43,45,2,1000,1000,1000
"Utah",2020-04-28,-236.5,291.5,55,1000,1000,1000
"Texas",2020-04-28,-2598.5,3124.5,526,1000,1000,1000
"Tennessee",2020-04-28,-697,816,119,1000,1000,1000
"South Dakota",2020-04-28,-19,81,62,1000,1000,1000
"South Carolina",2020-04-28,-412,528,116,1000,1000,1000
"Rhode Island",2020-04-28,183.5,98.5,282,1000,1000,1000
"Pennsylvania",2020-04-28,-1380.5,1518.5,138,1000,1000,1000
"Oregon",2020-04-28,-240,277,37,1000,1000,1000
"Oklahoma",2020-04-28,-163.5,390.5,227,1000,1000,1000
"Ohio",2020-04-28,-1348.5,1382.5,34,1000,1000,1000
"North Dakota",2020-04-28,24,102,126,1000,1000,1000
"North Carolina",2020-04-28,-914,980,66,1000,1000,1000
"New York",2020-04-28,-1814,2262,448,1000,1000,1000
"New Mexico",2020-04-28,-16.5,186.5,170,1000,1000,1000
"New Jersey",2020-04-28,473,751,1224,1000,1000,1000
"New Hampshire",2020-04-28,-102,107,5,1000,1000,1000
"Nevada",2020-04-28,-255.5,429.5,174,1000,1000,1000
"Nebraska",2020-04-28,-107,247,140,1000,1000,1000
"Montana",2020-04-28,-82.5,85.5,3,1000,1000,1000
"Missouri",2020-04-28,-656.5,736.5,80,1000,1000,1000
"Mississippi",2020-04-28,-332.5,385.5,53,1000,1000,1000
"Minnesota",2020-04-28,-249,431,182,1000,1000,1000
"Michigan",2020-04-28,-838,933,95,1000,1000,1000
"Massachusetts",2020-04-28,1077,741,1818,1000,1000,1000
"Maryland",2020-04-28,26,499,525,1000,1000,1000
"Maine",2020-04-28,-90.5,108.5,18,1000,1000,1000
"Louisiana",2020-04-28,-565.5,568.5,3,1000,1000,1000
"Kentucky",2020-04-28,-93.5,488.5,395,1000,1000,1000
"Kansas",2020-04-28,-199.5,262.5,63,1000,1000,1000
"Iowa",2020-04-28,-155.5,280.5,125,1000,1000,1000
"Indiana",2020-04-28,-497,764,267,1000,1000,1000
"Illinois",2020-04-28,-636,1141,505,1000,1000,1000
"Idaho",2020-04-28,-94.5,103.5,9,1000,1000,1000
"Hawaii",2020-04-28,-115.5,125.5,10,1000,1000,1000
"Georgia",2020-04-28,-314,1147,833,1000,1000,1000
"Florida",2020-04-28,-664,2460,1796,1000,1000,1000
"Delaware",2020-04-28,-106.5,108.5,2,1000,1000,1000
"Connecticut",2020-04-28,1111,343,1454,1000,1000,1000
"Colorado",2020-04-28,-501.5,522.5,21,1000,1000,1000
"California",2020-04-28,-3073,3494,421,1000,1000,1000
"Arkansas",2020-04-28,-243.5,327.5,84,1000,1000,1000
"Arizona",2020-04-28,-601.5,745.5,144,1000,1000,1000
"Alaska",2020-04-28,2.5,53.5,56,1000,1000,1000
"Alabama",2020-04-28,-239,472,233,1000,1000,1000
"Wyoming",2020-04-29,-16,60,44,1000,1000,1000
"Wisconsin",2020-04-29,-346.5,442.5,96,1000,1000,1000
"West Virginia",2020-04-29,-237,266,29,1000,1000,1000
"Washington",2020-04-29,-437.5,473.5,36,1000,1000,1000
"Virginia",2020-04-29,-397.5,711.5,314,1000,1000,1000
"Vermont",2020-04-29,-44,45,1,1000,1000,1000
"Utah",2020-04-29,-238.5,291.5,53,1000,1000,1000
"Texas",2020-04-29,-2620.5,3124.5,504,1000,1000,1000
"Tennessee",2020-04-29,-710,816,106,1000,1000,1000
"South Dakota",2020-04-29,-20,81,61,1000,1000,1000
"South Carolina",2020-04-29,-413,528,115,1000,1000,1000
"Rhode Island",2020-04-29,179.5,98.5,278,1000,1000,1000
"Pennsylvania",2020-04-29,-1395.5,1518.5,123,1000,1000,1000
"Oregon",2020-04-29,-241,277,36,1000,1000,1000
"Oklahoma",2020-04-29,-170.5,390.5,220,1000,1000,1000
"Ohio",2020-04-29,-1355.5,1382.5,27,1000,1000,1000
"North Dakota",2020-04-29,22,102,124,1000,1000,1000
"North Carolina",2020-04-29,-925,980,55,1000,1000,1000
"New York",2020-04-29,-1918,2262,344,1000,1000,1000
"New Mexico",2020-04-29,-24.5,186.5,162,1000,1000,1000
"New Jersey",2020-04-29,264,751,1015,1000,1000,1000
"New Hampshire",2020-04-29,-103,107,4,1000,1000,1000
"Nevada",2020-04-29,-280.5,429.5,149,1000,1000,1000
"Nebraska",2020-04-29,-110,247,137,1000,1000,1000
"Montana",2020-04-29,-83.5,85.5,2,1000,1000,1000
"Missouri",2020-04-29,-659.5,736.5,77,1000,1000,1000
"Mississippi",2020-04-29,-336.5,385.5,49,1000,1000,1000
"Minnesota",2020-04-29,-257,431,174,1000,1000,1000
"Michigan",2020-04-29,-865,933,68,1000,1000,1000
"Massachusetts",2020-04-29,951,741,1692,1000,1000,1000
"Maryland",2020-04-29,-36,499,463,1000,1000,1000
"Maine",2020-04-29,-92.5,108.5,16,1000,1000,1000
"Louisiana",2020-04-29,-566.5,568.5,2,1000,1000,1000
"Kentucky",2020-04-29,-100.5,488.5,388,1000,1000,1000
"Kansas",2020-04-29,-202.5,262.5,60,1000,1000,1000
"Iowa",2020-04-29,-157.5,280.5,123,1000,1000,1000
"Indiana",2020-04-29,-542,764,222,1000,1000,1000
"Illinois",2020-04-29,-721,1141,420,1000,1000,1000
"Idaho",2020-04-29,-95.5,103.5,8,1000,1000,1000
"Hawaii",2020-04-29,-117.5,125.5,8,1000,1000,1000
"Georgia",2020-04-29,-363,1147,784,1000,1000,1000
"Florida",2020-04-29,-726,2460,1734,1000,1000,1000
"Delaware",2020-04-29,-107.5,108.5,1,1000,1000,1000
"Connecticut",2020-04-29,1070,343,1413,1000,1000,1000
"Colorado",2020-04-29,-504.5,522.5,18,1000,1000,1000
"California",2020-04-29,-3107,3494,387,1000,1000,1000
"Arkansas",2020-04-29,-246.5,327.5,81,1000,1000,1000
"Arizona",2020-04-29,-605.5,745.5,140,1000,1000,1000
"Alaska",2020-04-29,-2.5,53.5,51,1000,1000,1000
"Alabama",2020-04-29,-260,472,212,1000,1000,1000
"Wyoming",2020-04-30,-16,60,44,1000,1000,1000
"Wisconsin",2020-04-30,-356.5,442.5,86,1000,1000,1000
"West Virginia",2020-04-30,-243,266,23,1000,1000,1000
"Washington",2020-04-30,-442.5,473.5,31,1000,1000,1000
"Virginia",2020-04-30,-413.5,711.5,298,1000,1000,1000
"Vermont",2020-04-30,-44,45,1,1000,1000,1000
"Utah",2020-04-30,-240.5,291.5,51,1000,1000,1000
"Texas",2020-04-30,-2640.5,3124.5,484,1000,1000,1000
"Tennessee",2020-04-30,-723,816,93,1000,1000,1000
"South Dakota",2020-04-30,-21,81,60,1000,1000,1000
"South Carolina",2020-04-30,-417,528,111,1000,1000,1000
"Rhode Island",2020-04-30,171.5,98.5,270,1000,1000,1000
"Pennsylvania",2020-04-30,-1408.5,1518.5,110,1000,1000,1000
"Oregon",2020-04-30,-242,277,35,1000,1000,1000
"Oklahoma",2020-04-30,-180.5,390.5,210,1000,1000,1000
"Ohio",2020-04-30,-1360.5,1382.5,22,1000,1000,1000
"North Dakota",2020-04-30,20,102,122,1000,1000,1000
"North Carolina",2020-04-30,-935,980,45,1000,1000,1000
"New York",2020-04-30,-2001,2262,261,1000,1000,1000
"New Mexico",2020-04-30,-33.5,186.5,153,1000,1000,1000
"New Jersey",2020-04-30,97,751,848,1000,1000,1000
"New Hampshire",2020-04-30,-103,107,4,1000,1000,1000
"Nevada",2020-04-30,-299.5,429.5,130,1000,1000,1000
"Nebraska",2020-04-30,-112,247,135,1000,1000,1000
"Montana",2020-04-30,-83.5,85.5,2,1000,1000,1000
"Missouri",2020-04-30,-662.5,736.5,74,1000,1000,1000
"Mississippi",2020-04-30,-340.5,385.5,45,1000,1000,1000
"Minnesota",2020-04-30,-264,431,167,1000,1000,1000
"Michigan",2020-04-30,-883,933,50,1000,1000,1000
"Massachusetts",2020-04-30,849,741,1590,1000,1000,1000
"Maryland",2020-04-30,-87,499,412,1000,1000,1000
"Maine",2020-04-30,-95.5,108.5,13,1000,1000,1000
"Louisiana",2020-04-30,-567.5,568.5,1,1000,1000,1000
"Kentucky",2020-04-30,-104.5,488.5,384,1000,1000,1000
"Kansas",2020-04-30,-205.5,262.5,57,1000,1000,1000
"Iowa",2020-04-30,-161.5,280.5,119,1000,1000,1000
"Indiana",2020-04-30,-572,764,192,1000,1000,1000
"Illinois",2020-04-30,-785,1141,356,1000,1000,1000
"Idaho",2020-04-30,-97.5,103.5,6,1000,1000,1000
"Hawaii",2020-04-30,-120.5,125.5,5,1000,1000,1000
"Georgia",2020-04-30,-402,1147,745,1000,1000,1000
"Florida",2020-04-30,-771,2460,1689,1000,1000,1000
"Delaware",2020-04-30,-107.5,108.5,1,1000,1000,1000
"Connecticut",2020-04-30,1034,343,1377,1000,1000,1000
"Colorado",2020-04-30,-508.5,522.5,14,1000,1000,1000
"California",2020-04-30,-3142,3494,352,1000,1000,1000
"Arkansas",2020-04-30,-248.5,327.5,79,1000,1000,1000
"Arizona",2020-04-30,-610.5,745.5,135,1000,1000,1000
"Alaska",2020-04-30,-8.5,53.5,45,1000,1000,1000
"Alabama",2020-04-30,-284,472,188,1000,1000,1000
"Wyoming",2020-05-01,-17,60,43,1000,1000,1000
"Wisconsin",2020-05-01,-367.5,442.5,75,1000,1000,1000
"West Virginia",2020-05-01,-248,266,18,1000,1000,1000
"Washington",2020-05-01,-446.5,473.5,27,1000,1000,1000
"Virginia",2020-05-01,-429.5,711.5,282,1000,1000,1000
"Vermont",2020-05-01,-44,45,1,1000,1000,1000
"Utah",2020-05-01,-242.5,291.5,49,1000,1000,1000
"Texas",2020-05-01,-2665.5,3124.5,459,1000,1000,1000
"Tennessee",2020-05-01,-735,816,81,1000,1000,1000
"South Dakota",2020-05-01,-22,81,59,1000,1000,1000
"South Carolina",2020-05-01,-421,528,107,1000,1000,1000
"Rhode Island",2020-05-01,170.5,98.5,269,1000,1000,1000
"Pennsylvania",2020-05-01,-1421.5,1518.5,97,1000,1000,1000
"Oregon",2020-05-01,-243,277,34,1000,1000,1000
"Oklahoma",2020-05-01,-191.5,390.5,199,1000,1000,1000
"Ohio",2020-05-01,-1365.5,1382.5,17,1000,1000,1000
"North Dakota",2020-05-01,17,102,119,1000,1000,1000
"North Carolina",2020-05-01,-943,980,37,1000,1000,1000
"New York",2020-05-01,-2065,2262,197,1000,1000,1000
"New Mexico",2020-05-01,-42.5,186.5,144,1000,1000,1000
"New Jersey",2020-05-01,-61,751,690,1000,1000,1000
"New Hampshire",2020-05-01,-104,107,3,1000,1000,1000
"Nevada",2020-05-01,-317.5,429.5,112,1000,1000,1000
"Nebraska",2020-05-01,-116,247,131,1000,1000,1000
"Montana",2020-05-01,-83.5,85.5,2,1000,1000,1000
"Missouri",2020-05-01,-665.5,736.5,71,1000,1000,1000
"Mississippi",2020-05-01,-344.5,385.5,41,1000,1000,1000
"Minnesota",2020-05-01,-273,431,158,1000,1000,1000
"Michigan",2020-05-01,-898,933,35,1000,1000,1000
"Massachusetts",2020-05-01,738,741,1479,1000,1000,1000
"Maryland",2020-05-01,-136,499,363,1000,1000,1000
"Maine",2020-05-01,-97.5,108.5,11,1000,1000,1000
"Louisiana",2020-05-01,-567.5,568.5,1,1000,1000,1000
"Kentucky",2020-05-01,-110.5,488.5,378,1000,1000,1000
"Kansas",2020-05-01,-208.5,262.5,54,1000,1000,1000
"Iowa",2020-05-01,-165.5,280.5,115,1000,1000,1000
"Indiana",2020-05-01,-600,764,164,1000,1000,1000
"Illinois",2020-05-01,-849,1141,292,1000,1000,1000
"Idaho",2020-05-01,-98.5,103.5,5,1000,1000,1000
"Hawaii",2020-05-01,-122.5,125.5,3,1000,1000,1000
"Georgia",2020-05-01,-446,1147,701,1000,1000,1000
"Florida",2020-05-01,-827,2460,1633,1000,1000,1000
"Delaware",2020-05-01,-107.5,108.5,1,1000,1000,1000
"Connecticut",2020-05-01,983,343,1326,1000,1000,1000
"Colorado",2020-05-01,-511.5,522.5,11,1000,1000,1000
"California",2020-05-01,-3175,3494,319,1000,1000,1000
"Arkansas",2020-05-01,-252.5,327.5,75,1000,1000,1000
"Arizona",2020-05-01,-615.5,745.5,130,1000,1000,1000
"Alaska",2020-05-01,-13.5,53.5,40,1000,1000,1000
"Alabama",2020-05-01,-306,472,166,1000,1000,1000
"Wyoming",2020-05-02,-17,60,43,1000,1000,1000
"Wisconsin",2020-05-02,-379.5,442.5,63,1000,1000,1000
"West Virginia",2020-05-02,-252,266,14,1000,1000,1000
"Washington",2020-05-02,-449.5,473.5,24,1000,1000,1000
"Virginia",2020-05-02,-446.5,711.5,265,1000,1000,1000
"Vermont",2020-05-02,-44,45,1,1000,1000,1000
"Utah",2020-05-02,-244.5,291.5,47,1000,1000,1000
"Texas",2020-05-02,-2690.5,3124.5,434,1000,1000,1000
"Tennessee",2020-05-02,-746,816,70,1000,1000,1000
"South Dakota",2020-05-02,-23,81,58,1000,1000,1000
"South Carolina",2020-05-02,-427,528,101,1000,1000,1000
"Rhode Island",2020-05-02,169.5,98.5,268,1000,1000,1000
"Pennsylvania",2020-05-02,-1433.5,1518.5,85,1000,1000,1000
"Oregon",2020-05-02,-245,277,32,1000,1000,1000
"Oklahoma",2020-05-02,-202.5,390.5,188,1000,1000,1000
"Ohio",2020-05-02,-1369.5,1382.5,13,1000,1000,1000
"North Dakota",2020-05-02,14,102,116,1000,1000,1000
"North Carolina",2020-05-02,-951,980,29,1000,1000,1000
"New York",2020-05-02,-2115,2262,147,1000,1000,1000
"New Mexico",2020-05-02,-51.5,186.5,135,1000,1000,1000
"New Jersey",2020-05-02,-199,751,552,1000,1000,1000
"New Hampshire",2020-05-02,-105,107,2,1000,1000,1000
"Nevada",2020-05-02,-335.5,429.5,94,1000,1000,1000
"Nebraska",2020-05-02,-122,247,125,1000,1000,1000
"Montana",2020-05-02,-84.5,85.5,1,1000,1000,1000
"Missouri",2020-05-02,-668.5,736.5,68,1000,1000,1000
"Mississippi",2020-05-02,-348.5,385.5,37,1000,1000,1000
"Minnesota",2020-05-02,-282,431,149,1000,1000,1000
"Michigan",2020-05-02,-910,933,23,1000,1000,1000
"Massachusetts",2020-05-02,624,741,1365,1000,1000,1000
"Maryland",2020-05-02,-182,499,317,1000,1000,1000
"Maine",2020-05-02,-99.5,108.5,9,1000,1000,1000
"Louisiana",2020-05-02,-567.5,568.5,1,1000,1000,1000
"Kentucky",2020-05-02,-116.5,488.5,372,1000,1000,1000
"Kansas",2020-05-02,-212.5,262.5,50,1000,1000,1000
"Iowa",2020-05-02,-168.5,280.5,112,1000,1000,1000
"Indiana",2020-05-02,-628,764,136,1000,1000,1000
"Illinois",2020-05-02,-910,1141,231,1000,1000,1000
"Idaho",2020-05-02,-99.5,103.5,4,1000,1000,1000
"Hawaii",2020-05-02,-123.5,125.5,2,1000,1000,1000
"Georgia",2020-05-02,-493,1147,654,1000,1000,1000
"Florida",2020-05-02,-888,2460,1572,1000,1000,1000
"Delaware",2020-05-02,-107.5,108.5,1,1000,1000,1000
"Connecticut",2020-05-02,937,343,1280,1000,1000,1000
"Colorado",2020-05-02,-513.5,522.5,9,1000,1000,1000
"California",2020-05-02,-3206,3494,288,1000,1000,1000
"Arkansas",2020-05-02,-255.5,327.5,72,1000,1000,1000
"Arizona",2020-05-02,-621.5,745.5,124,1000,1000,1000
"Alaska",2020-05-02,-20.5,53.5,33,1000,1000,1000
"Alabama",2020-05-02,-327,472,145,1000,1000,1000
"Wyoming",2020-05-03,-18,60,42,1000,1000,1000
"Wisconsin",2020-05-03,-389.5,442.5,53,1000,1000,1000
"West Virginia",2020-05-03,-256,266,10,1000,1000,1000
"Washington",2020-05-03,-453.5,473.5,20,1000,1000,1000
"Virginia",2020-05-03,-466.5,711.5,245,1000,1000,1000
"Vermont",2020-05-03,-44,45,1,1000,1000,1000
"Utah",2020-05-03,-246.5,291.5,45,1000,1000,1000
"Texas",2020-05-03,-2715.5,3124.5,409,1000,1000,1000
"Tennessee",2020-05-03,-757,816,59,1000,1000,1000
"South Dakota",2020-05-03,-24,81,57,1000,1000,1000
"South Carolina",2020-05-03,-431,528,97,1000,1000,1000
"Rhode Island",2020-05-03,164.5,98.5,263,1000,1000,1000
"Pennsylvania",2020-05-03,-1445.5,1518.5,73,1000,1000,1000
"Oregon",2020-05-03,-246,277,31,1000,1000,1000
"Oklahoma",2020-05-03,-214.5,390.5,176,1000,1000,1000
"Ohio",2020-05-03,-1372.5,1382.5,10,1000,1000,1000
"North Dakota",2020-05-03,12,102,114,1000,1000,1000
"North Carolina",2020-05-03,-957,980,23,1000,1000,1000
"New York",2020-05-03,-2156,2262,106,1000,1000,1000
